timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
16873634,0.0,-0.0,1.52007,0.0,0.724811,0.0,0.0,0.688948,0.0,0.0,-0.03,1,0,0,0,0,0
16877635,0.0,-0.0,1.52011,0.0,0.724799,0.0,0.0,0.68896,0.0,0.0,-0.03,1,0,0,0,0,0
16978449,0.0,-0.0,1.52095,0.0,0.72451,0.0,0.0,0.689264,0.0,0.0,-0.03,1,0,0,0,0,0
17083249,0.0,-0.0,1.52184,0.0,0.724202,0.0,0.0,0.689588,0.0,0.0,-0.03,1,0,0,0,0,0
17183235,0.0,-0.0,1.52269,0.0,0.72391,0.0,0.0,0.689894,0.0,0.0,-0.03,1,0,0,0,0,0
17284021,0.0,-0.0,1.52355,0.0,0.723613,0.0,0.0,0.690206,0.0,0.0,-0.03,1,0,0,0,0,0
17384838,0.0,-0.0,1.52428,0.0,0.723361,0.0,0.0,0.69047,0.0,0.0,-0.03,1,0,0,0,0,0
17485644,0.0,-0.0,1.52494,0.0,0.723133,0.0,0.0,0.690709,0.0,0.0,-0.03,1,0,0,0,0,0
17590461,0.0,-0.0,1.52556,0.0,0.722918,0.0,0.0,0.690934,0.0,0.0,-0.03,1,0,0,0,0,0
17691300,0.0,-0.0,1.52608,0.0,0.722739,0.0,0.0,0.691121,0.0,0.0,-0.03,1,0,0,0,0,0
17791945,0.0,-0.0,1.52647,0.0,0.722602,0.0,0.0,0.691264,0.0,0.0,-0.03,1,0,0,0,0,0
17892821,0.0,-0.0,1.52684,0.0,0.722475,0.0,0.0,0.691397,0.0,0.0,-0.03,1,0,0,0,0,0
17993649,0.0,-0.0,1.52716,0.0,0.722364,0.0,0.0,0.691513,0.0,0.0,-0.03,1,0,0,0,0,0
18094435,0.0,-0.0,1.52758,0.0,0.72222,0.0,0.0,0.691663,0.0,0.0,-0.03,1,0,0,0,0,0
18199237,0.0,-0.0,1.52806,0.0,0.722054,0.0,0.0,0.691837,0.0,0.0,-0.03,1,0,0,0,0,0
18300037,0.0,-0.0,1.52855,0.0,0.721884,0.0,0.0,0.692014,0.0,0.0,-0.03,1,0,0,0,0,0
18400825,0.0,-0.0,1.52905,0.0,0.721711,0.0,0.0,0.692194,0.0,0.0,-0.03,1,0,0,0,0,0
18501542,0.0,-0.0,1.52948,0.0,0.721562,0.0,0.0,0.69235,0.0,0.0,-0.03,1,0,0,0,0,0
18602433,0.0,-0.0,1.52984,0.0,0.721436,0.0,0.0,0.692481,0.0,0.0,-0.03,1,0,0,0,0,0
18707272,0.0,-0.0,1.53037,0.0,0.721255,0.0,0.0,0.69267,0.0,0.0,-0.03,1,0,0,0,0,0
18807232,0.0,-0.0,1.53098,0.0,0.721044,0.0,0.0,0.692889,0.0,0.0,-0.03,1,0,0,0,0,0
18908028,0.0,-0.0,1.5315,0.0,0.720863,0.0,0.0,0.693077,0.0,0.0,-0.03,1,0,0,0,0,0
19008835,0.0,-0.0,1.53189,0.0,0.720727,0.0,0.0,0.693219,0.0,0.0,-0.03,1,0,0,0,0,0
19109648,0.0,-0.0,1.53208,0.0,0.72066,0.0,0.0,0.693288,0.0,0.0,-0.03,1,0,0,0,0,0
19214437,0.0,-0.0,1.53221,0.0,0.720617,0.0,0.0,0.693334,0.0,0.0,-0.03,1,0,0,0,0,0
19315231,0.0,-0.0,1.53246,0.0,0.720531,0.0,0.0,0.693423,0.0,0.0,-0.03,1,0,0,0,0,0
19416035,0.0,-0.0,1.53286,0.0,0.720391,0.0,0.0,0.693568,0.0,0.0,-0.03,1,0,0,0,0,0
19516843,0.0,-0.0,1.53333,0.0,0.720229,0.0,0.0,0.693737,0.0,0.0,-0.03,1,0,0,0,0,0
19617555,0.0,-0.0,1.5337,0.0,0.720101,0.0,0.0,0.693869,0.0,0.0,-0.03,1,0,0,0,0,0
19718366,0.0,-0.0,1.5339,0.0,0.72003,0.0,0.0,0.693942,0.0,0.0,-0.03,1,0,0,0,0,0
19823228,0.0,-0.0,1.53401,0.0,0.719991,0.0,0.0,0.693984,0.0,0.0,-0.03,1,0,0,0,0,0
19923954,0.0,-0.0,1.53407,0.0,0.719971,0.0,0.0,0.694004,0.0,0.0,-0.03,1,0,0,0,0,0
20024839,0.0,-0.0,1.53402,0.0,0.719988,0.0,0.0,0.693987,0.0,0.0,-0.03,1,0,0,0,0,0
20125635,0.0,-0.0,1.53383,0.0,0.720056,0.0,0.0,0.693916,0.0,0.0,-0.03,1,0,0,0,0,0
20226428,0.0,-0.0,1.53363,0.0,0.720123,0.0,0.0,0.693846,0.0,0.0,-0.03,1,0,0,0,0,0
20331340,0.0,-0.0,1.53348,0.0,0.720177,0.0,0.0,0.693791,0.0,0.0,-0.03,1,0,0,0,0,0
20435234,0.0,-0.0,1.53328,0.0,0.720245,0.0,0.0,0.69372,0.0,0.0,-0.03,1,0,0,0,0,0
20536031,0.0,-0.0,1.53314,0.0,0.720296,0.0,0.0,0.693667,0.0,0.0,-0.03,1,0,0,0,0,0
20636832,0.0,-0.0,1.53303,0.0,0.720332,0.0,0.0,0.69363,0.0,0.0,-0.03,1,0,0,0,0,0
20737644,0.0,-0.0,1.5329,0.0,0.720378,0.0,0.0,0.693582,0.0,0.0,-0.03,1,0,0,0,0,0
20838442,0.0,-0.0,1.53267,0.0,0.720458,0.0,0.0,0.693499,0.0,0.0,-0.03,1,0,0,0,0,0
20943227,0.0,-0.0,1.53244,0.0,0.720536,0.0,0.0,0.693417,0.0,0.0,-0.03,1,0,0,0,0,0
21043957,0.0,-0.0,1.53228,0.0,0.720594,0.0,0.0,0.693357,0.0,0.0,-0.03,1,0,0,0,0,0
21144824,0.0,-0.0,1.53207,0.0,0.720664,0.0,0.0,0.693285,0.0,0.0,-0.03,1,0,0,0,0,0
21245555,0.0,-0.0,1.53182,0.0,0.720752,0.0,0.0,0.693193,0.0,0.0,-0.03,1,0,0,0,0,0
21346429,0.0,-0.0,1.53155,0.0,0.720845,0.0,0.0,0.693096,0.0,0.0,-0.03,1,0,0,0,0,0
21451312,0.0,-0.0,1.53143,0.0,0.720886,0.0,0.0,0.693054,0.0,0.0,-0.03,1,0,0,0,0,0
21556024,0.0,-0.0,1.53134,0.0,0.720918,0.0,0.0,0.69302,0.0,0.0,-0.03,1,0,0,0,0,0
21656845,0.0,-0.0,1.53125,0.0,0.720948,0.0,0.0,0.692989,0.0,0.0,-0.03,1,0,0,0,0,0
21757552,0.0,-0.0,1.53114,0.0,0.720989,0.0,0.0,0.692947,0.0,0.0,-0.03,1,0,0,0,0,0
21858434,0.0,-0.0,1.53102,0.0,0.721029,0.0,0.0,0.692905,0.0,0.0,-0.03,1,0,0,0,0,0
21959223,0.0,-0.0,1.53081,0.0,0.721103,0.0,0.0,0.692828,0.0,0.0,-0.03,1,0,0,0,0,0
22059233,0.0,-0.0,1.53061,0.0,0.721171,0.0,0.0,0.692757,0.0,0.0,-0.03,1,0,0,0,0,0
22163952,0.0,-0.0,1.5303,0.0,0.72128,0.0,0.0,0.692643,0.0,0.0,-0.03,1,0,0,0,0,0
22264833,0.0,-0.0,1.53002,0.0,0.721375,0.0,0.0,0.692545,0.0,0.0,-0.03,1,0,0,0,0,0
22365556,0.0,-0.0,1.52975,0.0,0.721469,0.0,0.0,0.692447,0.0,0.0,-0.03,1,0,0,0,0,0
22466440,0.0,-0.0,1.5295,0.0,0.721555,0.0,0.0,0.692357,0.0,0.0,-0.03,1,0,0,0,0,0
22571345,0.0,-0.0,1.52934,0.0,0.721611,0.0,0.0,0.692299,0.0,0.0,-0.03,1,0,0,0,0,0
22672030,0.0,-0.0,1.52924,0.0,0.721644,0.0,0.0,0.692264,0.0,0.0,-0.03,1,0,0,0,0,0
22772823,0.0,-0.0,1.52924,0.0,0.721646,0.0,0.0,0.692262,0.0,0.0,-0.03,1,0,0,0,0,0
22873627,0.0,-0.0,1.52923,0.0,0.72165,0.0,0.0,0.692258,0.0,0.0,-0.03,1,0,0,0,0,0
22974423,0.0,-0.0,1.52925,0.0,0.72164,0.0,0.0,0.692268,0.0,0.0,-0.03,1,0,0,0,0,0
23075243,0.0,-0.0,1.52928,0.0,0.721632,0.0,0.0,0.692277,0.0,0.0,-0.03,1,0,0,0,0,0
23180045,0.0,-0.0,1.52921,0.0,0.721658,0.0,0.0,0.69225,0.0,0.0,-0.03,1,0,0,0,0,0
23280830,0.0,-0.0,1.52908,0.0,0.7217,0.0,0.0,0.692206,0.0,0.0,-0.03,1,0,0,0,0,0
23381554,0.0,-0.0,1.5289,0.0,0.721765,0.0,0.0,0.692138,0.0,0.0,-0.03,1,0,0,0,0,0
23482427,0.0,-0.0,1.52878,0.0,0.721806,0.0,0.0,0.692096,0.0,0.0,-0.03,1,0,0,0,0,0
23583239,0.0,-0.0,1.52876,0.0,0.721813,0.0,0.0,0.692088,0.0,0.0,-0.03,1,0,0,0,0,0
23683152,0.0,-0.0,1.52875,0.0,0.721816,0.0,0.0,0.692085,0.0,0.0,-0.03,1,0,0,0,0,0
23788021,0.0,-0.0,1.52873,0.0,0.721823,0.0,0.0,0.692078,0.0,0.0,-0.03,1,0,0,0,0,0
23888823,0.0,-0.0,1.52868,0.0,0.721839,0.0,0.0,0.692061,0.0,0.0,-0.03,1,0,0,0,0,0
23989551,0.0,-0.0,1.52864,0.0,0.721852,0.0,0.0,0.692047,0.0,0.0,-0.03,1,0,0,0,0,0
24090425,0.0,-0.0,1.52866,0.0,0.721847,0.0,0.0,0.692052,0.0,0.0,-0.03,1,0,0,0,0,0
24195244,0.0,-0.0,1.52859,0.0,0.721869,0.0,0.0,0.69203,0.0,0.0,-0.03,1,0,0,0,0,0
24296043,0.0,-0.0,1.52856,0.0,0.72188,0.0,0.0,0.692018,0.0,0.0,-0.03,1,0,0,0,0,0
