timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
16786586,-0.0182335,-0.210857,0.358621
16807614,-0.0182335,-0.202002,0.383744
16829157,-0.0182335,-0.204953,0.35548
16849863,-0.0152462,-0.207905,0.374323
16871625,-0.0152462,-0.204953,0.371182
16892586,-0.0152462,-0.204953,0.364901
16914280,-0.0182335,-0.207905,0.361761
16935622,-0.0182335,-0.207905,0.383744
16957934,-0.0182335,-0.207905,0.35548
16979628,-0.0182335,-0.202002,0.383744
17001684,-0.0152462,-0.207905,0.371182
17024582,-0.0182335,-0.207905,0.368042
17046730,-0.0212207,-0.204953,0.364901
17068583,-0.0152462,-0.207905,0.374323
17089631,-0.0152462,-0.207905,0.35234
17109660,-0.0152462,-0.207905,0.349199
17129638,-0.0182335,-0.204953,0.371182
17151884,-0.0182335,-0.204953,0.371182
17175638,-0.0152462,-0.210857,0.35548
17198589,-0.0182335,-0.204953,0.386884
17219636,-0.0152462,-0.204953,0.383744
17241645,-0.0182335,-0.207905,0.35548
17262596,-0.0182335,-0.204953,0.364901
17283619,-0.0182335,-0.204953,0.358621
17305638,-0.0152462,-0.207905,0.349199
17326582,-0.0182335,-0.204953,0.371182
17349867,-0.0182335,-0.204953,0.358621
17371621,-0.0152462,-0.207905,0.361761
17393632,-0.0182335,-0.204953,0.361761
17414582,-0.0152462,-0.204953,0.371182
17435621,-0.0152462,-0.207905,0.35548
17456578,-0.0182335,-0.202002,0.383744
17478614,-0.0182335,-0.207905,0.35548
17500581,-0.0152462,-0.210857,0.342919
17523923,-0.0182335,-0.207905,0.349199
17546853,-0.0182335,-0.207905,0.371182
17569518,-0.0152462,-0.210857,0.35548
17592583,-0.0152462,-0.207905,0.374323
17613642,-0.0182335,-0.204953,0.35234
17635621,-0.0152462,-0.204953,0.386884
17658586,-0.0182335,-0.204953,0.380603
17679889,-0.0182335,-0.202002,0.364901
17701630,-0.0152462,-0.204953,0.358621
17722589,-0.0152462,-0.202002,0.383744
17744705,-0.0152462,-0.207905,0.371182
17766645,-0.0182335,-0.207905,0.374323
17788130,-0.0182335,-0.207905,0.35234
17812133,-0.0182335,-0.202002,0.390024
17835629,-0.0182335,-0.207905,0.35548
17857851,-0.0182335,-0.204953,0.358621
17881794,-0.0182335,-0.204953,0.35234
17903620,-0.0152462,-0.204953,0.371182
17926586,-0.0182335,-0.202002,0.358621
17947626,-0.0182335,-0.204953,0.386884
17970313,-0.0182335,-0.207905,0.368042
17991624,-0.0152462,-0.207905,0.377463
18014035,-0.0182335,-0.204953,0.35548
18034655,-0.0152462,-0.204953,0.386884
18055756,-0.0182335,-0.204953,0.361761
18078740,-0.0182335,-0.204953,0.371182
18102808,-0.0182335,-0.202002,0.383744
18123627,-0.0152462,-0.207905,0.374323
18144582,-0.0182335,-0.204953,0.383744
18166582,-0.0182335,-0.207905,0.361761
18188081,-0.0182335,-0.207905,0.371182
18209631,-0.0152462,-0.202002,0.386884
18230583,-0.0152462,-0.204953,0.364901
18252266,-0.0182335,-0.207905,0.368042
18273631,-0.0152462,-0.202002,0.386884
18295620,-0.0152462,-0.207905,0.368042
18319622,-0.0152462,-0.207905,0.368042
18343622,-0.0182335,-0.202002,0.383744
18365636,-0.0182335,-0.204953,0.386884
18386583,-0.0182335,-0.207905,0.364901
18407621,-0.0182335,-0.207905,0.380603
18429797,-0.0182335,-0.19905,0.390024
18451627,-0.0182335,-0.204953,0.386884
18473638,-0.0182335,-0.204953,0.368042
18496592,-0.0182335,-0.204953,0.371182
18519629,-0.0182335,-0.204953,0.371182
18542271,-0.0182335,-0.207905,0.374323
18563637,-0.0182335,-0.204953,0.386884
18585649,-0.0182335,-0.204953,0.380603
18608583,-0.0182335,-0.202002,0.386884
18628583,-0.0182335,-0.204953,0.371182
18651069,-0.0182335,-0.207905,0.35234
18674739,-0.0122589,-0.204953,0.377463
18696586,-0.0152462,-0.202002,0.383744
18717632,-0.0182335,-0.202002,0.383744
18738584,-0.0182335,-0.207905,0.368042
18760585,-0.0152462,-0.207905,0.35548
18781637,-0.0122589,-0.207905,0.368042
18803815,-0.0182335,-0.207905,0.364901
18825674,-0.0152462,-0.204953,0.390024
18848930,-0.0182335,-0.210857,0.35548
18871643,-0.0152462,-0.207905,0.374323
