timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
33096707,1607981667400226,408161470,-778857151,341799,307356,0.848,2.98258,4.156,6.427,0.81,1.15,90,6,0.336,0.169,0.29,0.068,0.0,0,nan,0.0,3,1,14
33355340,1607981667600226,408161472,-778857152,341702,307259,0.824,2.98259,4.146,6.412,0.81,1.15,90,8,0.27,0.258,-0.081,0.057,0.0,0,nan,0.0,3,1,14
33496710,1607981667800226,408161461,-778857153,341977,307534,0.848,2.98259,4.137,6.398,0.81,1.15,90,8,0.408,0.192,0.36,0.038,0.0,0,nan,0.0,3,1,14
33696696,1607981668000226,408161463,-778857150,341804,307361,0.862,2.9826,4.129,6.387,0.81,1.15,90,8,0.123,0.09,0.083,0.285,0.0,0,nan,0.0,3,1,14
33897634,1607981668200226,408161466,-778857153,341637,307195,0.866,2.98261,4.12,6.373,0.81,1.15,90,8,0.2,0.19,-0.059,0.228,0.0,0,nan,0.0,3,1,14
34095640,1607981668400226,408161458,-778857155,341855,307412,0.904,2.98262,4.111,6.362,0.81,1.15,90,8,0.085,0.074,0.042,-0.239,0.0,0,nan,0.0,3,1,14
34298827,1607981668600226,408161459,-778857156,341891,307449,0.847,2.98263,4.102,6.351,0.81,1.15,90,7,0.469,0.45,0.132,-0.14,0.0,0,nan,0.0,3,1,14
34494773,1607981668800226,408161458,-778857157,341880,307438,0.848,2.98263,4.094,6.342,0.81,1.15,90,7,0.175,0.143,0.1,0.104,0.0,0,nan,0.0,3,1,14
34697679,1607981669000226,408161451,-778857158,341973,307531,0.841,2.98264,4.087,6.335,0.81,1.15,90,7,0.275,0.15,0.231,0.258,0.0,0,nan,0.0,3,1,14
34897639,1607981669200226,408161448,-778857156,341933,307491,0.843,2.98265,4.079,6.323,0.81,1.15,90,7,0.258,0.114,0.231,0.351,0.0,0,nan,0.0,3,1,14
35094955,1607981669400226,408161445,-778857159,341900,307458,0.894,2.98266,4.069,6.311,0.81,1.15,90,7,0.08,0.076,-0.027,0.329,0.0,0,nan,0.0,3,1,14
35288449,1607981669600226,408161438,-778857161,342044,307602,0.829,2.98266,4.06,6.301,0.81,1.15,90,7,0.257,0.179,0.184,0.193,0.0,0,nan,0.0,3,1,14
35497696,1607981669800226,408161435,-778857163,342003,307560,0.881,2.98267,4.052,6.291,0.81,1.15,90,7,0.096,0.094,0.018,0.24,0.0,0,nan,0.0,3,1,14
35695652,1607981670000226,408161436,-778857169,341904,307462,0.856,2.98268,4.043,6.28,0.81,1.15,90,7,0.188,0.15,-0.114,0.161,0.0,0,nan,0.0,3,1,14
35897645,1607981670200226,408161427,-778857171,342074,307631,0.811,2.98269,4.035,6.272,0.81,1.15,90,7,0.304,0.078,0.294,0.213,0.0,0,nan,0.0,3,1,14
36094830,1607981670400226,408161420,-778857175,342212,307770,0.832,2.9827,4.026,6.261,0.81,1.15,90,7,0.132,0.13,-0.026,0.064,0.0,0,nan,0.0,3,1,14
36296693,1607981670600226,408161416,-778857184,342220,307778,0.828,2.9827,4.017,6.249,0.81,1.2,90,6,0.245,0.023,-0.244,0.142,0.0,0,nan,0.0,3,1,13
36496915,1607981670800226,408161413,-778857192,342262,307820,0.875,2.98271,4.008,6.237,0.81,1.2,90,6,0.092,0.091,-0.01,0.147,0.0,0,nan,0.0,3,1,13
36695633,1607981671000226,408161405,-778857198,342458,308016,0.795,2.98272,3.999,6.225,0.81,1.2,90,6,0.1,0.092,-0.038,-0.037,0.0,0,nan,0.0,3,1,13
36897653,1607981671200226,408161396,-778857203,342745,308303,0.89,2.98273,3.991,6.214,0.81,1.2,90,6,0.085,0.047,0.071,-0.197,0.0,0,nan,0.0,3,1,13
37089685,1607981671400226,408161391,-778857207,342845,308402,0.866,2.98274,3.982,6.201,0.81,1.2,90,6,0.133,-0.056,0.121,-0.152,0.0,0,nan,0.0,3,1,13
37290873,1607981671600226,408161381,-778857210,342997,308554,0.77,2.98274,3.973,6.189,0.81,1.2,90,6,0.195,-0.162,0.108,-0.032,0.0,0,nan,0.0,3,1,13
37492725,1607981671800226,408161382,-778857213,342962,308520,0.824,2.98275,3.966,6.18,0.81,1.2,90,6,0.16,0.065,0.147,-0.039,0.0,0,nan,0.0,3,1,13
37689949,1607981672000226,408161373,-778857215,343185,308743,0.754,2.98276,3.959,6.17,0.81,1.2,90,6,0.193,-0.067,0.181,-0.008,0.0,0,nan,0.0,3,1,13
37887670,1607981672200226,408161363,-778857222,343425,308983,0.804,2.98276,3.951,6.158,0.81,1.2,90,6,0.087,-0.064,-0.06,-0.041,0.0,0,nan,0.0,3,1,13
38093651,1607981672400226,408161359,-778857228,343602,309160,0.866,2.98277,3.943,6.149,0.81,1.2,90,6,0.12,0.12,-0.005,-0.169,0.0,0,nan,0.0,3,1,13
38294855,1607981672600226,408161356,-778857238,343686,309244,0.761,2.98278,3.936,6.14,0.81,1.2,90,9,0.203,-0.011,-0.203,-0.006,0.0,0,nan,0.0,3,1,13
38492944,1607981672800226,408161350,-778857245,343755,309313,0.851,2.98279,3.927,6.13,0.81,1.2,90,9,0.129,-0.121,0.047,0.157,0.0,0,nan,0.0,3,1,13
38693639,1607981673000226,408161348,-778857247,343815,309373,0.805,2.98279,3.92,6.122,0.81,1.2,90,9,0.217,0.046,0.212,-0.035,0.0,0,nan,0.0,3,1,13
38895638,1607981673200226,408161344,-778857248,343880,309437,0.734,2.9828,3.913,6.112,0.81,1.2,90,9,0.241,-0.09,0.223,0.102,0.0,0,nan,0.0,3,1,13
39096759,1607981673400226,408161339,-778857249,344134,309691,0.901,2.98281,3.905,6.102,0.81,1.2,90,9,0.229,0.17,0.154,-0.296,0.0,0,nan,0.0,3,1,13
39297640,1607981673600226,408161337,-778857255,344340,309897,0.876,2.98282,3.9,6.095,0.81,1.2,90,10,0.143,0.129,-0.06,-0.28,0.0,0,nan,0.0,3,1,13
39494561,1607981673800226,408161332,-778857262,344548,310106,0.888,2.98283,3.894,6.085,0.81,1.2,90,10,0.033,0.033,0.005,-0.142,0.0,0,nan,0.0,3,1,13
39697631,1607981674000226,408161326,-778857271,344730,310288,0.758,2.98283,3.887,6.076,0.81,1.2,90,10,0.156,0.102,-0.118,0.021,0.0,0,nan,0.0,3,1,13
39898447,1607981674200226,408161322,-778857282,344881,310439,0.755,2.98284,3.882,6.068,0.81,1.2,90,10,0.233,0.023,-0.232,0.03,0.0,0,nan,0.0,3,1,13
40095640,1607981674400226,408161316,-778857293,345040,310598,0.825,2.98285,3.876,6.06,0.81,1.2,90,10,0.208,-0.111,-0.176,0.059,0.0,0,nan,0.0,3,1,13
40300957,1607981674600226,408161307,-778857301,345121,310679,0.887,2.98286,3.871,6.052,0.81,1.2,90,7,0.232,-0.225,0.057,0.311,0.0,0,nan,0.0,3,1,13
40491704,1607981674800226,408161297,-778857305,345410,310967,0.782,2.98286,3.865,6.045,0.81,1.2,90,7,0.172,0.093,0.145,0.075,0.0,0,nan,0.0,3,1,13
40695656,1607981675000226,408161287,-778857312,345727,311285,0.806,2.98287,3.86,6.037,0.81,1.2,90,7,0.044,0.014,-0.042,-0.051,0.0,0,nan,0.0,3,1,13
40896911,1607981675200226,408161284,-778857321,345910,311468,0.897,2.98288,3.855,6.03,0.81,1.2,90,7,0.137,0.13,-0.041,-0.166,0.0,0,nan,0.0,3,1,13
41098775,1607981675400226,408161283,-778857328,346034,311592,0.893,2.98289,3.851,6.024,0.81,1.2,90,7,0.203,0.196,0.054,-0.077,0.0,0,nan,0.0,3,1,13
41300432,1607981675600226,408161278,-778857337,346274,311832,0.934,2.98289,3.846,6.018,0.81,1.2,90,13,0.038,0.035,0.015,-0.115,0.0,0,nan,0.0,3,1,13
41497683,1607981675800226,408161273,-778857348,346581,312139,0.815,2.9829,3.842,6.012,0.81,1.2,90,13,0.301,0.253,-0.165,-0.215,0.0,0,nan,0.0,3,1,13
41695641,1607981676000226,408161267,-778857360,346926,312484,0.828,2.98291,3.837,6.004,0.81,1.2,90,13,0.266,0.232,-0.131,-0.221,0.0,0,nan,0.0,3,1,13
41892739,1607981676200226,408161257,-778857366,347274,312832,0.847,2.98292,3.833,5.998,0.81,1.2,90,13,0.263,0.043,0.26,-0.095,0.0,0,nan,0.0,3,1,13
42089643,1607981676400226,408161252,-778857374,347494,313052,0.754,2.98292,3.83,5.991,0.81,1.2,90,13,0.172,0.083,-0.151,-0.107,0.0,0,nan,0.0,3,1,13
42295676,1607981676600226,408161250,-778857383,347635,313193,0.877,2.98293,3.827,5.984,0.81,1.2,90,8,0.07,0.07,-0.009,-0.083,0.0,0,nan,0.0,3,1,13
42489680,1607981676800226,408161250,-778857391,347769,313327,0.828,2.98294,3.825,5.978,0.81,1.2,90,8,0.252,0.249,-0.038,-0.009,0.0,0,nan,0.0,3,1,13
42694854,1607981677000226,408161246,-778857397,347997,313555,0.832,2.98295,3.822,5.972,0.81,1.2,90,8,0.247,0.135,0.207,-0.002,0.0,0,nan,0.0,3,1,13
42896692,1607981677200226,408161241,-778857397,348311,313869,0.914,2.98296,3.819,5.966,0.81,1.2,90,8,0.319,0.153,0.28,-0.228,0.0,0,nan,0.0,3,1,13
43088790,1607981677400226,408161236,-778857402,348453,314010,0.852,2.98296,3.816,5.96,0.81,1.2,90,8,0.056,0.014,0.055,0.171,0.0,0,nan,0.0,3,1,13
43295630,1607981677600226,408161230,-778857411,348600,314158,0.923,2.98297,3.813,5.953,0.81,1.21,90,9,0.131,-0.024,-0.129,0.261,0.0,0,nan,0.0,3,1,13
43492439,1607981677800226,408161224,-778857421,348768,314326,0.913,2.98298,3.81,5.947,0.81,1.21,90,9,0.055,0.017,-0.053,0.294,0.0,0,nan,0.0,3,1,13
43697661,1607981678000226,408161217,-778857427,349027,314585,0.849,2.98299,3.808,5.942,0.81,1.21,90,9,0.117,0.1,0.06,0.159,0.0,0,nan,0.0,3,1,13
