timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
33353033,32767,32767,32767,32767,32767,32767,32767
33357033,32767,32767,32767,32767,32767,32767,32767
33361037,32767,32767,-57,32767,32767,32767,32767
33365037,32767,32767,32767,32767,32767,32767,32767
33369024,32767,32767,32767,32767,-60,-59,32767
33373033,32767,32767,32767,32767,32767,32767,32767
33377034,32767,32767,32767,32767,32767,32767,32767
33381031,32767,32767,32767,32767,-73,32767,32767
33385036,32767,32767,32767,32767,32767,32767,32767
33389030,32767,32767,32767,32767,-41,32767,32767
33393032,32767,32767,32767,32767,32767,-76,32767
33397022,32767,32767,32767,32767,32767,32767,32767
33401023,32767,32767,32767,32767,32767,32767,32767
33405030,32767,32767,32767,32767,32767,32767,32767
33409031,32767,32767,32767,32767,32767,32767,32767
33413034,32767,32767,32767,32767,-69,-55,32767
33417032,32767,32767,32767,32767,32767,32767,32767
33421037,32767,32767,32767,32767,-45,32767,32767
33425038,32767,32767,32767,32767,32767,32767,32767
33429023,32767,32767,32767,32767,32767,32767,32767
33433029,32767,32767,32767,32767,-60,32767,32767
33437030,32767,32767,32767,32767,32767,-70,32767
33441033,32767,32767,32767,32767,32767,32767,32767
33445032,32767,32767,32767,32767,32767,32767,32767
33449030,32767,32767,32767,32767,32767,32767,32767
33453037,32767,32767,32767,32767,32767,32767,32767
33457843,32767,32767,32767,32767,-74,-63,32767
33461823,32767,32767,32767,32767,32767,32767,32767
33465822,32767,32767,32767,32767,-53,32767,32767
33469829,32767,32767,32767,32767,32767,32767,32767
33473833,32767,32767,32767,32767,32767,32767,32767
33477836,32767,32767,32767,32767,-68,32767,32767
33481833,32767,32767,32767,32767,32767,-83,32767
33485832,32767,32767,32767,32767,32767,32767,32767
33489837,32767,32767,32767,32767,32767,32767,32767
33493824,32767,32767,32767,32767,32767,32767,32767
33497833,32767,32767,32767,32767,32767,32767,32767
33501832,32767,32767,-51,32767,-73,-62,32767
33505832,32767,32767,32767,32767,32767,32767,32767
33509834,32767,32767,32767,32767,-53,32767,32767
33513833,32767,32767,32767,32767,32767,32767,32767
33517836,32767,32767,32767,32767,32767,32767,32767
33521823,32767,32767,32767,32767,-69,-51,32767
33525823,32767,32767,32767,32767,32767,32767,32767
33529832,32767,32767,32767,32767,32767,32767,32767
33533832,32767,32767,32767,32767,32767,32767,32767
33537832,32767,32767,32767,32767,32767,32767,32767
33541831,32767,32767,32767,32767,-59,32767,32767
33545838,32767,32767,32767,32767,32767,-63,32767
33549838,32767,32767,32767,32767,32767,32767,32767
33553821,32767,32767,32767,32767,-60,32767,32767
33557833,32767,32767,32767,32767,32767,32767,32767
33561831,32767,32767,32767,32767,32767,32767,32767
33565831,32767,32767,32767,32767,-73,-52,32767
33570631,32767,32767,32767,32767,32767,32767,32767
33574640,32767,32767,32767,32767,32767,32767,32767
33578642,32767,32767,32767,32767,32767,32767,32767
33582641,32767,32767,32767,32767,32767,32767,32767
33586637,32767,32767,32767,32767,-66,-51,32767
33590626,32767,32767,32767,32767,32767,32767,32767
33594642,32767,32767,32767,32767,-41,32767,32767
33598644,32767,32767,32767,32767,32767,32767,32767
33602629,32767,32767,32767,32767,32767,32767,32767
33606637,32767,32767,32767,32767,-50,32767,32767
33610654,32767,32767,32767,32767,32767,-68,32767
33614643,32767,32767,32767,32767,32767,32767,32767
33618632,32767,32767,32767,32767,32767,32767,32767
33622650,32767,32767,32767,32767,32767,32767,32767
33626658,32767,32767,32767,32767,32767,32767,32767
33630642,32767,32767,32767,32767,-71,32767,32767
33634638,32767,32767,32767,32767,32767,-76,32767
33638661,32767,32767,32767,32767,-41,32767,32767
33642647,32767,32767,32767,32767,32767,32767,32767
33646640,32767,32767,32767,32767,32767,32767,32767
33650659,32767,32767,32767,32767,-57,32767,32767
33654663,32767,32767,32767,32767,32767,32767,32767
33658643,32767,32767,32767,32767,32767,-76,32767
33662644,32767,32767,32767,32767,32767,32767,32767
33666658,32767,32767,32767,32767,32767,32767,32767
33670648,32767,32767,32767,32767,32767,32767,32767
33674644,32767,32767,32767,32767,-66,32767,32767
33679437,32767,32767,32767,32767,32767,-59,32767
33683423,32767,32767,32767,32767,32767,32767,32767
33687431,32767,32767,32767,32767,-71,32767,32767
33691433,32767,32767,32767,32767,32767,32767,32767
33695431,32767,32767,32767,32767,-55,32767,32767
33699430,32767,32767,32767,32767,32767,32767,32767
33703430,32767,32767,-68,32767,32767,-87,32767
33707437,32767,32767,32767,32767,32767,32767,32767
33711421,32767,32767,32767,32767,32767,32767,32767
33715423,32767,32767,32767,32767,32767,32767,32767
33719431,32767,32767,32767,32767,-69,32767,32767
33723431,32767,32767,32767,32767,32767,-68,32767
33727428,32767,32767,32767,32767,-49,32767,32767
33731441,32767,32767,32767,32767,32767,32767,32767
33735437,32767,32767,32767,32767,32767,32767,32767
33739435,32767,32767,32767,32767,-60,32767,32767
