timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
16140442,32767,32767,32767,32767,-59,-88,32767
16144445,32767,32767,32767,32767,32767,32767,32767
16148433,32767,32767,32767,32767,32767,32767,32767
16152432,32767,32767,32767,32767,32767,32767,32767
16156439,32767,32767,32767,32767,32767,32767,32767
16160443,32767,32767,32767,32767,32767,-67,32767
16164454,32767,32767,32767,32767,-73,32767,32767
16168449,32767,32767,32767,32767,32767,32767,32767
16172442,32767,32767,32767,32767,-47,32767,32767
16176447,32767,32767,32767,32767,32767,32767,32767
16180433,32767,32767,32767,32767,32767,32767,32767
16184441,32767,32767,32767,32767,-69,-85,32767
16188444,32767,32767,32767,32767,32767,32767,32767
16192444,32767,32767,32767,32767,32767,32767,32767
16196441,32767,32767,-87,32767,32767,32767,32767
16200444,32767,32767,32767,32767,32767,32767,32767
16204442,32767,32767,32767,32767,-55,-64,32767
16208439,32767,32767,32767,32767,32767,32767,32767
16212441,32767,32767,32767,32767,32767,32767,32767
16216440,32767,32767,32767,32767,-63,32767,32767
16220444,32767,32767,32767,32767,32767,32767,32767
16224443,32767,32767,32767,32767,32767,32767,32767
16229249,32767,32767,32767,32767,-80,-92,32767
16233255,32767,32767,32767,32767,32767,32767,32767
16237254,32767,32767,32767,32767,32767,32767,32767
16241274,32767,32767,32767,32767,32767,32767,32767
16245254,32767,32767,32767,32767,32767,32767,32767
16249258,32767,32767,32767,32767,-58,-67,32767
16253263,32767,32767,32767,32767,32767,32767,32767
16257249,32767,32767,32767,32767,32767,32767,32767
16261223,32767,32767,32767,32767,-67,32767,32767
16265273,32767,32767,32767,32767,32767,32767,32767
16269266,32767,32767,32767,32767,32767,32767,32767
16273240,32767,32767,32767,32767,-67,-87,32767
16277248,32767,32767,32767,32767,32767,32767,32767
16281270,32767,32767,32767,32767,32767,32767,32767
16285261,32767,32767,32767,32767,32767,32767,32767
16289251,32767,32767,32767,32767,32767,32767,32767
16293263,32767,32767,32767,32767,-58,-67,32767
16297277,32767,32767,32767,32767,32767,32767,32767
16301257,32767,32767,32767,32767,-43,32767,32767
16305264,32767,32767,32767,32767,32767,32767,32767
16309264,32767,32767,32767,32767,32767,32767,32767
16313249,32767,32767,32767,32767,-56,-66,32767
16317251,32767,32767,32767,32767,32767,32767,32767
16321249,32767,32767,32767,32767,32767,32767,32767
16325244,32767,32767,32767,32767,32767,32767,32767
16329258,32767,32767,32767,32767,32767,32767,32767
16333241,32767,32767,32767,32767,32767,32767,32767
16337251,32767,32767,32767,32767,-55,-63,32767
16342041,32767,32767,32767,32767,32767,32767,32767
16346042,32767,32767,32767,32767,32767,32767,32767
16350047,32767,32767,32767,32767,-68,32767,32767
16354058,32767,32767,32767,32767,32767,32767,32767
16358039,32767,32767,32767,32767,32767,32767,32767
16362048,32767,32767,32767,32767,-67,-80,32767
16366032,32767,32767,32767,32767,32767,32767,32767
16370034,32767,32767,32767,32767,32767,32767,32767
16374043,32767,32767,32767,32767,32767,32767,32767
16378042,32767,32767,32767,32767,32767,32767,32767
16382041,32767,32767,32767,32767,-46,-55,32767
16386041,32767,32767,32767,32767,32767,32767,32767
16390047,32767,32767,-54,32767,32767,32767,32767
16394047,32767,32767,32767,32767,-61,32767,32767
16398032,32767,32767,32767,32767,32767,32767,32767
16402039,32767,32767,32767,32767,32767,32767,32767
16406040,32767,32767,32767,32767,-73,-85,32767
16410041,32767,32767,32767,32767,32767,32767,32767
16414042,32767,32767,32767,32767,32767,32767,32767
16418041,32767,32767,32767,32767,32767,32767,32767
16422043,32767,32767,32767,32767,32767,32767,32767
16426033,32767,32767,32767,32767,-55,-64,32767
16430041,32767,32767,32767,32767,32767,32767,32767
16434044,32767,32767,32767,32767,32767,32767,32767
16438842,32767,32767,32767,32767,-77,32767,32767
16442842,32767,32767,32767,32767,32767,32767,32767
16446843,32767,32767,32767,32767,-44,-53,32767
16450841,32767,32767,32767,32767,32767,32767,32767
16454841,32767,32767,32767,32767,32767,32767,32767
16458847,32767,32767,32767,32767,32767,32767,32767
16462832,32767,32767,32767,32767,32767,32767,32767
16466842,32767,32767,32767,32767,32767,32767,32767
16470844,32767,32767,32767,32767,-63,-72,32767
16474842,32767,32767,32767,32767,32767,32767,32767
16478841,32767,32767,32767,32767,32767,32767,32767
16482838,32767,32767,32767,32767,-69,32767,32767
16486852,32767,32767,32767,32767,32767,32767,32767
16490834,32767,32767,32767,32767,-43,-69,32767
