timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
33341975,-0.0510934,-0.196098,0.349199
33363125,-0.0510934,-0.196098,0.374323
33385498,-0.0540806,-0.190194,0.383744
33407593,-0.0540806,-0.193146,0.383744
33430046,-0.0540806,-0.19905,0.35234
33451591,-0.0540806,-0.193146,0.368042
33473593,-0.0510934,-0.193146,0.371182
33495652,-0.0540806,-0.193146,0.364901
33516721,-0.0540806,-0.190194,0.380603
33539598,-0.0510934,-0.19905,0.35234
33560672,-0.0570679,-0.193146,0.368042
33581591,-0.0540806,-0.196098,0.35548
33603856,-0.0510934,-0.19905,0.35548
33627094,-0.0570679,-0.19905,0.346059
33651093,-0.0510934,-0.193146,0.368042
33673591,-0.0600551,-0.193146,0.374323
33694704,-0.0570679,-0.196098,0.358621
33716679,-0.0540806,-0.193146,0.361761
33737605,-0.0570679,-0.196098,0.35548
33758704,-0.0570679,-0.196098,0.364901
33780675,-0.0570679,-0.193146,0.364901
33801145,-0.0570679,-0.193146,0.383744
33821665,-0.0570679,-0.193146,0.377463
33843594,-0.0540806,-0.202002,0.349199
33865598,-0.0570679,-0.196098,0.35548
33886775,-0.0540806,-0.196098,0.371182
33910456,-0.0540806,-0.196098,0.358621
33931591,-0.0540806,-0.193146,0.358621
33952652,-0.0540806,-0.19905,0.35234
33974724,-0.0510934,-0.19905,0.35548
33998559,-0.0540806,-0.196098,0.361761
34019596,-0.0570679,-0.196098,0.371182
34041591,-0.0540806,-0.196098,0.35234
34063606,-0.0570679,-0.196098,0.346059
34085599,-0.0510934,-0.196098,0.358621
34108653,-0.0540806,-0.190194,0.383744
34129591,-0.0540806,-0.19905,0.364901
34149597,-0.0570679,-0.19905,0.349199
34171598,-0.0540806,-0.193146,0.364901
34192667,-0.0570679,-0.196098,0.377463
34213591,-0.0570679,-0.196098,0.364901
34234701,-0.0540806,-0.196098,0.35548
34256953,-0.0540806,-0.196098,0.374323
34277651,-0.0510934,-0.196098,0.364901
34299120,-0.0540806,-0.19905,0.371182
34321164,-0.0540806,-0.196098,0.364901
34343935,-0.0540806,-0.193146,0.377463
34367145,-0.0570679,-0.196098,0.377463
34390051,-0.0570679,-0.196098,0.377463
34413376,-0.0510934,-0.196098,0.35548
34435115,-0.0510934,-0.202002,0.339778
34458792,-0.0540806,-0.19905,0.35234
34481503,-0.0540806,-0.196098,0.35548
