timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
15059862,0,1200.0,0.532067,0.0168465,0.264589,0.0,0,0,0,0,1,0,1,1,0,1,36
15302957,14300797,800000.0,1.0,0.138675,7.92743,0.0,255,0,6,4,4,5,0,0,1,1,41
15319432,15317761,800000.0,1.0,0.138675,7.92743,0.0,255,0,6,4,4,5,0,0,1,1,41
16147046,0,1200.0,0.372245,0.0155008,0.742212,0.0,0,0,0,0,1,0,1,1,0,1,36
16306555,16303448,800000.0,1.0,0.138503,11.436,0.0,255,0,6,4,4,5,0,0,1,1,41
17153155,0,1200.0,0.260571,0.0337828,0.299077,0.0,0,0,0,0,1,0,1,1,0,1,36
17310319,17306729,800000.0,1.0,0.138564,21.9738,0.0,255,0,6,4,4,5,0,0,1,1,41
18161393,0,1200.0,0.260571,0.0,0.434472,0.0,0,0,0,0,1,0,1,1,0,1,36
18305377,18304772,800000.0,1.0,0.223275,23.3801,0.0,255,0,6,4,4,5,0,0,1,1,41
19168914,0,1200.0,0.260571,0.0337462,0.409917,0.0,0,0,0,0,1,0,1,1,0,1,36
19302699,19301543,800000.0,1.0,0.138592,21.9753,0.0,255,0,6,4,4,5,0,0,1,1,41
20305218,19301543,800000.0,1.0,0.2284,23.0624,0.0,255,0,6,4,4,5,0,0,1,1,41
20308629,20307878,800000.0,1.0,0.2284,23.0624,0.0,255,0,6,4,4,5,0,0,1,1,41
21184718,0,1200.0,0.25787,0.0,0.368324,0.0,0,0,0,0,1,0,1,1,0,1,36
21310959,21310250,800000.0,1.0,0.22732,23.2115,0.0,255,0,6,4,4,5,0,0,1,1,41
22189893,0,1200.0,0.25787,0.0338247,0.419824,0.0,0,0,0,0,1,0,1,1,0,1,36
22312933,21310250,800000.0,1.0,0.13846,21.9564,0.0,255,0,6,4,4,5,0,0,1,1,41
22317870,22314002,800000.0,1.0,0.13846,21.9564,0.0,255,0,6,4,4,5,0,0,1,1,41
23199988,0,1200.0,0.25787,0.01683,0.29799,0.0,0,0,0,0,1,0,1,1,0,1,36
23310474,23310022,800000.0,1.0,0.138831,22.0162,0.0,255,0,6,4,4,5,0,0,1,1,41
24208779,0,1200.0,0.25787,0.0168531,0.771276,0.0,0,0,0,0,1,0,1,1,0,1,36
24305807,24303790,800000.0,1.0,0.161815,22.0438,0.0,255,0,6,4,4,5,0,0,1,1,41
25215784,0,1200.0,0.25787,0.0168815,0.374373,0.0,0,0,0,0,1,0,1,1,0,1,36
25307901,25303368,800000.0,1.0,0.138855,22.075,0.0,255,0,6,4,4,5,0,0,1,1,41
26218196,0,1200.0,0.25787,0.0169597,0.415015,0.0,0,0,0,0,1,0,1,1,0,1,36
26308958,25303368,800000.0,1.0,0.138967,22.0378,0.0,255,0,6,4,4,5,0,0,1,1,41
26313152,26313026,800000.0,1.0,0.138967,22.0378,0.0,255,0,6,4,4,5,0,0,1,1,41
27221810,0,1200.0,0.25787,0.00996303,0.499148,0.0,0,0,0,0,1,0,1,1,0,1,36
27310222,27307739,800000.0,1.0,0.138906,22.026,0.0,255,0,6,4,4,5,0,0,1,1,41
28226829,0,1200.0,0.25787,0.0238812,0.402001,0.0,0,0,0,0,1,0,1,1,0,1,36
28312703,27307739,800000.0,1.0,0.138774,22.0062,0.0,255,0,6,4,4,5,0,0,1,1,41
28316196,28314983,800000.0,1.0,0.138774,22.0062,0.0,255,0,6,4,4,5,0,0,1,1,41
29231774,0,1200.0,0.25787,0.0169166,0.444806,0.0,0,0,0,0,1,0,1,1,0,1,36
29303839,29302712,800000.0,1.0,0.138809,22.0096,0.0,255,0,6,4,4,5,0,0,1,1,41
30238800,0,1200.0,0.25787,0.0168814,0.379334,0.0,0,0,0,0,1,0,1,1,0,1,36
30305710,29302712,800000.0,1.0,0.161753,22.0064,0.0,255,0,6,4,4,5,0,0,1,1,41
30323823,30322681,800000.0,1.0,0.161753,22.0064,0.0,255,0,6,4,4,5,0,0,1,1,41
31241768,0,1200.0,0.25787,0.0,0.65905,0.0,0,0,0,0,1,0,1,1,0,1,36
31317884,31315261,800000.0,1.0,0.13881,22.0118,0.0,255,0,6,4,4,5,0,0,1,1,41
32248700,0,1200.0,0.25787,0.0337637,0.454816,0.0,0,0,0,0,1,0,1,1,0,1,36
32309212,32306582,800000.0,1.0,0.138709,21.9939,0.0,255,0,6,4,4,5,0,0,1,1,41
33258822,0,1200.0,0.25787,0.0168305,0.325721,0.0,0,0,0,0,1,0,1,1,0,1,36
33310251,32306582,800000.0,1.0,0.138864,22.1764,0.0,255,0,6,4,4,5,0,0,1,1,41
33312704,33311269,800000.0,1.0,0.138864,22.1764,0.0,255,0,6,4,4,5,0,0,1,1,41
34261406,0,1200.0,0.25787,0.0169568,0.414943,0.0,0,0,0,0,1,0,1,1,0,1,36
34314471,34313738,800000.0,1.0,0.138664,21.9857,0.0,255,0,6,4,4,5,0,0,1,1,41
35271318,0,1200.0,0.25787,0.0168419,0.651882,0.0,0,0,0,0,1,0,1,1,0,1,36
35309084,35306225,800000.0,1.0,0.138664,21.9857,0.0,255,0,6,4,4,5,0,0,1,1,41
36279401,0,1200.0,0.25787,0.0168534,0.403489,0.0,0,0,0,0,1,0,1,1,0,1,36
36309450,35306225,800000.0,1.0,0.182543,21.987,0.0,255,0,6,4,4,5,0,0,1,1,41
36328977,36328422,800000.0,1.0,0.117968,22.0361,0.0,255,0,6,4,4,5,0,0,1,1,41
37284747,0,1200.0,0.25787,0.0169096,0.34416,0.0,0,0,0,0,1,0,1,1,0,1,36
37305778,37304611,800000.0,1.0,0.117968,22.0361,0.0,255,0,6,4,4,5,0,0,1,1,41
38286180,0,1200.0,0.25787,0.0169781,0.322584,0.0,0,0,0,0,1,0,1,1,0,1,36
38305996,38302989,800000.0,1.0,0.159344,22.2843,0.0,255,0,6,4,4,5,0,0,1,1,41
39293766,0,1200.0,0.25787,0.0168716,0.81182,0.0,0,0,0,0,1,0,1,1,0,1,36
39301696,39301469,800000.0,1.0,0.138794,22.0094,0.0,255,0,6,4,4,5,0,0,1,1,41
40294708,0,1200.0,0.25787,0.016982,0.300682,0.0,0,0,0,0,1,0,1,1,0,1,36
40302800,40301399,800000.0,1.0,0.138562,21.9735,0.0,255,0,6,4,4,5,0,0,1,1,41
41297931,0,1200.0,0.25787,0.0169477,0.380826,0.0,0,0,0,0,1,0,1,1,0,1,36
41304699,41302729,800000.0,1.0,0.138722,21.998,0.0,255,0,6,4,4,5,0,0,1,1,41
42301731,42301394,800000.0,1.0,0.161676,21.997,0.0,255,0,6,4,4,5,0,0,1,1,41
42303845,0,1200.0,0.25787,0.0168977,0.444311,0.0,0,0,0,0,1,0,1,1,0,1,36
43305433,43303149,800000.0,1.0,0.138729,22.0,0.0,255,0,6,4,4,5,0,0,1,1,41
43308541,0,1200.0,0.25787,0.0169345,0.579759,0.0,0,0,0,0,1,0,1,1,0,1,36
45305762,44304159,800000.0,1.0,0.138728,21.9989,0.0,255,0,6,4,4,5,0,0,1,1,41
45311967,45311753,800000.0,1.0,0.138728,21.9989,0.0,255,0,6,4,4,5,0,0,1,1,41
45325120,0,1200.0,0.25787,0.0168808,0.343574,0.0,0,0,0,0,1,0,1,1,0,1,36
46312130,45311753,800000.0,1.0,0.138734,21.9998,0.0,255,0,6,4,4,5,0,0,1,1,41
46322503,46321014,800000.0,1.0,0.138734,21.9998,0.0,255,0,6,4,4,5,0,0,1,1,41
46328699,0,1200.0,0.25787,0.0169379,0.41149,0.0,0,0,0,0,1,0,1,1,0,1,36
47305569,47305427,800000.0,1.0,0.138801,22.0095,0.0,255,0,6,4,4,5,0,0,1,1,41
47330239,0,1200.0,0.25787,0.0169826,0.741239,0.0,0,0,0,0,1,0,1,1,0,1,36
48305761,47305427,800000.0,1.0,0.161675,21.9978,0.0,255,0,6,4,4,5,0,0,1,1,41
48333353,48333105,800000.0,1.0,0.161675,21.9978,0.0,255,0,6,4,4,5,0,0,1,1,41
48337107,0,1200.0,0.25787,0.016883,0.320778,0.0,0,0,0,0,1,0,1,1,0,1,36
49303799,49303298,800000.0,1.0,0.138409,21.9472,0.0,255,0,6,4,4,5,0,0,1,1,41
49339983,0,1200.0,0.25787,0.01695,0.490552,0.0,0,0,0,0,1,0,1,1,0,1,36
50306594,50304135,800000.0,1.0,0.138833,22.0145,0.0,255,0,6,4,4,5,0,0,1,1,41
50347164,0,1200.0,0.25787,0.0168958,0.299154,0.0,0,0,0,0,1,0,1,1,0,1,36
51299414,51299107,800000.0,1.0,0.138368,22.4863,0.0,255,0,6,4,4,5,0,0,1,1,41
51356417,0,1200.0,0.25787,0.0169971,0.581902,0.0,0,0,0,0,1,0,1,1,0,1,36
52301005,51299107,800000.0,1.0,0.138679,21.9911,0.0,255,0,6,4,4,5,0,0,1,1,41
52305241,52304992,800000.0,1.0,0.138679,21.9911,0.0,255,0,6,4,4,5,0,0,1,1,41
52360988,0,1200.0,0.25787,0.0169133,0.480538,0.0,0,0,0,0,1,0,1,1,0,1,36
53305801,52304992,800000.0,1.0,0.161432,22.1161,0.0,255,0,6,4,4,5,0,0,1,1,41
53309233,53307752,800000.0,1.0,0.161432,22.1161,0.0,255,0,6,4,4,5,0,0,1,1,41
53366711,0,1200.0,0.25787,0.0169064,0.344094,0.0,0,0,0,0,1,0,1,1,0,1,36
54311162,54308750,800000.0,1.0,0.138592,21.9763,0.0,255,0,6,4,4,5,0,0,1,1,41
54368917,0,1200.0,0.25787,0.016966,0.659679,0.0,0,0,0,0,1,0,1,1,0,1,36
55309931,55309159,800000.0,1.0,0.138761,22.0022,0.0,255,0,6,4,4,5,0,0,1,1,41
55371880,0,1200.0,0.25787,0.0169636,0.381182,0.0,0,0,0,0,1,0,1,1,0,1,36
56309534,56306374,800000.0,1.0,0.138384,21.9424,0.0,255,0,6,4,4,5,0,0,1,1,41
56381410,0,1200.0,0.25787,0.0168291,0.373209,0.0,0,0,0,0,1,0,1,1,0,1,36
57308655,57305228,800000.0,1.0,0.138798,22.0089,0.0,255,0,6,4,4,5,0,0,1,1,41
57388786,0,1200.0,0.25787,0.0169024,0.449404,0.0,0,0,0,0,1,0,1,1,0,1,36
58307404,58306843,800000.0,1.0,0.138724,21.9982,0.0,255,0,6,4,4,5,0,0,1,1,41
58389047,0,1200.0,0.25787,0.0169797,0.522375,0.0,0,0,0,0,1,0,1,1,0,1,36
59310184,59309525,800000.0,1.0,0.161586,22.1403,0.0,255,0,6,4,4,5,0,0,1,1,41
59398488,0,1200.0,0.25787,0.0168523,0.454022,0.0,0,0,0,0,1,0,1,1,0,1,36
60312794,60312653,800000.0,1.0,0.138924,22.0309,0.0,255,0,6,4,4,5,0,0,1,1,41
60401901,0,1200.0,0.25787,0.0169116,0.396926,0.0,0,0,0,0,1,0,1,1,0,1,36
61312215,61311931,800000.0,1.0,0.138858,22.0185,0.0,255,0,6,4,4,5,0,0,1,1,41
61406715,0,1200.0,0.25787,0.0169368,0.344713,0.0,0,0,0,0,1,0,1,1,0,1,36
62315853,61311931,800000.0,1.0,0.138645,21.9847,0.0,255,0,6,4,4,5,0,0,1,1,41
62319837,62316176,800000.0,1.0,0.138645,21.9847,0.0,255,0,6,4,4,5,0,0,1,1,41
62407536,0,1200.0,0.25787,0.016998,0.736915,0.0,0,0,0,0,1,0,1,1,0,1,36
63314735,63311340,800000.0,1.0,0.138516,21.9652,0.0,255,0,6,4,4,5,0,0,1,1,41
63411157,0,1200.0,0.25787,0.0169224,0.416091,0.0,0,0,0,0,1,0,1,1,0,1,36
64305141,64304928,800000.0,1.0,0.138877,22.0244,0.0,255,0,6,4,4,5,0,0,1,1,41
64418699,0,1200.0,0.25787,0.0168577,0.343103,0.0,0,0,0,0,1,0,1,1,0,1,36
65306698,64304928,800000.0,1.0,0.161829,22.0188,0.0,255,0,6,4,4,5,0,0,1,1,41
65310202,65306856,800000.0,1.0,0.161829,22.0188,0.0,255,0,6,4,4,5,0,0,1,1,41
65425235,0,1200.0,0.25787,0.0168938,0.368683,0.0,0,0,0,0,1,0,1,1,0,1,36
66309757,66308526,800000.0,1.0,0.138739,22.334,0.0,255,0,6,4,4,5,0,0,1,1,41
66429856,0,1200.0,0.25787,0.0169227,0.655008,0.0,0,0,0,0,1,0,1,1,0,1,36
67310700,66308526,800000.0,1.0,0.138848,22.0178,0.0,255,0,6,4,4,5,0,0,1,1,41
67315869,67311137,800000.0,1.0,0.138848,22.0178,0.0,255,0,6,4,4,5,0,0,1,1,41
67435399,0,1200.0,0.25787,0.0169025,0.368873,0.0,0,0,0,0,1,0,1,1,0,1,36
68304738,68303144,800000.0,1.0,0.138819,22.1002,0.0,255,0,6,4,4,5,0,0,1,1,41
68443105,0,1200.0,0.25787,0.0168917,0.401426,0.0,0,0,0,0,1,0,1,1,0,1,36
69306696,68303144,800000.0,1.0,0.138392,21.9456,0.0,255,0,6,4,4,5,0,0,1,1,41
69310139,69308944,800000.0,1.0,0.138392,21.9456,0.0,255,0,6,4,4,5,0,0,1,1,41
69445441,0,1200.0,0.25787,0.0169688,0.376309,0.0,0,0,0,0,1,0,1,1,0,1,36
70307351,70305997,800000.0,1.0,0.161507,22.1315,0.0,255,0,6,4,4,5,0,0,1,1,41
70446214,0,1200.0,0.25787,0.0169634,0.740401,0.0,0,0,0,0,1,0,1,1,0,1,36
71308104,71307379,800000.0,1.0,0.138684,22.0518,0.0,255,0,6,4,4,5,0,0,1,1,41
71447748,0,1200.0,0.25787,0.0169773,0.300597,0.0,0,0,0,0,1,0,1,1,0,1,36
72310210,71307379,800000.0,1.0,0.138503,21.9035,0.0,255,0,6,4,4,5,0,0,1,1,41
72317370,72315723,800000.0,1.0,0.138503,21.9035,0.0,255,0,6,4,4,5,0,0,1,1,41
72456873,0,1200.0,0.25787,0.0168386,0.41205,0.0,0,0,0,0,1,0,1,1,0,1,36
73312175,73309466,800000.0,1.0,0.138744,22.1641,0.0,255,0,6,4,4,5,0,0,1,1,41
73461877,0,1200.0,0.25787,0.0169046,0.374883,0.0,0,0,0,0,1,0,1,1,0,1,36
74315615,74315010,800000.0,1.0,0.13866,21.9891,0.0,255,0,6,4,4,5,0,0,1,1,41
74472556,0,1200.0,0.25787,0.0168346,0.611988,0.0,0,0,0,0,1,0,1,1,0,1,36
75316079,75314936,800000.0,1.0,0.138812,22.0132,0.0,255,0,6,4,4,5,0,0,1,1,41
75480171,0,1200.0,0.25787,0.0169032,0.368888,0.0,0,0,0,0,1,0,1,1,0,1,36
76318035,75314936,800000.0,1.0,0.161898,22.0301,0.0,255,0,6,4,4,5,0,0,1,1,41
76323847,76322199,800000.0,1.0,0.161898,22.0301,0.0,255,0,6,4,4,5,0,0,1,1,41
76487280,0,1200.0,0.25787,0.0168418,0.418073,0.0,0,0,0,0,1,0,1,1,0,1,36
77312701,77312547,800000.0,1.0,0.138862,22.0201,0.0,255,0,6,4,4,5,0,0,1,1,41
77494276,0,1200.0,0.25787,0.0168933,0.299111,0.0,0,0,0,0,1,0,1,1,0,1,36
78316255,78315427,800000.0,1.0,0.138606,21.9815,0.0,255,0,6,4,4,5,0,0,1,1,41
78500760,0,1200.0,0.25787,0.0169154,0.760198,0.0,0,0,0,0,1,0,1,1,0,1,36
79319473,79319067,800000.0,1.0,0.13896,22.0346,0.0,255,0,6,4,4,5,0,0,1,1,41
79501023,0,1200.0,0.25787,0.0169787,0.412484,0.0,0,0,0,0,1,0,1,1,0,1,36
80310205,80309590,800000.0,1.0,0.13882,22.1692,0.0,255,0,6,4,4,5,0,0,1,1,41
80508780,0,1200.0,0.25787,0.0168518,0.412374,0.0,0,0,0,0,1,0,1,1,0,1,36
81307475,81305412,800000.0,1.0,0.138497,21.9613,0.0,255,0,6,4,4,5,0,0,1,1,41
81514583,0,1200.0,0.25787,0.0169162,0.498531,0.0,0,0,0,0,1,0,1,1,0,1,36
82308882,81305412,800000.0,1.0,0.161537,22.3141,0.0,255,0,6,4,4,5,0,0,1,1,41
82316693,82312595,800000.0,1.0,0.161537,22.3141,0.0,255,0,6,4,4,5,0,0,1,1,41
82523048,0,1200.0,0.25787,0.0168663,0.378996,0.0,0,0,0,0,1,0,1,1,0,1,36
83319336,82312595,800000.0,1.0,0.138662,21.9874,0.0,255,0,6,4,4,5,0,0,1,1,41
83324710,83323321,800000.0,1.0,0.138662,21.9874,0.0,255,0,6,4,4,5,0,0,1,1,41
83529867,0,1200.0,0.25787,0.0168638,0.443419,0.0,0,0,0,0,1,0,1,1,0,1,36
84315018,84314363,800000.0,1.0,0.138739,22.0005,0.0,255,0,6,4,4,5,0,0,1,1,41
84531391,0,1200.0,0.25787,0.0168312,0.378207,0.0,0,0,0,0,1,0,1,1,0,1,36
85318135,84314363,800000.0,1.0,0.138889,22.0544,0.0,255,0,6,4,4,5,0,0,1,1,41
85333243,85332728,800000.0,1.0,0.138889,22.0544,0.0,255,0,6,4,4,5,0,0,1,1,41
85532749,0,1200.0,0.25787,0.0169481,0.658983,0.0,0,0,0,0,1,0,1,1,0,1,36
