timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
16804597,16804459,0.0168735,0.0188817,0.00045138,0.03,0.0,0.0,0.0,-1.0
16905406,16905266,0.0170392,0.0188497,0.000336503,0.03,0.0,0.0,0.0,-1.0
17006245,17006082,0.0171153,0.018911,0.000167213,0.03,0.0,0.0,0.0,-1.0
17111120,17110880,0.017024,0.0190025,0.000300767,0.03,0.0,0.0,0.0,-1.0
17211807,17211672,0.0168675,0.0188465,0.000334302,0.03,0.0,0.0,0.0,-1.0
17312603,17312460,0.0169407,0.0189922,0.000358338,0.03,0.0,0.0,0.0,-1.0
17413389,17413253,0.016962,0.0188947,0.000327239,0.03,0.0,0.0,0.0,-1.0
17514197,17514059,0.0170063,0.0189641,0.000340808,0.03,0.0,0.0,0.0,-1.0
17618199,17618060,0.0170495,0.0189964,0.000158914,0.03,0.0,0.0,0.0,-1.0
17718992,17718853,0.016949,0.0191192,0.000209352,0.03,0.0,0.0,0.0,-1.0
17819798,17819661,0.0170914,0.0190142,0.000174537,0.03,0.0,0.0,0.0,-1.0
17920607,17920460,0.0172069,0.0190626,0.000240314,0.03,0.0,0.0,0.0,-1.0
18021396,18021261,0.0172446,0.0188762,0.000105665,0.03,0.0,0.0,0.0,-1.0
18122221,18122067,0.0170439,0.0190037,0.000233848,0.03,0.0,0.0,0.0,-1.0
18227010,18226874,0.0170014,0.0189321,-6.03118e-05,0.03,0.0,0.0,0.0,-1.0
18327794,18327659,0.0171137,0.01888,0.000204379,0.03,0.0,0.0,0.0,-1.0
18428600,18428459,0.0170607,0.0188599,0.000111259,0.03,0.0,0.0,0.0,-1.0
18529398,18529264,0.0170464,0.0187005,0.000178255,0.03,0.0,0.0,0.0,-1.0
18630207,18630063,0.0170266,0.0187681,-2.19495e-05,0.03,0.0,0.0,0.0,-1.0
18735011,18734877,0.0170604,0.0189996,0.000100099,0.03,0.0,0.0,0.0,-1.0
18835794,18835659,0.0171327,0.0189371,2.81401e-05,0.03,0.0,0.0,0.0,-1.0
18936606,18936465,0.0170091,0.0189152,1.10294e-05,0.03,0.0,0.0,0.0,-1.0
19037397,19037254,0.016876,0.0190424,-7.10888e-06,0.03,0.0,0.0,0.0,-1.0
19137401,19137259,0.0170147,0.0189391,6.13625e-05,0.03,0.0,0.0,0.0,-1.0
19242196,19242059,0.017181,0.0188489,-2.85027e-05,0.03,0.0,0.0,0.0,-1.0
19343037,19342877,0.0169935,0.0189781,-8.92518e-05,0.03,0.0,0.0,0.0,-1.0
19443789,19443661,0.0171642,0.018793,2.39178e-05,0.03,0.0,0.0,0.0,-1.0
19544601,19544463,0.0169258,0.0187634,-0.000202842,0.03,0.0,0.0,0.0,-1.0
19645395,19645260,0.0172109,0.018946,7.22909e-05,0.03,0.0,0.0,0.0,-1.0
19746208,19746062,0.0170997,0.0189718,-0.000141392,0.03,0.0,0.0,0.0,-1.0
19851088,19850863,0.0170755,0.0187493,-9.93733e-05,0.03,0.0,0.0,0.0,-1.0
19951805,19951664,0.0170657,0.0189284,0.000103872,0.03,0.0,0.0,0.0,-1.0
20052603,20052463,0.017047,0.0189547,1.0412e-05,0.03,0.0,0.0,0.0,-1.0
20153400,20153266,0.0169905,0.0189057,2.13883e-05,0.03,0.0,0.0,0.0,-1.0
20254191,20254053,0.0170089,0.0189095,-0.000108283,0.03,0.0,0.0,0.0,-1.0
20359019,20358878,0.0168552,0.0187299,0.000205739,0.03,0.0,0.0,0.0,-1.0
20459810,20459671,0.016986,0.0189849,-8.07643e-07,0.03,0.0,0.0,0.0,-1.0
