timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
33349175,33349032,0.0186494,0.0157371,0.000146117,0.03,0.0,0.0,0.0,-1.0
33449172,33449030,0.018404,0.0156827,7.1618e-05,0.03,0.0,0.0,0.0,-1.0
33553972,33553821,0.0184133,0.0158187,8.09123e-05,0.03,0.0,0.0,0.0,-1.0
33654789,33654663,0.0182459,0.0158957,0.000507733,0.03,0.0,0.0,0.0,-1.0
33755567,33755430,0.0190445,0.0159181,0.000967204,0.0338356,0.0,0.0,0.0,-1.0
33856370,33856233,0.0181344,0.0174416,-0.00161212,0.0543108,0.0,0.0,0.0,-1.0
33957179,33957037,0.0201537,0.0172729,-0.00337086,0.05437,0.0,0.0,0.0,-1.0
34057958,34057822,0.0212087,0.0174223,0.000587299,0.0532175,0.0,0.0,0.0,-1.0
34162782,34162645,0.0213841,0.0188632,-0.000608383,0.0532099,0.0,0.0,0.0,-1.0
34263623,34263477,0.0222255,0.0195708,-0.00158345,0.0532099,0.0,0.0,0.0,-1.0
34364365,34364229,0.0237316,0.0200928,-0.000404849,0.0532099,0.0,0.0,0.0,-1.0
34465171,34465022,0.0240577,0.0209427,-0.000679131,0.0532099,0.0,0.0,0.0,-1.0
34565973,34565831,0.0248734,0.021499,-0.00179206,0.0532099,0.0,0.0,0.0,-1.0
34670789,34670646,0.0263836,0.0223878,-0.000885218,0.0532099,0.0,0.0,0.0,-1.0
34770778,34770643,0.027095,0.0230786,-0.00123016,0.0532099,0.0,0.0,0.0,-1.0
34871558,34871422,0.0276884,0.0240728,-0.0022823,0.0532099,0.0,0.0,0.0,-1.0
34972371,34972232,0.029275,0.0246874,-0.00162592,0.0532099,0.0,0.0,0.0,-1.0
35073174,35073032,0.029671,0.0254079,-0.00193725,0.0532099,0.0,0.0,0.0,-1.0
35177991,35177837,0.0309573,0.0262805,-0.00232155,0.0532099,0.0,0.0,0.0,-1.0
35278769,35278634,0.0317179,0.0272659,-0.00228546,0.0532099,0.0,0.0,0.0,-1.0
35379584,35379430,0.0326812,0.0277963,-0.00223744,0.0532099,0.0,0.0,0.0,-1.0
35480372,35480231,0.033429,0.0286642,-0.00276158,0.0532099,0.0,0.0,0.0,-1.0
35581172,35581031,0.0344967,0.0296336,-0.00233733,0.0532099,0.0,0.0,0.0,-1.0
35681974,35681832,0.0348991,0.0305851,-0.00248295,0.0532099,0.0,0.0,0.0,-1.0
35786766,35786630,0.036609,0.0312521,-0.00284166,0.0532099,0.0,0.0,0.0,-1.0
35887568,35887431,0.0367566,0.0320452,-0.00284898,0.0532099,0.0,0.0,0.0,-1.0
35988400,35988250,0.0382084,0.0327662,-0.0028362,0.0532099,0.0,0.0,0.0,-1.0
36088402,36088252,0.0386535,0.0336207,-0.00314258,0.0532099,0.0,0.0,0.0,-1.0
36193170,36193029,0.0393704,0.0339095,-0.00337801,0.0532099,0.0,0.0,0.0,-1.0
