timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
16800939,4.94517,3.32739,1,1,0,1,1,0,0
17300938,5.05796,3.32578,1,1,0,1,1,0,0
17800939,4.94194,3.32739,1,1,0,1,1,0,0
18310957,5.04185,3.32739,1,1,0,1,1,0,0
18810972,4.93711,3.32739,1,1,0,1,1,0,0
19310959,5.06924,3.32739,1,1,0,1,1,0,0
19810963,5.04829,3.32739,1,1,0,1,1,0,0
20310952,5.0644,3.32739,1,1,0,1,1,0,0
20810958,5.08535,3.32578,1,1,0,1,1,0,0
21310956,5.06924,3.32578,1,1,0,1,1,0,0
21810943,5.06763,3.32739,1,1,0,1,1,0,0
22310971,5.05957,3.32739,1,1,0,1,1,0,0
22810949,5.05635,3.32739,1,1,0,1,1,0,0
23310938,5.02895,3.32739,1,1,0,1,1,0,0
23820938,5.08374,3.32578,1,1,0,1,1,0,0
24320938,5.07407,3.32739,1,1,0,1,1,0,0
24820947,5.0918,3.32578,1,1,0,1,1,0,0
25320952,5.07568,3.32578,1,1,0,1,1,0,0
25820938,5.02251,3.32739,1,1,0,1,1,0,0
26320938,5.06279,3.32739,1,1,0,1,1,0,0
26820943,5.05635,3.329,1,1,0,1,1,0,0
27330949,5.07085,3.329,1,1,0,1,1,0,0
27830938,5.07891,3.32739,1,1,0,1,1,0,0
28330977,5.08213,3.329,1,1,0,1,1,0,0
28830980,5.04829,3.32739,1,1,0,1,1,0,0
29330943,5.05312,3.32739,1,1,0,1,1,0,0
29830988,5.06118,3.32739,1,1,0,1,1,0,0
30330977,5.05474,3.32739,1,1,0,1,1,0,0
30830951,5.09663,3.32739,1,1,0,1,1,0,0
31330965,5.08374,3.32739,1,1,0,1,1,0,0
31830966,5.05957,3.329,1,1,0,1,1,0,0
32330956,5.07568,3.32739,1,1,0,1,1,0,0
32840938,5.09502,3.32578,1,1,0,1,1,0,0
33340938,5.06924,3.32578,1,1,0,1,1,0,0
33840938,5.08857,3.32578,1,1,0,1,1,0,0
34340938,5.04668,3.32739,1,1,0,1,1,0,0
34840938,5.07568,3.32578,1,1,0,1,1,0,0
35340938,5.09341,3.32578,1,1,0,1,1,0,0
35840938,5.08213,3.32578,1,1,0,1,1,0,0
36340938,5.09502,3.329,1,1,0,1,1,0,0
36850941,5.08696,3.329,1,1,0,1,1,0,0
37350979,5.02251,3.32739,1,1,0,1,1,0,0
37850973,5.06763,3.32739,1,1,0,1,1,0,0
38350957,5.05635,3.329,1,1,0,1,1,0,0
38850962,5.07246,3.329,1,1,0,1,1,0,0
39350963,5.07407,3.32739,1,1,0,1,1,0,0
39850965,5.08857,3.32739,1,1,0,1,1,0,0
40350949,5.09663,3.32739,1,1,0,1,1,0,0
40850940,5.07246,3.329,1,1,0,1,1,0,0
41360938,5.08535,3.32739,1,1,0,1,1,0,0
41860938,5.06924,3.32578,1,1,0,1,1,0,0
42360938,5.07085,3.32739,1,1,0,1,1,0,0
42860938,5.05957,3.32739,1,1,0,1,1,0,0
43860938,5.04668,3.32578,1,1,0,1,1,0,0
44370967,5.06279,3.32739,1,1,0,1,1,0,0
44870963,5.05635,3.32739,1,1,0,1,1,0,0
45370965,5.08213,3.32739,1,1,0,1,1,0,0
45870973,5.08696,3.32739,1,1,0,1,1,0,0
46370971,5.05957,3.32739,1,1,0,1,1,0,0
46870940,5.07085,3.32578,1,1,0,1,1,0,0
47370939,5.09341,3.32739,1,1,0,1,1,0,0
47870985,5.06763,3.32578,1,1,0,1,1,0,0
48370984,5.07568,3.32739,1,1,0,1,1,0,0
48870940,5.07729,3.32578,1,1,0,1,1,0,0
49370940,5.08696,3.32739,1,1,0,1,1,0,0
49870953,5.07407,3.32739,1,1,0,1,1,0,0
50370987,5.05957,3.32739,1,1,0,1,1,0,0
50870974,5.08535,3.32578,1,1,0,1,1,0,0
51370967,5.09341,3.32739,1,1,0,1,1,0,0
51870957,5.07891,3.32578,1,1,0,1,1,0,0
52370960,5.08857,3.32739,1,1,0,1,1,0,0
52870952,5.07568,3.32739,1,1,0,1,1,0,0
53380980,5.07246,3.329,1,1,0,1,1,0,0
53880938,5.06763,3.32578,1,1,0,1,1,0,0
54380938,5.07407,3.32739,1,1,0,1,1,0,0
54880938,5.01929,3.32578,1,1,0,1,1,0,0
55380938,5.07085,3.329,1,1,0,1,1,0,0
55880938,5.06763,3.32739,1,1,0,1,1,0,0
56380938,5.08535,3.32578,1,1,0,1,1,0,0
56880938,5.07891,3.32739,1,1,0,1,1,0,0
57380938,5.07246,3.32739,1,1,0,1,1,0,0
57880938,5.01929,3.32739,1,1,0,1,1,0,0
58380952,5.07407,3.32739,1,1,0,1,1,0,0
58880938,5.04023,3.32739,1,1,0,1,1,0,0
59390968,5.03862,3.329,1,1,0,1,1,0,0
59890940,5.08857,3.32578,1,1,0,1,1,0,0
