timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
16804459,32767,32767,32767,32767,32767,32767,32767
16808474,32767,32767,32767,32767,32767,32767,32767
16812466,32767,32767,-54,32767,32767,-48,32767
16816453,32767,32767,32767,32767,-54,32767,32767
16820486,32767,32767,32767,32767,32767,32767,32767
16824466,32767,32767,32767,32767,32767,32767,32767
16828464,32767,32767,32767,32767,-59,32767,32767
16832465,32767,32767,32767,32767,32767,32767,32767
16836464,32767,32767,32767,32767,-45,-73,32767
16840467,32767,32767,32767,32767,32767,32767,32767
16844453,32767,32767,32767,32767,32767,32767,32767
16848486,32767,32767,32767,32767,32767,32767,32767
16852467,32767,32767,32767,32767,32767,32767,32767
16856467,32767,32767,32767,32767,32767,-66,32767
16860464,32767,32767,32767,32767,-70,32767,32767
16865261,32767,32767,32767,32767,32767,32767,32767
16869259,32767,32767,32767,32767,-47,32767,32767
16873264,32767,32767,32767,32767,32767,32767,32767
16877266,32767,32767,32767,32767,32767,-56,32767
16881253,32767,32767,32767,32767,-63,32767,32767
16885280,32767,32767,32767,32767,32767,32767,32767
16889276,32767,32767,32767,32767,32767,32767,32767
16893277,32767,32767,32767,32767,32767,32767,32767
16897265,32767,32767,32767,32767,32767,32767,32767
16901266,32767,32767,32767,32767,-53,-87,32767
16905266,32767,32767,32767,32767,32767,32767,32767
16909254,32767,32767,32767,32767,32767,32767,32767
16913266,32767,32767,32767,32767,-58,32767,32767
16917262,32767,32767,32767,32767,32767,32767,32767
16921267,32767,32767,32767,32767,-44,-70,32767
16925262,32767,32767,32767,32767,32767,32767,32767
16929261,32767,32767,32767,32767,32767,32767,32767
16933272,32767,32767,-100,32767,32767,32767,32767
16937253,32767,32767,32767,32767,32767,32767,32767
16941252,32767,32767,32767,32767,32767,-56,32767
16945260,32767,32767,32767,32767,-66,32767,32767
16949262,32767,32767,32767,32767,32767,32767,32767
16953261,32767,32767,32767,32767,32767,32767,32767
16957262,32767,32767,32767,32767,-73,32767,32767
16961265,32767,32767,32767,32767,32767,32767,32767
16965259,32767,32767,32767,32767,-42,-73,32767
16969253,32767,32767,32767,32767,32767,32767,32767
16973262,32767,32767,32767,32767,32767,32767,32767
16978062,32767,32767,32767,32767,32767,32767,32767
16982064,32767,32767,32767,32767,32767,32767,32767
16986057,32767,32767,32767,32767,32767,-64,32767
16990060,32767,32767,32767,32767,-64,32767,32767
16994062,32767,32767,32767,32767,32767,32767,32767
16998064,32767,32767,32767,32767,32767,32767,32767
17002053,32767,32767,32767,32767,-67,32767,32767
17006082,32767,32767,32767,32767,32767,32767,32767
17010078,32767,32767,32767,32767,-44,-84,32767
17014081,32767,32767,32767,32767,32767,32767,32767
17018063,32767,32767,32767,32767,32767,32767,32767
17022059,32767,32767,32767,32767,32767,32767,32767
17026063,32767,32767,32767,32767,32767,32767,32767
17030064,32767,32767,32767,32767,32767,-55,32767
17034055,32767,32767,32767,32767,-64,32767,32767
17038062,32767,32767,32767,32767,32767,32767,32767
17042061,32767,32767,32767,32767,32767,32767,32767
17046059,32767,32767,32767,32767,-72,32767,32767
17050067,32767,32767,32767,32767,32767,32767,32767
17054062,32767,32767,32767,32767,-44,-73,32767
17058091,32767,32767,32767,32767,32767,32767,32767
17062056,32767,32767,32767,32767,32767,32767,32767
17066053,32767,32767,32767,32767,32767,32767,32767
17070061,32767,32767,32767,32767,32767,32767,32767
17074062,32767,32767,32767,32767,32767,-55,32767
17078062,32767,32767,32767,32767,-64,32767,32767
17082875,32767,32767,32767,32767,32767,32767,32767
17086861,32767,32767,32767,32767,-43,32767,32767
17090861,32767,32767,32767,32767,32767,32767,32767
17094866,32767,32767,32767,32767,32767,-52,32767
17098853,32767,32767,32767,32767,-62,32767,32767
17102859,32767,32767,32767,32767,32767,32767,32767
17106862,32767,32767,32767,32767,32767,32767,32767
17110880,32767,32767,32767,32767,32767,32767,32767
17114862,32767,32767,32767,32767,32767,-52,32767
17118861,32767,32767,32767,32767,32767,32767,32767
17122864,32767,32767,32767,32767,-67,32767,32767
17126853,32767,32767,-62,32767,32767,32767,32767
17130857,32767,32767,32767,32767,32767,32767,32767
17134861,32767,32767,32767,32767,-72,-52,32767
17138877,32767,32767,32767,32767,32767,32767,32767
17142859,32767,32767,32767,32767,32767,32767,32767
17146864,32767,32767,32767,32767,-67,32767,32767
17150866,32767,32767,32767,32767,32767,32767,32767
17154864,32767,32767,32767,32767,32767,32767,32767
17158854,32767,32767,32767,32767,32767,-70,32767
17162862,32767,32767,32767,32767,32767,32767,32767
17166877,32767,32767,32767,32767,32767,32767,32767
17170860,32767,32767,32767,32767,-67,32767,32767
17174863,32767,32767,32767,32767,32767,32767,32767
17178861,32767,32767,32767,32767,32767,32767,32767
17182866,32767,32767,32767,32767,-73,-72,32767
17187666,32767,32767,32767,32767,32767,32767,32767
17191656,32767,32767,32767,32767,-56,32767,32767
17195659,32767,32767,32767,32767,32767,32767,32767
17199660,32767,32767,32767,32767,32767,32767,32767
17203659,32767,32767,32767,32767,32767,-51,32767
17207670,32767,32767,32767,32767,32767,32767,32767
17211672,32767,32767,32767,32767,-47,32767,32767
17215663,32767,32767,32767,32767,32767,32767,32767
17219673,32767,32767,32767,32767,32767,32767,32767
