timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
33257281,0.286892,0.00456255,0.115963
110799321,0.257458,0.00439776,0.11559
111000864,0.200147,0.00369074,0.115342
111206292,0.179444,0.00352175,0.111691
111407746,0.196677,0.00375662,0.117232
111608903,0.202167,0.00363276,0.119259
