timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
16789705,337.274,34.77,97339.0,1.15655
16811063,337.443,34.77,97337.0,1.15652
16822503,337.186,34.77,97340.0,1.15656
16831928,336.843,34.77,97344.0,1.15661
16853453,337.099,34.77,97341.0,1.15657
16864552,337.53,34.77,97336.0,1.15651
16874974,337.443,34.77,97337.0,1.15652
16895940,336.756,34.77,97345.0,1.15662
16907498,337.358,34.77,97338.0,1.15654
16916886,337.358,34.77,97338.0,1.15654
16938600,336.756,34.77,97345.0,1.15662
16949953,337.015,34.77,97342.0,1.15658
16961076,337.099,34.77,97341.0,1.15657
16983641,337.53,34.77,97336.0,1.15651
16995339,337.443,34.77,97337.0,1.15652
17005633,337.015,34.77,97342.0,1.15658
17027628,337.702,34.77,97334.0,1.15649
17038817,337.53,34.77,97336.0,1.15651
17049640,337.358,34.77,97338.0,1.15654
17071628,337.015,34.77,97342.0,1.15658
17082582,337.015,34.77,97342.0,1.15658
17092607,337.443,34.77,97337.0,1.15652
17116182,336.927,34.77,97343.0,1.1566
17127660,336.843,34.77,97344.0,1.15661
17140142,337.099,34.77,97341.0,1.15657
17164135,336.756,34.77,97345.0,1.15662
17175552,337.358,34.77,97338.0,1.15654
17186012,336.668,34.77,97346.0,1.15663
17206940,337.015,34.77,97342.0,1.15658
17217506,337.274,34.77,97339.0,1.15655
17229008,337.443,34.77,97337.0,1.15652
17250034,337.358,34.77,97338.0,1.15654
17260887,337.099,34.77,97341.0,1.15657
17270945,337.274,34.77,97339.0,1.15655
17292959,336.756,34.77,97345.0,1.15662
17303467,337.358,34.77,97338.0,1.15654
17313554,337.358,34.77,97338.0,1.15654
17335933,337.015,34.77,97342.0,1.15658
17347475,337.186,34.77,97340.0,1.15656
17358011,337.358,34.77,97338.0,1.15654
17379940,337.015,34.77,97342.0,1.15658
17390705,337.358,34.77,97338.0,1.15654
17401677,337.53,34.77,97336.0,1.15651
17422583,336.843,34.77,97344.0,1.15661
17433932,336.756,34.77,97345.0,1.15662
17444885,337.443,34.77,97337.0,1.15652
17466966,336.843,34.77,97344.0,1.15661
17478527,337.186,34.77,97340.0,1.15656
17488889,337.015,34.77,97342.0,1.15658
17511663,337.015,34.77,97342.0,1.15658
17523891,337.015,34.77,97342.0,1.15658
17535773,337.186,34.77,97340.0,1.15656
17557944,337.186,34.78,97340.0,1.15656
17569486,337.53,34.78,97336.0,1.15651
17580083,336.843,34.78,97344.0,1.15661
17601025,337.53,34.77,97336.0,1.15651
17611782,337.015,34.77,97342.0,1.15658
17622025,337.186,34.77,97340.0,1.15656
17643630,337.274,34.77,97339.0,1.15655
17656022,337.099,34.77,97341.0,1.15657
17665932,337.186,34.77,97340.0,1.15656
17688217,336.668,34.78,97346.0,1.15663
17699627,336.668,34.78,97346.0,1.15663
17709951,337.186,34.78,97340.0,1.15656
17731827,337.358,34.77,97338.0,1.15654
17742501,337.099,34.77,97341.0,1.15657
17753246,337.274,34.77,97339.0,1.15655
17774949,337.099,34.78,97341.0,1.15657
17785878,336.927,34.78,97343.0,1.1566
