timestamp,load,ram_usage
16344041,0.411508,0.391035
17346180,0.624752,0.527818
18346859,0.574962,0.527851
19348318,0.583787,0.527851
20349469,0.576391,0.527851
21351153,0.560276,0.527851
22351751,0.56087,0.527851
23354071,0.587592,0.527851
24355024,0.572627,0.527851
25357220,0.570576,0.527851
26357715,0.567618,0.527851
27364155,0.580104,0.527851
28364682,0.563166,0.527851
29366546,0.576844,0.527851
30367729,0.57697,0.527851
31369145,0.576074,0.527851
32369679,0.580228,0.527851
33421110,0.672826,0.527851
34421708,0.596568,0.527851
35423515,0.576199,0.527851
36424193,0.565188,0.527851
37426292,0.572829,0.527851
38426504,0.582029,0.527851
39426631,0.575077,0.527851
40428898,0.576813,0.527851
41429719,0.583102,0.527851
42431797,0.563727,0.527851
44516861,0.594229,0.527851
45518608,0.577299,0.527851
46521245,0.577813,0.527851
47522630,0.565061,0.527851
48526182,0.5787,0.527851
49526936,0.581536,0.527851
50527847,0.571812,0.527851
51531472,0.575184,0.527851
52531953,0.571373,0.527851
53533448,0.571253,0.527851
54537054,0.574876,0.527851
55537869,0.580185,0.527851
56538679,0.577909,0.527851
57540041,0.563336,0.527851
58542252,0.573844,0.527851
59545422,0.607422,0.527851
