timestamp,load,ram_usage
787920577,0.34746,0.370699
788921985,0.581317,0.496177
789923296,0.484696,0.496177
790923714,0.488711,0.496177
791924801,0.480234,0.496177
792925676,0.480377,0.496177
793926703,0.479151,0.496177
794928057,0.482509,0.496177
795928981,0.493971,0.496177
796931297,0.481113,0.496177
797932325,0.469946,0.496177
798935647,0.499495,0.496177
799936816,0.488869,0.496177
800938543,0.491513,0.496177
801939637,0.494491,0.496177
802941576,0.477662,0.496177
803942795,0.492285,0.496177
806077711,0.520865,0.496177
807078845,0.485587,0.496177
808081551,0.465835,0.496177
809082831,0.487462,0.496177
810084367,0.492516,0.496177
811083636,0.486398,0.496177
812084697,0.49721,0.496177
813085636,0.484112,0.496177
814086731,0.487164,0.496177
815087775,0.479753,0.496177
816090166,0.487653,0.496177
817090721,0.483231,0.496177
818093540,0.472146,0.496177
819095171,0.489318,0.496177
820096873,0.48236,0.496177
821097782,0.4805,0.496177
822099345,0.490079,0.496177
823099637,0.480242,0.496177
824100895,0.47264,0.496177
825101184,0.481894,0.496177
826102073,0.505004,0.496177
827102856,0.483254,0.496177
828103661,0.548192,0.496177
829105344,0.484082,0.496177
830105980,0.481877,0.496177
831106504,0.485725,0.496177
832106860,0.479756,0.496177
833107778,0.548724,0.496177
834108764,0.583524,0.496177
835109892,0.488253,0.496177
836112451,0.486574,0.496177
837113134,0.4828,0.496177
838115267,0.48749,0.496177
839116428,0.489926,0.496177
840118543,0.494503,0.496177
841120928,0.480357,0.496177
842122165,0.579021,0.496177
843123336,0.527879,0.496177
844123696,0.484058,0.496177
845128415,0.488896,0.496177
