timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
76841241,32767,32767,32767,32767,32767,32767,32767,32767
76845241,32767,32767,32767,32767,32767,-93,32767,32767
76849241,32767,32767,32767,32767,-82,32767,32767,32767
76853243,32767,32767,32767,32767,32767,32767,32767,32767
76857241,32767,32767,32767,32767,32767,32767,32767,32767
76861241,32767,32767,32767,32767,32767,-92,32767,32767
76865241,32767,32767,32767,32767,32767,32767,32767,32767
76869243,32767,32767,32767,32767,32767,32767,32767,32767
76873241,32767,32767,32767,32767,32767,32767,32767,32767
76877243,32767,32767,32767,32767,32767,-92,32767,32767
76881241,32767,32767,32767,32767,32767,32767,32767,32767
76885241,32767,32767,32767,32767,32767,32767,32767,32767
76889241,32767,32767,32767,32767,32767,-62,32767,32767
76893241,32767,32767,32767,32767,32767,32767,32767,32767
76897241,32767,32767,32767,32767,32767,32767,32767,32767
76901241,32767,32767,32767,32767,32767,32767,32767,32767
76905241,32767,32767,32767,32767,32767,-71,32767,32767
76909241,32767,32767,32767,32767,32767,32767,32767,32767
76913241,32767,32767,-52,32767,32767,32767,32767,32767
76917241,32767,32767,32767,32767,32767,32767,32767,32767
76921241,32767,32767,32767,32767,32767,-82,32767,32767
76925241,32767,32767,32767,32767,32767,32767,32767,32767
76929241,32767,32767,32767,32767,32767,32767,32767,32767
76934074,32767,32767,32767,32767,32767,32767,32767,32767
76938041,32767,32767,32767,32767,32767,-99,32767,32767
76942041,32767,32767,32767,32767,32767,32767,32767,32767
76946041,32767,32767,32767,32767,32767,32767,32767,32767
76950051,32767,32767,32767,32767,32767,-60,32767,32767
76954041,32767,32767,32767,32767,32767,32767,32767,32767
76958041,32767,32767,32767,32767,32767,32767,32767,32767
76962073,32767,32767,32767,32767,32767,32767,32767,32767
76966056,32767,32767,32767,32767,32767,-68,32767,32767
76970055,32767,32767,32767,32767,32767,32767,32767,32767
76974042,32767,32767,32767,32767,32767,32767,32767,32767
76978044,32767,32767,32767,32767,32767,32767,32767,32767
76982041,32767,32767,32767,32767,32767,-78,32767,32767
76986041,32767,32767,32767,32767,32767,32767,32767,32767
76990073,32767,32767,32767,32767,32767,32767,32767,32767
76994041,32767,32767,32767,32767,32767,32767,32767,32767
76998042,32767,32767,32767,32767,32767,-90,32767,32767
77002043,32767,32767,32767,32767,32767,32767,32767,32767
77006042,32767,32767,32767,32767,32767,32767,32767,32767
77010042,32767,32767,32767,32767,32767,32767,32767,32767
77014042,32767,32767,32767,32767,32767,-90,32767,32767
77018075,32767,32767,32767,32767,32767,32767,32767,32767
77022045,32767,32767,32767,32767,32767,32767,32767,32767
77026052,32767,32767,32767,32767,32767,32767,32767,32767
77030041,32767,32767,32767,32767,32767,-90,32767,32767
77034045,32767,32767,32767,32767,32767,32767,32767,32767
77038041,32767,32767,32767,32767,32767,32767,32767,32767
77042041,32767,32767,32767,32767,32767,32767,32767,32767
77046073,32767,32767,32767,32767,32767,-90,32767,32767
77050041,32767,32767,32767,32767,32767,32767,32767,32767
77054041,32767,32767,32767,32767,32767,32767,32767,32767
77058041,32767,32767,32767,32767,32767,32767,32767,32767
77062041,32767,32767,32767,32767,32767,-90,32767,32767
77066041,32767,32767,32767,32767,32767,32767,32767,32767
77070055,32767,32767,32767,32767,32767,32767,32767,32767
77074075,32767,32767,32767,32767,32767,-60,32767,32767
77078044,32767,32767,32767,32767,32767,32767,32767,32767
77082042,32767,32767,32767,32767,32767,32767,32767,32767
77086041,32767,32767,32767,32767,32767,32767,32767,32767
77090045,32767,32767,32767,32767,32767,-70,32767,32767
77094055,32767,32767,32767,32767,32767,32767,32767,32767
77098041,32767,32767,32767,32767,32767,32767,32767,32767
77102075,32767,32767,32767,32767,32767,32767,32767,32767
77106041,32767,32767,32767,32767,32767,-78,32767,32767
77110041,32767,32767,32767,32767,32767,32767,32767,32767
77114041,32767,32767,-60,32767,32767,32767,32767,32767
77118042,32767,32767,32767,32767,32767,32767,32767,32767
77122042,32767,32767,32767,32767,32767,-90,32767,32767
77126042,32767,32767,32767,32767,32767,32767,32767,32767
77130075,32767,32767,32767,32767,32767,32767,32767,32767
77134055,32767,32767,32767,32767,32767,-59,32767,32767
77138042,32767,32767,32767,32767,32767,32767,32767,32767
77142041,32767,32767,32767,32767,32767,32767,32767,32767
77146057,32767,32767,32767,32767,32767,32767,32767,32767
77150041,32767,32767,32767,32767,32767,-68,32767,32767
77154041,32767,32767,32767,32767,32767,32767,32767,32767
77158073,32767,32767,32767,32767,32767,32767,32767,32767
77162041,32767,32767,32767,32767,32767,32767,32767,32767
77166041,32767,32767,32767,32767,32767,-78,32767,32767
77170057,32767,32767,32767,32767,32767,32767,32767,32767
77174041,32767,32767,32767,32767,32767,32767,32767,32767
77178041,32767,32767,32767,32767,32767,32767,32767,32767
77182057,32767,32767,32767,32767,32767,-91,32767,32767
77186074,32767,32767,32767,32767,32767,32767,32767,32767
77190041,32767,32767,32767,32767,32767,32767,32767,32767
77194046,32767,32767,32767,32767,32767,32767,32767,32767
77198041,32767,32767,32767,32767,32767,-91,32767,32767
77202041,32767,32767,32767,32767,32767,32767,32767,32767
77206041,32767,32767,32767,32767,32767,32767,32767,32767
77210053,32767,32767,32767,32767,32767,32767,32767,32767
77214073,32767,32767,32767,32767,32767,-90,32767,32767
77218050,32767,32767,32767,32767,32767,32767,32767,32767
77222041,32767,32767,32767,32767,32767,32767,32767,32767
77226041,32767,32767,32767,32767,32767,32767,32767,32767
77230041,32767,32767,32767,32767,32767,-90,32767,32767
77234042,32767,32767,32767,32767,32767,32767,32767,32767
77238047,32767,32767,32767,32767,32767,32767,32767,32767
77242073,32767,32767,32767,32767,32767,32767,32767,32767
77246053,32767,32767,32767,32767,32767,-91,32767,32767
