timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
35493320,35493320,3633068,6,0,1,158,152,23,30,98,51,68
36484032,36484032,3633068,6,0,1,158,152,23,30,98,51,68
37418189,37418189,3633068,6,0,1,158,152,23,30,98,51,68
38471037,38471037,3633068,6,0,1,158,152,23,30,98,51,68
39451137,39451137,3633068,6,0,1,158,152,23,30,98,51,68
40392319,40392319,3633068,6,0,1,158,152,23,30,98,51,68
41460094,41460094,3633068,6,0,1,158,152,23,30,98,51,68
42454107,42454107,3633068,6,0,1,158,152,23,30,98,51,68
43379023,43379023,3633068,6,0,1,158,152,23,30,98,51,68
44414133,44414133,3633068,6,0,1,158,152,23,30,98,51,68
45443126,45443126,3633068,6,0,1,158,152,23,30,98,51,68
