timestamp,roll,pitch,yaw,thrust
191844552,-0.074326,-0.0439717,0.000164744,0.0
191876545,-0.0743965,-0.0438563,0.000164368,0.0
191908546,-0.074402,-0.043824,0.000164307,0.0
191940567,-0.0744355,-0.0438197,0.000164309,0.0
191972545,-0.0745137,-0.0438569,0.000164758,0.0
192004629,-0.074495,-0.0438544,0.000164717,0.0
192032612,-0.0744576,-0.0438971,0.000164592,0.0
192064545,-0.0745872,-0.0437792,0.00016473,0.0
192097358,-0.0745473,-0.0437174,0.000164329,0.0
192129371,-0.0745494,-0.0436109,0.000163669,0.0
192161348,-0.0745683,-0.0436143,0.000163745,0.0
192193342,-0.074576,-0.0436158,0.000164016,0.0
192221347,-0.0747065,-0.043632,0.000164249,0.0
192253346,-0.0746408,-0.0436212,0.000164033,0.0
192285343,-0.0746825,-0.0435562,0.000163959,0.0
192317347,-0.0744933,-0.0435365,0.000163376,0.0
192349347,-0.0745678,-0.0435343,0.000163417,0.0
192381368,-0.0745939,-0.0434669,0.000163282,0.0
192410149,-0.0746397,-0.0433544,0.000163141,0.0
192442148,-0.0746795,-0.0433092,0.000162971,0.0
192474156,-0.0746597,-0.043191,0.000162524,0.0
192506148,-0.0746039,-0.0431918,0.000162419,0.0
192538147,-0.0746081,-0.0431391,0.000162225,0.0
192570226,-0.0746153,-0.0430959,0.000162023,0.0
192602149,-0.074656,-0.0431936,0.00016246,0.0
192634182,-0.0746606,-0.0432342,0.000162558,0.0
192662149,-0.0746573,-0.0432722,0.000162888,0.0
192694201,-0.0747131,-0.043267,0.000162849,0.0
192726150,-0.0747563,-0.043161,0.000162551,0.0
192758207,-0.0746952,-0.0430691,0.000162121,0.0
192790155,-0.0746569,-0.0430565,0.00016204,0.0
192822150,-0.0746928,-0.0430565,0.000161911,0.0
192854948,-0.0747194,-0.043047,0.000162265,0.0
192883047,-0.0747286,-0.0429782,0.000162113,0.0
192914947,-0.0748016,-0.0429743,0.000161906,0.0
192946943,-0.0747471,-0.0428843,0.000161328,0.0
192978979,-0.0747919,-0.0427587,0.00016113,0.0
193010942,-0.0747655,-0.0426636,0.000160494,0.0
193042949,-0.0748297,-0.0427521,0.000161086,0.0
193074945,-0.0748139,-0.0426423,0.000160727,0.0
193106949,-0.0748862,-0.0427275,0.00016117,0.0
193135048,-0.0749743,-0.0427356,0.000161397,0.0
193166944,-0.0749178,-0.0427686,0.000161285,0.0
193199742,-0.0749413,-0.0427921,0.000161557,0.0
193231793,-0.0749742,-0.0427018,0.000161188,0.0
193263744,-0.075044,-0.042689,0.000161562,0.0
193295744,-0.0751094,-0.0425991,0.000161037,0.0
193323743,-0.075025,-0.0426365,0.00016118,0.0
193355742,-0.0750626,-0.0426255,0.00016128,0.0
193387746,-0.0751601,-0.0425932,0.00016117,0.0
193419743,-0.0751596,-0.0424914,0.00016082,0.0
193451775,-0.0752018,-0.0425286,0.000161083,0.0
193483750,-0.0752128,-0.0425896,0.000161596,0.0
193515748,-0.0753686,-0.0425974,0.00016185,0.0
193547746,-0.0753859,-0.0425679,0.000161504,0.0
193576569,-0.0754136,-0.042544,0.00016172,0.0
193608547,-0.0754317,-0.0425129,0.00016154,0.0
193640545,-0.0754073,-0.0424676,0.000161505,0.0
193672554,-0.0753703,-0.0423572,0.000160844,0.0
193704541,-0.0753316,-0.0423706,0.000160609,0.0
193736544,-0.0753917,-0.0422843,0.000160575,0.0
193768591,-0.0754733,-0.0423749,0.000160954,0.0
193796586,-0.075491,-0.0423556,0.00016096,0.0
193828587,-0.0754999,-0.0423274,0.000160917,0.0
193860568,-0.0755619,-0.0422216,0.000160696,0.0
193892544,-0.0755855,-0.0422747,0.000161007,0.0
193924547,-0.0755245,-0.0422266,0.000160673,0.0
193957345,-0.0754466,-0.0421931,0.000160381,0.0
193985348,-0.075533,-0.0421008,0.000160155,0.0
194017344,-0.0755038,-0.0419406,0.000159554,0.0
194049376,-0.0755179,-0.0418884,0.000159286,0.0
194081361,-0.0754902,-0.0418344,0.000159129,0.0
194113343,-0.0755518,-0.0418534,0.000159255,0.0
194145473,-0.0755553,-0.0418713,0.000159414,0.0
194177346,-0.0755518,-0.0419012,0.000159461,0.0
194209347,-0.0754674,-0.0419892,0.00015972,0.0
194237341,-0.0755267,-0.0419514,0.000159663,0.0
194269383,-0.0755536,-0.0419657,0.00015966,0.0
194302152,-0.0755105,-0.0418598,0.000159392,0.0
194334190,-0.0755018,-0.0418036,0.000158954,0.0
194366155,-0.0755604,-0.0417891,0.000159174,0.0
194398148,-0.0755891,-0.0416748,0.000158788,0.0
194426154,-0.0755794,-0.0416249,0.000158658,0.0
194458188,-0.0756014,-0.0416651,0.000158568,0.0
194490150,-0.0756002,-0.0416649,0.000158746,0.0
194522148,-0.0755325,-0.041682,0.00015877,0.0
194554152,-0.0755362,-0.041644,0.000158608,0.0
194586163,-0.0755207,-0.0415966,0.000158261,0.0
194618187,-0.0754852,-0.0415695,0.000158046,0.0
194650151,-0.0755192,-0.0416196,0.000158357,0.0
194678205,-0.0755364,-0.0416994,0.000158762,0.0
194710970,-0.0755482,-0.0417204,0.00015889,0.0
194742946,-0.0754699,-0.0417193,0.000158493,0.0
194774948,-0.075477,-0.0417084,0.000158702,0.0
194806949,-0.0754899,-0.0416892,0.000158672,0.0
194838943,-0.0754212,-0.0416191,0.000158286,0.0
194870952,-0.075483,-0.041608,0.000158144,0.0
194899046,-0.0755097,-0.0415524,0.000158121,0.0
194930942,-0.0755646,-0.0415244,0.000158083,0.0
194962949,-0.0755381,-0.0415339,0.00015817,0.0
194994946,-0.0755024,-0.0416101,0.000158203,0.0
195026946,-0.0755321,-0.0416271,0.000158451,0.0
195058945,-0.0755051,-0.0416364,0.000158353,0.0
195087747,-0.0754748,-0.0415295,0.0001579,0.0
195119747,-0.0754672,-0.041582,0.000158231,0.0
195151762,-0.0754624,-0.0414721,0.000157578,0.0
195183746,-0.075422,-0.0415432,0.000157682,0.0
195215746,-0.0753577,-0.0415053,0.000157539,0.0
195247764,-0.0751883,-0.0414452,0.000156972,0.0
195279777,-0.0752694,-0.0414601,0.000157155,0.0
195311775,-0.075316,-0.0414506,0.000157184,0.0
195339748,-0.0752397,-0.041355,0.000156768,0.0
195371745,-0.0752355,-0.041286,0.000156418,0.0
195403741,-0.0752479,-0.0413247,0.000156589,0.0
195435743,-0.0753109,-0.0414038,0.000156935,0.0
195468548,-0.0752495,-0.0414102,0.000156994,0.0
195500542,-0.0752328,-0.0413496,0.000156812,0.0
195532609,-0.0752268,-0.0413004,0.000156541,0.0
195560585,-0.0752457,-0.0412555,0.000156564,0.0
195592541,-0.075247,-0.0412841,0.000156347,0.0
195624624,-0.0752053,-0.0413402,0.000156745,0.0
195656543,-0.0752033,-0.0413142,0.000156505,0.0
195688578,-0.075113,-0.0412591,0.000156346,0.0
195720598,-0.0750886,-0.0412427,0.000156072,0.0
195752569,-0.0751359,-0.0412495,0.000156251,0.0
195784627,-0.0751657,-0.0412671,0.000156329,0.0
195812585,-0.0751097,-0.0413048,0.000156297,0.0
195845343,-0.0750609,-0.0413542,0.00015627,0.0
195877350,-0.075108,-0.0413921,0.000156717,0.0
195909376,-0.0750904,-0.0414059,0.000156784,0.0
195941345,-0.07505,-0.0413207,0.000156178,0.0
195973344,-0.0750324,-0.0412227,0.000155761,0.0
196001345,-0.0750229,-0.041205,0.000155776,0.0
196033378,-0.075079,-0.0411499,0.000155622,0.0
196065349,-0.0751857,-0.0412608,0.000156325,0.0
196097346,-0.0752131,-0.0412223,0.000156203,0.0
196129347,-0.0752489,-0.0411329,0.000155921,0.0
196162152,-0.0752487,-0.041112,0.000155919,0.0
196194151,-0.0752874,-0.0411054,0.000155844,0.0
196222147,-0.0752644,-0.041174,0.000155892,0.0
196254152,-0.075212,-0.0411083,0.000155856,0.0
196286207,-0.0750923,-0.0409567,0.000154872,0.0
196318150,-0.0750951,-0.0409591,0.000154957,0.0
196350188,-0.0751765,-0.0409457,0.000154989,0.0
196382148,-0.0751122,-0.0410053,0.000155032,0.0
196414150,-0.0749666,-0.0410295,0.000155,0.0
196442148,-0.0749864,-0.0410614,0.000155121,0.0
196474150,-0.0749639,-0.041124,0.000155407,0.0
196506200,-0.0748957,-0.041155,0.000155322,0.0
196538148,-0.0748478,-0.0412248,0.000155374,0.0
196570173,-0.0748683,-0.0412792,0.00015577,0.0
196602945,-0.0748912,-0.0412983,0.000155739,0.0
196634951,-0.0748825,-0.0412957,0.00015566,0.0
196662952,-0.0748644,-0.0413703,0.000156104,0.0
196694949,-0.0749266,-0.0413707,0.000156278,0.0
196726944,-0.0749734,-0.0413711,0.000156399,0.0
196758944,-0.0749204,-0.0413223,0.000156028,0.0
196790945,-0.074922,-0.0413615,0.000156027,0.0
196822946,-0.0749222,-0.0412993,0.000155881,0.0
196854943,-0.0749706,-0.0412369,0.000155707,0.0
196886955,-0.0750013,-0.0412942,0.000155943,0.0
196914949,-0.0749414,-0.0413688,0.000156181,0.0
196947751,-0.0750502,-0.0414435,0.000156624,0.0
196979772,-0.0750689,-0.0414614,0.000156768,0.0
197011744,-0.0750141,-0.0414363,0.000156351,0.0
197043744,-0.0750362,-0.0413808,0.000156478,0.0
197075742,-0.0750973,-0.0414413,0.000156904,0.0
197103744,-0.0750036,-0.0414584,0.000156744,0.0
197135745,-0.0749475,-0.0414818,0.000156717,0.0
197167744,-0.0749698,-0.0414068,0.000156471,0.0
197199752,-0.0749389,-0.0415068,0.000156531,0.0
197231768,-0.0748441,-0.0414157,0.000156234,0.0
197263745,-0.0748217,-0.0413772,0.000155969,0.0
197295745,-0.0748634,-0.0413935,0.000156161,0.0
197327925,-0.0748613,-0.0413995,0.00015605,0.0
197356544,-0.074783,-0.0413804,0.000155921,0.0
197388573,-0.0747876,-0.041484,0.000156279,0.0
197420547,-0.0748007,-0.0415131,0.000156427,0.0
197452554,-0.0747457,-0.0414373,0.000156132,0.0
197484560,-0.0746817,-0.0414661,0.000156062,0.0
197516569,-0.0746474,-0.0414769,0.000156075,0.0
