timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
191827999,0.170082,-0.0531323,0.490059
191843097,0.165195,-0.055154,0.494553
191858993,0.164751,-0.0522658,0.492379
191873993,0.163418,-0.0528435,0.491074
191889109,0.16712,-0.0511106,0.486869
191904039,0.162233,-0.0538543,0.485129
191919048,0.166972,-0.0594862,0.486289
191935012,0.162529,-0.0567425,0.485419
191950078,0.163714,-0.0561648,0.483099
191965490,0.161196,-0.0561648,0.487739
191979997,0.162825,-0.058331,0.486869
191995995,0.164454,-0.0574645,0.492088
192012016,0.163418,-0.054432,0.484259
192028039,0.16401,-0.0586198,0.483969
192043993,0.158678,-0.055876,0.482374
192059995,0.161788,-0.055154,0.483679
192075997,0.163418,-0.0529879,0.486724
192091038,0.164602,-0.0557316,0.485419
192106167,0.160159,-0.0563093,0.489769
192120995,0.163714,-0.0580421,0.487014
192136993,0.165491,-0.0591974,0.481069
192153038,0.167268,-0.0604971,0.487594
192168045,0.159567,-0.0600639,0.484839
192183996,0.160752,-0.0574645,0.486579
192200003,0.16164,-0.0541431,0.484259
192216039,0.160011,-0.0565981,0.491364
192232006,0.162973,-0.0570313,0.489624
192248045,0.161196,-0.0584754,0.483824
192263993,0.162825,-0.0600639,0.487884
192279039,0.165047,-0.0539987,0.481504
192293993,0.163566,-0.0577533,0.47933
192309003,0.164306,-0.0550096,0.482084
192323995,0.162973,-0.0524102,0.484404
192340140,0.16164,-0.0560204,0.483969
192356004,0.163566,-0.0589086,0.485999
192371998,0.159863,-0.0571757,0.483969
192387993,0.163862,-0.0584754,0.485854
192403333,0.163269,-0.0573201,0.483244
192418284,0.163862,-0.0587642,0.487884
192432993,0.160307,-0.0516882,0.489769
192449049,0.1609,-0.0560204,0.482229
192464048,0.158086,-0.0545764,0.486144
192478995,0.159567,-0.0552984,0.482809
192493995,0.160604,-0.0552984,0.485564
192508995,0.157493,-0.0547208,0.487159
192524132,0.164158,-0.0565981,0.484114
192539220,0.161344,-0.0568869,0.485129
192554286,0.160752,-0.0561648,0.487884
192569055,0.159271,-0.0577533,0.484259
192584993,0.164454,-0.0529879,0.487884
192601005,0.164602,-0.0539987,0.484404
192616997,0.165787,-0.0564537,0.485564
192632999,0.16712,-0.0555872,0.474835
192649045,0.160752,-0.0554428,0.482664
192665005,0.161048,-0.0535655,0.483099
192681005,0.163269,-0.0561648,0.485709
192697004,0.159715,-0.0539987,0.480779
192712141,0.162677,-0.0524102,0.479475
192727055,0.161344,-0.0581866,0.482084
192742246,0.1609,-0.0568869,0.482229
192756997,0.164158,-0.0567425,0.47817
192773065,0.162973,-0.0604971,0.479185
192787993,0.162677,-0.059053,0.482809
192803059,0.160752,-0.0589086,0.487159
192817995,0.164751,-0.0581866,0.485564
192834113,0.165491,-0.0581866,0.478895
192850075,0.164899,-0.0571757,0.484984
192866056,0.162529,-0.059053,0.485419
192881993,0.163121,-0.0609303,0.487014
192897046,0.161196,-0.0586198,0.490784
192912006,0.163714,-0.0573201,0.486869
192927539,0.168009,-0.059775,0.482954
192943491,0.164306,-0.0619412,0.485999
192959993,0.163566,-0.0563093,0.487739
192973996,0.165935,-0.0552984,0.484549
192990062,0.165639,-0.0578977,0.488609
193005993,0.168749,-0.0623744,0.492813
193022156,0.167565,-0.0589086,0.490059
193037993,0.166972,-0.0606415,0.485709
193053993,0.166972,-0.0612191,0.486579
193070064,0.165935,-0.0602083,0.479765
193086091,0.16401,-0.0635297,0.478895
193101995,0.165787,-0.0574645,0.482664
193117993,0.166676,-0.0580421,0.488029
193134105,0.165343,-0.0564537,0.483824
193149046,0.163418,-0.0548652,0.486579
193163996,0.163269,-0.058331,0.484404
193180332,0.166232,-0.0571757,0.490349
193195755,0.165047,-0.059053,0.487014
193211046,0.165195,-0.0557316,0.486434
193226993,0.166528,-0.058331,0.489334
193243008,0.164751,-0.0606415,0.449172
193258995,0.163418,-0.058331,0.488464
193274134,0.160752,-0.0578977,0.486724
193289002,0.163862,-0.0576089,0.483244
193304281,0.166676,-0.0615079,0.488464
193318993,0.160752,-0.0577533,0.487014
193335037,0.165935,-0.0537099,0.488899
193351008,0.16401,-0.0560204,0.484114
193366993,0.168898,-0.0563093,0.483534
193383006,0.162825,-0.0571757,0.47817
193398136,0.162973,-0.0581866,0.47643
193413004,0.159863,-0.0539987,0.484259
193428819,0.166676,-0.0568869,0.483534
193444555,0.163418,-0.0584754,0.488319
193460593,0.166232,-0.0565981,0.486579
193476834,0.163121,-0.0606415,0.47904
193492987,0.16638,-0.0606415,0.483824
193508621,0.162677,-0.0586198,0.486434
193523042,0.165343,-0.0589086,0.491364
193538993,0.165639,-0.0581866,0.483679
193554998,0.161196,-0.0561648,0.488319
193571000,0.161937,-0.0602083,0.488174
193586109,0.162529,-0.0587642,0.484984
193601303,0.162085,-0.0578977,0.484839
193615993,0.16401,-0.0555872,0.489334
193630996,0.161937,-0.0602083,0.491944
193646076,0.164158,-0.0564537,0.482374
193661585,0.160307,-0.0567425,0.488754
193677400,0.162381,-0.0594862,0.488754
193691997,0.162825,-0.0563093,0.482084
193708003,0.163418,-0.0574645,0.481504
193724005,0.161492,-0.059053,0.485854
193740004,0.163566,-0.0591974,0.479475
193755995,0.163121,-0.0589086,0.486869
193772104,0.160159,-0.0613635,0.483389
193788005,0.160011,-0.0602083,0.483389
193803993,0.159419,-0.0570313,0.484404
193819993,0.163418,-0.0603527,0.485709
193835097,0.163418,-0.059053,0.477735
193850996,0.165047,-0.0576089,0.481214
193865995,0.161196,-0.0589086,0.485129
193881365,0.161788,-0.0580421,0.485419
193896046,0.165935,-0.059775,0.485129
193911026,0.163566,-0.0568869,0.482664
193926993,0.165195,-0.0538543,0.473385
193942075,0.167268,-0.0604971,0.47672
193956993,0.168601,-0.0617968,0.483099
193971996,0.169342,-0.0594862,0.479475
193988004,0.163121,-0.059775,0.482664
194004045,0.163566,-0.0587642,0.477445
194020036,0.164751,-0.0612191,0.484839
194036108,0.165491,-0.0580421,0.487884
194051997,0.166084,-0.0586198,0.487014
194067995,0.164899,-0.0567425,0.484984
194083090,0.163566,-0.0616523,0.485129
194098590,0.161344,-0.0576089,0.486579
194114173,0.161344,-0.0570313,0.484114
194129001,0.160455,-0.0568869,0.484984
194143993,0.164899,-0.0617968,0.484549
194159993,0.161937,-0.0561648,0.485709
194176010,0.159567,-0.0560204,0.47991
194192012,0.161788,-0.0565981,0.481794
194208037,0.162233,-0.0563093,0.481504
194223995,0.163418,-0.0570313,0.478895
194239995,0.166528,-0.0565981,0.480779
194256007,0.165047,-0.055154,0.487304
194271040,0.163269,-0.0528435,0.489914
194286249,0.164602,-0.0561648,0.487594
194300995,0.166676,-0.0538543,0.482519
194316014,0.164602,-0.058331,0.483824
194331398,0.163566,-0.0568869,0.483679
194346293,0.166676,-0.0591974,0.485129
194359996,0.164306,-0.0555872,0.484694
194375040,0.16401,-0.0565981,0.488754
194390247,0.164751,-0.054432,0.492088
194404993,0.160307,-0.0568869,0.488319
194419995,0.16638,-0.0545764,0.488609
194435240,0.200889,-0.0578977,0.488899
194449995,0.163566,-0.0526991,0.479185
194466251,0.162677,-0.0548652,0.485419
194481000,0.163862,-0.0589086,0.485709
194497048,0.163862,-0.0552984,0.489914
194513014,0.163121,-0.0532767,0.487014
194528995,0.161937,-0.0526991,0.491509
194543995,0.160159,-0.0535655,0.487159
194559049,0.162973,-0.0571757,0.485564
194574248,0.164306,-0.0550096,0.485999
194588993,0.166824,-0.0541431,0.493248
194603995,0.164158,-0.0539987,0.490059
194618294,0.164602,-0.051255,0.486144
194633003,0.164602,-0.0521214,0.483389
194648045,0.164306,-0.0539987,0.484549
194663055,0.164454,-0.0532767,0.491654
194678302,0.167565,-0.054432,0.489334
194693005,0.165343,-0.0552984,0.488754
194708045,0.164751,-0.0538543,0.485129
194723853,0.163714,-0.0513994,0.489479
194739831,0.170231,-0.0526991,0.489189
194755911,0.166676,-0.0541431,0.492088
194771938,0.167861,-0.0515438,0.486724
194787974,0.161492,-0.055154,0.493103
194803845,0.162825,-0.0493777,0.489189
194820003,0.162825,-0.0528435,0.494118
194835962,0.165047,-0.0502441,0.488609
194850126,0.160752,-0.051977,0.486869
194865993,0.164454,-0.0541431,0.482664
