timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1994015958,40.810256636,-77.8706292025,344.176,-0.0,0.0164627,0.0642183,0.105772,-0.958734,4.32627,5.05047,0.0,2,0,0,0
1994219959,40.8102560333,-77.8706286677,344.188,-0.0,0.0321127,0.0675717,0.0485672,-0.959962,4.31817,5.05499,0.0,2,0,0,0
1994420009,40.8102553638,-77.8706280808,344.223,-0.0,0.0255635,0.0863849,-0.168255,-0.959571,4.31062,5.04807,0.0,2,0,0,0
1994623977,40.810254702,-77.8706274451,344.28,-0.0,0.000550672,0.123665,-0.418048,-0.958609,4.30609,5.05268,0.0,2,0,0,0
1994824217,40.8102541125,-77.8706268928,344.37,-0.0,-0.0276576,0.153978,-0.521805,-0.955987,4.3024,5.05747,0.0,2,0,0,0
1995027956,40.8102535865,-77.8706263024,344.523,-0.0,-0.0368132,0.160077,-0.63428,-0.955274,4.29933,5.05044,0.0,2,0,0,0
1995227978,40.8102528967,-77.8706256451,344.683,-0.0,-0.0397379,0.158611,-0.606163,-0.954924,4.29649,5.0551,0.0,2,0,0,0
1995428010,40.810252113,-77.870624768,344.8,-0.0,-0.0437949,0.149928,-0.462157,-0.955523,4.29243,5.04822,0.0,2,0,0,0
1995631976,40.8102513864,-77.87062379,344.892,-0.0,-0.0529059,0.149936,-0.317385,-0.957432,4.29037,5.0529,0.0,2,0,0,0
1995835989,40.8102506551,-77.8706227682,344.948,-0.0,-0.0536882,0.156865,-0.205784,-0.958837,4.28789,5.05771,0.0,2,0,0,0
1996040001,40.8102499317,-77.8706217849,344.973,-0.0,-0.0626323,0.173656,-0.119342,-0.959428,4.28725,5.05079,0.0,2,0,0,0
1996239955,40.8102491772,-77.8706213128,344.982,-0.0,-0.0772968,0.172472,-0.0520079,-0.959121,4.28254,5.05537,0.0,2,0,0,0
1996443955,40.8102484576,-77.870621076,344.981,-0.0,-0.0778336,0.167346,0.00603109,-0.951983,4.27931,5.04842,0.0,2,0,0,0
