timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
2676316559,4.89199,0.0,0,0,1,0,1,0,0
2676816559,4.81626,0.0,0,0,1,0,1,0,0
2677316559,4.83398,0.0,0,0,1,0,1,0,0
2677816561,4.84365,0.0,0,0,1,0,1,0,0
2678326604,4.77759,0.0,0,0,1,0,1,0,0
2678826597,4.87588,0.0,0,0,1,0,1,0,0
2679326590,4.8227,0.0,0,0,1,0,1,0,0
2679826568,4.90811,0.0,0,0,1,0,1,0,0
2680326590,4.88716,0.0,0,0,1,0,1,0,0
2680826599,4.90166,0.0,0,0,1,0,1,0,0
2681326590,4.87749,0.0,0,0,1,0,1,0,0
2681826596,4.76953,0.0,0,0,1,0,1,0,0
2682326591,4.8646,0.0,0,0,1,0,1,0,0
2682826569,4.75181,0.0,0,0,1,0,1,0,0
2683336559,4.93389,0.0,0,0,1,0,1,0,0
2683836559,4.83398,0.0,0,0,1,0,1,0,0
2684346598,4.84365,0.0,0,0,1,0,1,0,0
2684846609,4.72119,0.0,0,0,1,0,1,0,0
2685346571,4.57939,0.0,0,0,1,0,1,0,0
2685846590,4.63257,0.0,0,0,1,0,1,0,0
2686356559,4.70669,0.0,0,0,1,0,1,0,0
2686856559,4.61807,0.0,0,0,1,0,1,0,0
2687366590,4.91938,0.0,0,0,1,0,1,0,0
2687866568,4.79209,0.0,0,0,1,0,1,0,0
2688366590,4.86138,0.0,0,0,1,0,1,0,0
2688866590,4.86621,0.0,0,0,1,0,1,0,0
2689376559,4.87104,0.0,0,0,1,0,1,0,0
2689876559,4.83721,0.0,0,0,1,0,1,0,0
2690376559,4.88877,0.0,0,0,1,0,1,0,0
2690876560,4.70991,0.0,0,0,1,0,1,0,0
2691386590,4.82915,0.0,0,0,1,0,1,0,0
2691886590,4.91938,0.0,0,0,1,0,1,0,0
2692386602,4.90327,0.0,0,0,1,0,1,0,0
2692896559,4.87749,0.0,0,0,1,0,1,0,0
2693396559,4.76631,0.0,0,0,1,0,1,0,0
2693896559,4.81626,0.0,0,0,1,0,1,0,0
2694396559,4.85815,0.0,0,0,1,0,1,0,0
2694906601,4.78887,0.0,0,0,1,0,1,0,0
2695406596,4.83076,0.0,0,0,1,0,1,0,0
2695906568,4.82432,0.0,0,0,1,0,1,0,0
2696406597,4.80498,0.0,0,0,1,0,1,0,0
2696906560,4.84043,0.0,0,0,1,0,1,0,0
2697406608,4.81143,0.0,0,0,1,0,1,0,0
2697906600,4.68735,0.0,0,0,1,0,1,0,0
2698406605,4.67285,0.0,0,0,1,0,1,0,0
2698906570,4.68574,0.0,0,0,1,0,1,0,0
2699406590,4.68735,0.0,0,0,1,0,1,0,0
2699906591,4.7373,0.0,0,0,1,0,1,0,0
2700416559,4.62773,0.0,0,0,1,0,1,0,0
2700916559,4.64868,0.0,0,0,1,0,1,0,0
2701416560,4.59712,0.0,0,0,1,0,1,0,0
2701916559,4.69541,0.0,0,0,1,0,1,0,0
2702416568,4.62773,0.0,0,0,1,0,1,0,0
2702916561,4.69219,0.0,0,0,1,0,1,0,0
2703416559,4.67769,0.0,0,0,1,0,1,0,0
2703926568,4.7083,0.0,0,0,1,0,1,0,0
2704426590,4.59873,0.0,0,0,1,0,1,0,0
2704926597,4.6793,0.0,0,0,1,0,1,0,0
2705426590,4.67285,0.0,0,0,1,0,1,0,0
2705926590,4.64546,0.0,0,0,1,0,1,0,0
2706426591,4.6374,0.0,0,0,1,0,1,0,0
2706926568,4.53589,0.0,0,0,1,0,1,0,0
2707426590,4.67285,0.0,0,0,1,0,1,0,0
2707936559,4.66963,0.0,0,0,1,0,1,0,0
2708436559,4.63096,0.0,0,0,1,0,1,0,0
2708936559,4.58584,0.0,0,0,1,0,1,0,0
2709446568,4.62773,0.0,0,0,1,0,1,0,0
2709946591,4.6374,0.0,0,0,1,0,1,0,0
2710446590,4.61162,0.0,0,0,1,0,1,0,0
2710946591,4.69058,0.0,0,0,1,0,1,0,0
2711456559,4.64385,0.0,0,0,1,0,1,0,0
2711956559,4.62612,0.0,0,0,1,0,1,0,0
2712456560,4.60679,0.0,0,0,1,0,1,0,0
2712966559,4.6229,0.0,0,0,1,0,1,0,0
2713466605,4.65996,0.0,0,0,1,0,1,0,0
2713966597,4.62129,0.0,0,0,1,0,1,0,0
2714476560,4.59067,0.0,0,0,1,0,1,0,0
2714976559,4.64707,0.0,0,0,1,0,1,0,0
2715486592,4.57939,0.0,0,0,1,0,1,0,0
2715986590,4.65835,0.0,0,0,1,0,1,0,0
2716486601,4.59873,0.0,0,0,1,0,1,0,0
2716986597,4.58101,0.0,0,0,1,0,1,0,0
2717486569,4.65835,0.0,0,0,1,0,1,0,0
2717996559,4.81626,0.0,0,0,1,0,1,0,0
2718496559,4.55684,0.0,0,0,1,0,1,0,0
2719006608,4.58423,0.0,0,0,1,0,1,0,0
2719506599,4.62935,0.0,0,0,1,0,1,0,0
