timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure
54272956,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
55282157,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
56283213,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
57288220,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
58299144,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
59304239,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
60312215,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
61318116,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
62329012,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
63332873,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
64333061,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
65334297,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
66337716,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
67347958,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
68351139,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
69351275,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
70356129,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
71359159,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
72361099,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
73363740,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
74373134,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
75381130,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
76388327,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
77400300,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
78412155,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
79416934,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
80424675,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
81424824,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
82434111,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
83439232,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
84442137,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
85447139,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
86453063,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
87458376,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
88460126,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
89469062,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
90471272,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
91475194,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
92484198,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
93491892,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
94499927,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
95500107,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
96505082,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
97509063,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
98511313,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
99521724,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
100528057,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
101534255,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
102541854,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
103549063,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
104551250,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
105556105,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
106566160,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
107576202,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
108584149,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
109590137,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
110592060,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
111600155,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
112607763,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
113616655,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
114616781,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
115625123,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
116634364,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
117639261,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
118646599,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
119651445,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
120657053,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
121660206,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
122662581,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
123666890,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
124676055,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
125683202,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
126691156,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
127699904,3080239,2162703,3080239,0,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
127710280,3080239,2162703,3080239,0,1,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0
