timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
36244428,32767,32767,32767,32767,32767,-94,32767,32767
36248428,32767,32767,32767,32767,32767,32767,32767,32767
36252442,32767,32767,-54,32767,32767,32767,32767,32767
36256428,32767,32767,32767,32767,32767,-54,32767,32767
36260428,32767,32767,32767,32767,32767,32767,32767,32767
36264428,32767,32767,32767,32767,32767,32767,32767,32767
36268428,32767,32767,32767,32767,32767,32767,32767,32767
36272428,32767,32767,32767,32767,32767,-64,32767,32767
36276428,32767,32767,32767,32767,32767,32767,32767,32767
36280428,32767,32767,32767,32767,32767,32767,32767,32767
36284428,32767,32767,32767,32767,32767,32767,32767,32767
36288428,32767,32767,32767,32767,32767,-66,32767,32767
36292428,32767,32767,32767,32767,32767,32767,32767,32767
36296428,32767,32767,32767,32767,32767,32767,32767,32767
36300428,32767,32767,32767,32767,32767,32767,32767,32767
36304428,32767,32767,32767,32767,32767,-70,32767,32767
36308428,32767,32767,32767,32767,32767,32767,32767,32767
36312428,32767,32767,32767,32767,32767,32767,32767,32767
36316428,32767,32767,32767,32767,32767,32767,32767,32767
36320428,32767,32767,32767,32767,32767,-84,32767,32767
36324428,32767,32767,32767,32767,32767,32767,32767,32767
36328428,32767,32767,32767,32767,-84,32767,32767,32767
36332428,32767,32767,32767,32767,32767,32767,32767,32767
36336428,32767,32767,32767,32767,32767,-84,32767,32767
36340428,32767,32767,32767,32767,32767,32767,32767,32767
36344428,32767,32767,32767,32767,32767,32767,32767,32767
36348428,32767,32767,32767,32767,32767,32767,32767,32767
36352428,32767,32767,32767,32767,32767,-85,32767,32767
36356428,32767,32767,32767,32767,32767,32767,32767,32767
36360428,32767,32767,32767,32767,32767,32767,32767,32767
36364428,32767,32767,32767,32767,32767,32767,32767,32767
36368429,32767,32767,32767,32767,32767,-84,32767,32767
36372428,32767,32767,32767,32767,32767,32767,32767,32767
36376428,32767,32767,32767,32767,32767,32767,32767,32767
36380428,32767,32767,32767,32767,32767,32767,32767,32767
36384428,32767,32767,32767,32767,32767,-85,32767,32767
36388428,32767,32767,32767,32767,32767,32767,32767,32767
36392428,32767,32767,32767,32767,32767,32767,32767,32767
36396428,32767,32767,32767,32767,32767,32767,32767,32767
36400428,32767,32767,32767,32767,32767,-84,32767,32767
36404428,32767,32767,32767,32767,32767,32767,32767,32767
36408428,32767,32767,32767,32767,32767,32767,32767,32767
36412428,32767,32767,32767,32767,32767,32767,32767,32767
36416430,32767,32767,32767,32767,32767,-85,32767,32767
36420428,32767,32767,32767,32767,32767,32767,32767,32767
36424428,32767,32767,32767,32767,32767,32767,32767,32767
36428428,32767,32767,32767,32767,32767,32767,32767,32767
36432429,32767,32767,32767,32767,32767,-94,32767,32767
36436428,32767,32767,32767,32767,32767,32767,32767,32767
36440428,32767,32767,32767,32767,32767,32767,32767,32767
36444428,32767,32767,32767,32767,32767,32767,32767,32767
36448428,32767,32767,32767,32767,32767,-94,32767,32767
36452428,32767,32767,-28,32767,32767,32767,32767,32767
36456429,32767,32767,32767,32767,32767,32767,32767,32767
36460428,32767,32767,32767,32767,32767,32767,32767,32767
36464428,32767,32767,32767,32767,32767,-94,32767,32767
36468428,32767,32767,32767,32767,32767,32767,32767,32767
36472428,32767,32767,32767,32767,32767,32767,32767,32767
36476436,32767,32767,32767,32767,32767,32767,32767,32767
36480428,32767,32767,32767,32767,32767,-94,32767,32767
