timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
76029025,inf,1,0,0,0
77047083,inf,1,0,0,0
78066105,inf,1,0,0,0
78738158,inf,0,0,1,0
79749050,inf,0,0,1,0
80754099,inf,0,0,1,0
81563552,inf,0,0,0,0
82570099,inf,0,0,0,0
83570111,inf,0,0,0,0
84573034,inf,0,0,0,0
85574110,inf,0,0,0,0
86576049,inf,0,0,0,0
87578338,inf,0,0,0,0
88598100,inf,0,0,0,0
89617122,inf,0,0,0,0
90622100,inf,0,0,0,0
91626099,inf,0,0,0,0
92648339,inf,0,0,0,0
93657460,inf,0,0,0,0
94675573,inf,0,0,0,0
95678138,inf,0,0,0,0
96681425,inf,0,0,0,0
97689649,inf,0,0,0,0
98690467,inf,0,0,0,0
99709178,inf,0,0,0,0
100729892,inf,0,0,0,0
101747087,inf,0,0,0,0
102748048,inf,0,0,0,0
103764029,inf,0,0,0,0
104781176,inf,0,0,0,0
105800027,inf,0,0,0,0
106801443,inf,0,0,0,0
107820029,inf,0,0,0,0
108841654,inf,0,0,0,0
109859027,inf,0,0,0,0
110864027,inf,0,0,0,0
111884040,inf,0,0,0,0
112904028,inf,0,0,0,0
113924030,inf,0,0,0,0
114924040,inf,0,0,0,0
115943027,inf,0,0,0,0
116943040,inf,0,0,0,0
117962091,inf,0,0,0,0
118963029,inf,0,0,0,0
119982080,inf,0,0,0,0
121002586,inf,0,0,0,0
122019027,inf,0,0,0,0
123037312,inf,0,0,0,0
124054091,inf,0,0,0,0
125068050,inf,0,0,0,0
126070091,inf,0,0,0,0
127071027,inf,0,0,0,0
128071027,inf,0,0,0,0
129087027,inf,0,0,0,0
130102151,inf,0,0,0,0
131122086,inf,0,0,0,0
132142141,inf,0,0,0,0
133163101,inf,0,0,0,0
134184028,inf,0,0,0,0
135202088,inf,0,0,0,0
136204038,inf,0,0,0,0
137223029,inf,0,0,0,0
138242108,inf,0,0,0,0
139258100,inf,0,0,0,0
140278102,inf,0,0,0,0
141296040,inf,0,0,0,0
142316027,inf,0,0,0,0
143333163,inf,0,0,0,0
144353791,inf,0,0,0,0
145370105,inf,0,0,0,0
146389566,inf,0,0,0,0
147406115,inf,0,0,0,0
148424032,inf,0,0,0,0
149444027,inf,0,0,0,0
150461292,inf,0,0,0,0
151479039,inf,0,0,0,0
152498111,inf,0,0,0,0
153517347,inf,0,0,0,0
154517417,inf,0,0,0,0
155535085,inf,0,0,0,0
156554102,inf,0,0,0,0
157574105,inf,0,0,0,0
158591090,inf,0,0,0,0
159610132,inf,0,0,0,0
160630131,inf,0,0,0,0
161647097,inf,0,0,0,0
162666116,inf,0,0,0,0
163685368,inf,0,0,0,0
164704038,inf,0,0,0,0
165724029,inf,0,0,0,0
166741177,inf,0,0,0,0
167743038,inf,0,0,0,0
168117437,inf,0,0,1,0
168347033,inf,0,0,0,0
169366107,inf,0,0,0,0
169906122,inf,0,0,0,1
170239025,inf,1,0,0,0
