timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
46890384,0.00334935,-2.7048e-05,-0.00207849,0.971676,-0.0135762,-0.0209405,0.234994,0.976163,0.00745926,-0.00797864,0.216764,1
46922380,-0.000586762,-0.000449702,0.000810975,0.971676,-0.0135755,-0.0209468,0.234994,0.976163,0.00745926,-0.00797864,0.216764,1
46954562,-0.00232952,0.000219987,3.85414e-05,0.971675,-0.0135723,-0.0209393,0.235001,0.976163,0.00745926,-0.00797864,0.216764,1
46986363,0.000893527,0.00103789,0.000917508,0.971673,-0.0135724,-0.0209414,0.235007,0.976163,0.00745926,-0.00797864,0.216764,1
47018603,0.00169596,-0.000933853,-0.000565485,0.971672,-0.0135827,-0.0209443,0.235011,0.976163,0.00745926,-0.00797864,0.216764,1
47050581,-0.000139695,-0.000377925,0.00186158,0.971669,-0.0135831,-0.0209387,0.235024,0.976163,0.00745926,-0.00797864,0.216764,1
47082681,-0.00303159,-0.00121854,0.00160741,0.971668,-0.0135887,-0.0209367,0.235028,0.976163,0.00745926,-0.00797864,0.216764,1
47114397,0.000951025,0.000753887,-6.37869e-05,0.971667,-0.0135879,-0.0209494,0.235031,0.976163,0.00745926,-0.00797864,0.216764,1
47142593,-0.00378028,8.02694e-05,0.00112689,0.971668,-0.0135985,-0.0209569,0.235027,0.976163,0.00745926,-0.00797864,0.216764,1
47174360,-0.0010735,-0.00105654,3.34426e-05,0.97167,-0.0135891,-0.0209632,0.23502,0.976163,0.00745926,-0.00797864,0.216764,1
47206388,0.00139984,0.00138407,0.000141728,0.971672,-0.0135869,-0.0209635,0.23501,0.976163,0.00745926,-0.00797864,0.216764,1
47238615,-0.00137492,0.000338397,-0.000238725,0.971673,-0.0136025,-0.0209611,0.235004,0.976163,0.00745926,-0.00797864,0.216764,1
47270392,-0.00207991,-3.14808e-05,0.00115173,0.971677,-0.0136054,-0.0209655,0.234988,0.976163,0.00745926,-0.00797864,0.216764,1
47302427,-0.000104393,0.00161242,-0.000240014,0.971683,-0.0136026,-0.0209643,0.234962,0.976163,0.00745926,-0.00797864,0.216764,1
47334410,0.00289403,0.000527073,0.0002603,0.97169,-0.0135985,-0.020952,0.234935,0.976163,0.00745926,-0.00797864,0.216764,1
47366383,0.000270029,-0.00174241,0.00143296,0.971693,-0.0136028,-0.0209598,0.234922,0.976163,0.00745926,-0.00797864,0.216764,1
47394420,0.000943013,0.00151269,-0.000493183,0.971697,-0.0136015,-0.0209563,0.234904,0.976163,0.00745926,-0.00797864,0.216764,1
47426410,0.00274449,0.000808484,0.00175769,0.971698,-0.0136038,-0.0209589,0.234901,0.976163,0.00745926,-0.00797864,0.216764,1
47458378,-0.00192618,-0.00167327,-0.000623646,0.971702,-0.013608,-0.0209629,0.234886,0.976163,0.00745926,-0.00797864,0.216764,1
47490353,-0.00185989,-0.000257985,0.00155835,0.971706,-0.0135984,-0.0209685,0.23487,0.976163,0.00745926,-0.00797864,0.216764,1
47522365,0.00318584,0.000981994,-0.000592482,0.971709,-0.0135941,-0.0209668,0.234856,0.976163,0.00745926,-0.00797864,0.216764,1
47554390,0.00225274,-0.000213107,0.000138588,0.971715,-0.0135989,-0.020966,0.23483,0.976163,0.00745926,-0.00797864,0.216764,1
47586349,-0.00178798,-0.00064199,0.000360668,0.971719,-0.0135901,-0.0209658,0.234814,0.976163,0.00745926,-0.00797864,0.216764,1
47618414,-0.00169513,0.000324378,0.000177439,0.971722,-0.0135926,-0.0209633,0.234803,0.976163,0.00745926,-0.00797864,0.216764,1
47650380,0.00182142,0.000446277,-0.000155847,0.971725,-0.0135994,-0.0209573,0.234791,0.976163,0.00745926,-0.00797864,0.216764,1
47682393,0.000452234,-0.000961558,0.000262974,0.971727,-0.0135993,-0.0209581,0.234781,0.976163,0.00745926,-0.00797864,0.216764,1
47714371,-0.00284198,-0.00065249,0.00070472,0.97173,-0.0135992,-0.0209557,0.234771,0.976163,0.00745926,-0.00797864,0.216764,1
47746591,-0.000410534,0.000205361,0.00044052,0.971733,-0.0135928,-0.0209522,0.234759,0.976163,0.00745926,-0.00797864,0.216764,1
47778691,0.00253815,-0.000605029,-0.000859221,0.971736,-0.0135864,-0.0209489,0.234748,0.976163,0.00745926,-0.00797864,0.216764,1
47810366,-0.000689815,0.000172566,0.00139866,0.971736,-0.0135935,-0.0209432,0.234745,0.976163,0.00745926,-0.00797864,0.216764,1
47842436,-0.00156426,0.000841064,0.000713144,0.97174,-0.0135899,-0.0209366,0.234732,0.976163,0.00745926,-0.00797864,0.216764,1
47870394,0.00194354,0.00159431,0.00029431,0.971742,-0.0135822,-0.0209297,0.234724,0.976163,0.00745926,-0.00797864,0.216764,1
47902402,-0.000342634,-0.000912482,0.00177365,0.971741,-0.0135888,-0.0209254,0.234727,0.976163,0.00745926,-0.00797864,0.216764,1
47934362,-0.00124796,0.000837056,0.000696416,0.971743,-0.0135798,-0.0209275,0.234718,0.976163,0.00745926,-0.00797864,0.216764,1
47966364,0.00173157,0.00126815,0.000485478,0.971745,-0.0135829,-0.0209165,0.234711,0.976163,0.00745926,-0.00797864,0.216764,1
47998391,0.000241616,-0.000331955,0.000581433,0.971752,-0.0135967,-0.0209185,0.234683,0.976163,0.00745926,-0.00797864,0.216764,1
48030373,-0.00219309,-0.000450926,0.00107655,0.971756,-0.0136039,-0.0209148,0.234666,0.976163,0.00745926,-0.00797864,0.216764,1
48062370,-0.00118276,-0.00114627,-0.000472025,0.971761,-0.0136023,-0.0209162,0.234643,0.976163,0.00745926,-0.00797864,0.216764,1
48094417,0.00116774,0.000437711,-6.67807e-05,0.971767,-0.0135996,-0.020919,0.234621,0.976163,0.00745926,-0.00797864,0.216764,1
48122401,-0.00304085,0.000721833,0.0010494,0.97177,-0.0136108,-0.0209171,0.234607,0.976163,0.00745926,-0.00797864,0.216764,1
48154377,-0.00057805,-7.48856e-05,-0.000868825,0.971772,-0.0136133,-0.0209046,0.234599,0.976163,0.00745926,-0.00797864,0.216764,1
48186348,0.00270346,0.000195571,0.000733701,0.971772,-0.0136166,-0.0209094,0.2346,0.976163,0.00745926,-0.00797864,0.216764,1
48218396,-0.000492495,-0.000227005,0.000720041,0.971772,-0.0136153,-0.0209119,0.234598,0.976163,0.00745926,-0.00797864,0.216764,1
48250386,-0.00248284,-0.000694826,0.00193963,0.971771,-0.0136202,-0.0209159,0.234601,0.976163,0.00745926,-0.00797864,0.216764,1
48282368,-8.69547e-05,-0.000225166,0.000600284,0.97177,-0.0136191,-0.0209197,0.234605,0.976163,0.00745926,-0.00797864,0.216764,1
48314411,0.00153401,0.000823605,0.00101058,0.971768,-0.0136195,-0.0209191,0.234616,0.976163,0.00745926,-0.00797864,0.216764,1
48346422,-0.000366071,-0.00216339,0.00118088,0.971765,-0.0136169,-0.0209168,0.234625,0.976163,0.00745926,-0.00797864,0.216764,1
