timestamp,load,ram_usage
1745703571,0.607,0.569163
1746705186,0.682794,0.569163
1747709031,0.659795,0.569163
1748714946,0.633479,0.569163
1749716069,0.654038,0.569163
1750719113,0.615107,0.569163
1751720050,0.647028,0.569163
1752720647,0.630882,0.569163
1753722192,0.668173,0.569163
1754723869,0.620028,0.569163
1755724993,0.658641,0.569163
1756728716,0.623993,0.569163
1757730548,0.650099,0.569163
1758732263,0.637212,0.569163
1759732998,0.640111,0.569163
1760734098,0.659157,0.569163
1761740504,0.675201,0.569163
1762741335,0.674627,0.569163
1763746578,0.678813,0.569163
1764748220,0.668106,0.569163
1765749124,0.64692,0.569163
1766749993,0.662119,0.569163
1767751847,0.629621,0.569163
1768754317,0.660041,0.569163
1769755718,0.606451,0.569163
1770756206,0.658417,0.569163
1771764360,0.643193,0.569163
1772766328,0.649951,0.569163
1773766993,0.647185,0.569163
1774771796,0.655847,0.569163
1775773407,0.651982,0.569163
1776774114,0.631641,0.569163
1777775831,0.650935,0.569163
1778782415,0.612586,0.569163
1779786123,0.654341,0.569163
1780787140,0.61941,0.569163
1781788197,0.644981,0.569163
1782787993,0.63929,0.569163
1783789658,0.65976,0.569163
1784791069,0.641267,0.569163
1785791993,0.631954,0.569163
1786796750,0.651557,0.569163
1787798907,0.625583,0.569163
1788811054,0.655598,0.569163
1789812377,0.631119,0.569163
1790813023,0.656114,0.569163
1791822370,0.648427,0.569163
1792823166,0.685524,0.569163
1793824234,0.649068,0.569163
1794826901,0.778063,0.569163
1795828606,0.856857,0.569163
1796830251,0.868718,0.569163
1797845005,0.695861,0.569163
1798846230,0.664546,0.569163
1799846993,0.67316,0.569163
1800850380,0.644929,0.569163
1801850729,0.648241,0.569163
1802852378,0.633487,0.569163
1803854669,0.648272,0.569163
1804855122,0.636036,0.569163
1805855996,0.653316,0.569163
1806863154,0.625142,0.569163
1807869052,0.64194,0.569163
1808872249,0.612784,0.569163
1809876656,0.669674,0.569163
1810877004,0.654095,0.569163
1811877993,0.678375,0.569163
1812880565,0.646974,0.569163
1813881259,0.705471,0.569163
1814882340,0.664888,0.569163
1815889139,0.681841,0.569163
1816891575,0.67665,0.569163
1817891993,0.633342,0.569163
1818893055,0.649137,0.569163
1819892995,0.635857,0.569163
1820893993,0.648966,0.569163
1821897743,0.639694,0.569163
1822898151,0.656744,0.569163
1823913978,0.652321,0.569163
1824917348,0.650177,0.569163
1825924547,0.625901,0.569163
1826931989,0.659765,0.569163
1827932993,0.639236,0.569163
1828937917,0.672208,0.569163
1829944641,0.627481,0.569163
1830946232,0.677198,0.569163
1831947229,0.615849,0.569163
1832948239,0.647171,0.569163
1833949554,0.633785,0.569163
1834955011,0.66781,0.569163
1835956226,0.629316,0.569163
1836959740,0.661245,0.569163
1837960333,0.643011,0.569163
1838962067,0.645294,0.569163
1839963136,0.661744,0.569163
1840964191,0.638344,0.569163
1841965999,0.653102,0.569163
1842973802,0.623932,0.569163
1843975141,0.670494,0.569163
1844976037,0.624154,0.569163
1845979879,0.65731,0.569163
1846983162,0.615188,0.569163
1847985937,0.654513,0.569163
1848987160,0.628405,0.569163
1849988359,0.654064,0.569163
1850990205,0.63807,0.569163
1851990964,0.656589,0.569163
1852994625,0.646629,0.569163
1853995931,0.67836,0.569163
1854997339,0.650225,0.569163
1855999946,0.640261,0.569163
1857000993,0.667351,0.569163
1858007754,0.625946,0.569163
1859020652,0.64721,0.569163
1860021065,0.617499,0.569163
1861021084,0.660243,0.569163
1862023695,0.648602,0.569163
1863024162,0.666186,0.569163
1864024230,0.641566,0.569163
1865025044,0.653855,0.569163
1866027862,0.6546,0.569163
1867028996,0.65669,0.569163
1868029993,0.711891,0.569163
1869032139,0.678047,0.569163
1870036751,0.684346,0.569163
1871039785,0.638836,0.569163
1872047426,0.647187,0.569163
1873056386,0.637207,0.569163
1874057000,0.667292,0.569163
1875059524,0.683021,0.569163
1876060252,0.684707,0.569163
1877061324,0.693502,0.569163
1878064662,0.689395,0.569163
1879067133,0.678418,0.569163
1880068993,0.671872,0.569163
1881071711,0.672235,0.569163
1882072273,0.698223,0.569163
1883080840,0.65884,0.569163
1884085093,0.691456,0.569163
1885086176,0.65169,0.569163
1886091193,0.689251,0.569163
1887098589,0.650301,0.569163
1888098993,0.667708,0.569163
1889100639,0.660321,0.569163
1890101282,0.663969,0.569163
1891101993,0.675765,0.569163
1892108569,0.658655,0.569163
1893109386,0.666299,0.569163
1894110294,0.650468,0.569163
1895111056,0.684556,0.569163
1896114757,0.6617,0.569163
1897125408,0.691124,0.569163
1898127151,0.649654,0.569163
1899133924,0.695116,0.569163
1900135139,0.646308,0.569163
1901138160,0.658807,0.569163
1902138996,0.667074,0.569163
1903140971,0.628641,0.569163
1904145562,0.659025,0.569163
1905146993,0.659548,0.569163
1906148651,0.632462,0.569163
1907149059,0.64636,0.569163
1908150114,0.651556,0.569163
1909155186,0.642623,0.569163
1910156689,0.640258,0.569163
1911159189,0.649269,0.569163
1912165779,0.628169,0.569163
1913167500,0.645867,0.569163
1914170214,0.636175,0.569163
1915170993,0.652385,0.569163
1916293800,0.629563,0.569163
