timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
298730353,inf,1,0,0,0
299744032,inf,1,0,0,0
300759695,inf,1,0,0,0
301633028,inf,0,0,1,0
302637058,inf,0,0,1,0
303645027,inf,0,0,1,0
304125035,inf,0,0,0,0
305136376,inf,0,0,0,0
306144020,inf,0,0,0,0
307155887,inf,0,0,0,0
308163712,inf,0,0,0,0
309182078,inf,0,0,0,0
310184027,inf,0,0,0,0
311194083,inf,0,0,0,0
312213043,inf,0,0,0,0
313217788,inf,0,0,0,0
314225841,inf,0,0,0,0
315230206,inf,0,0,0,0
316233030,inf,0,0,0,0
317233051,inf,0,0,0,0
318252589,inf,0,0,0,0
319271039,inf,0,0,0,0
320275052,inf,0,0,0,0
321281852,inf,0,0,0,0
322299039,inf,0,0,0,0
323316617,inf,0,0,0,0
324331054,inf,0,0,0,0
325353025,inf,0,0,0,0
326373308,inf,0,0,0,0
327374102,inf,0,0,0,0
328374158,inf,0,0,0,0
329375031,inf,0,0,0,0
330394310,inf,0,0,0,0
331394442,inf,0,0,0,0
332396204,inf,0,0,0,0
333417558,inf,0,0,0,0
334437776,inf,0,0,0,0
335437876,inf,0,0,0,0
336458675,inf,0,0,0,0
337473027,inf,0,0,0,0
338473029,inf,0,0,0,0
339489027,inf,0,0,0,0
340500040,inf,0,0,0,0
341500164,inf,0,0,0,0
342520037,inf,0,0,0,0
343539125,inf,0,0,0,0
344560040,inf,0,0,0,0
345577086,inf,0,0,0,0
346593028,inf,0,0,0,0
347612037,inf,0,0,0,0
348629055,inf,0,0,0,0
349636214,inf,0,0,0,0
350646274,inf,0,0,0,0
351663031,inf,0,0,0,0
352676059,inf,0,0,0,0
353691210,inf,0,0,0,0
354705029,inf,0,0,0,0
355724274,inf,0,0,0,0
356741817,inf,0,0,0,0
357761092,inf,0,0,0,0
358767879,inf,0,0,0,0
359778078,inf,0,0,0,0
360785032,inf,0,0,0,0
361793037,inf,0,0,0,0
362797104,inf,0,0,0,0
363799712,inf,0,0,0,0
364819913,inf,0,0,0,0
365820209,inf,0,0,0,0
366840671,inf,0,0,0,0
367861040,inf,0,0,0,0
368864644,inf,0,0,0,0
369884743,inf,0,0,0,0
370886188,inf,0,0,0,0
371904668,inf,0,0,0,0
372922156,inf,0,0,0,0
373940746,inf,0,0,0,0
374941764,inf,0,0,0,0
375942310,inf,0,0,0,0
376944038,inf,0,0,0,0
377947085,inf,0,0,0,0
378954172,inf,0,0,0,0
379959501,inf,0,0,0,0
380976049,inf,0,0,0,0
381990986,inf,0,0,0,0
382996048,inf,0,0,0,0
384013042,inf,0,0,0,0
385031029,inf,0,0,0,0
386050120,inf,0,0,0,0
387070301,inf,0,0,0,0
388071123,inf,0,0,0,0
389075039,inf,0,0,0,0
390093048,inf,0,0,0,0
391110328,inf,0,0,0,0
392131121,inf,0,0,0,0
393150286,inf,0,0,0,0
394151117,inf,0,0,0,0
395170331,inf,0,0,0,0
396172028,inf,0,0,0,0
397173039,inf,0,0,0,0
398190286,inf,0,0,0,0
399209032,inf,0,0,0,0
400210080,inf,0,0,0,0
401210089,inf,0,0,0,0
402231941,inf,0,0,0,0
403237296,inf,0,0,0,0
404241058,inf,0,0,0,0
405247981,inf,0,0,0,0
406248852,inf,0,0,0,0
407267036,inf,0,0,0,0
408273874,inf,0,0,0,0
409287031,inf,0,0,0,0
410294154,inf,0,0,0,0
411297300,inf,0,0,0,0
412308027,inf,0,0,0,0
413312032,inf,0,0,0,0
414314117,inf,0,0,0,0
415315149,inf,0,0,0,0
416316049,inf,0,0,0,0
417318120,inf,0,0,0,0
418321602,inf,0,0,0,0
419341039,inf,0,0,0,0
420356062,inf,0,0,0,0
421372039,inf,0,0,0,0
422391030,inf,0,0,0,0
423407027,inf,0,0,0,0
424425029,inf,0,0,0,0
425440027,inf,0,0,0,0
426454284,inf,0,0,0,0
427466327,inf,0,0,0,0
428481042,inf,0,0,0,0
429497060,inf,0,0,0,0
430510279,inf,0,0,0,0
431515937,inf,0,0,0,0
432524159,inf,0,0,0,0
433529287,inf,0,0,0,0
434538112,inf,0,0,0,0
435550080,inf,0,0,0,0
436554078,inf,0,0,0,0
437562080,inf,0,0,0,0
438580768,inf,0,0,0,0
439599040,inf,0,0,0,0
440600506,inf,0,0,0,0
441600616,inf,0,0,0,0
442617560,inf,0,0,0,0
443637780,inf,0,0,0,0
444657436,inf,0,0,0,0
445661557,inf,0,0,0,0
446664043,inf,0,0,0,0
447685029,inf,0,0,0,0
448705038,inf,0,0,0,0
449724027,inf,0,0,0,0
450741048,inf,0,0,0,0
451761030,inf,0,0,0,0
452781027,inf,0,0,0,0
453796204,inf,0,0,0,0
454800129,inf,0,0,0,0
455801038,inf,0,0,0,0
456802331,inf,0,0,0,0
457821033,inf,0,0,0,0
458832211,inf,0,0,0,0
459838119,inf,0,0,0,0
460850090,inf,0,0,0,0
461851695,inf,0,0,0,0
462853050,inf,0,0,0,0
463855048,inf,0,0,0,0
464857330,inf,0,0,0,0
465878160,inf,0,0,0,0
466883030,inf,0,0,0,0
467885139,inf,0,0,0,0
468886147,inf,0,0,0,0
469890112,inf,0,0,0,0
470891039,inf,0,0,0,0
471909295,inf,0,0,0,0
472922368,inf,0,0,0,0
473933040,inf,0,0,0,0
474950106,inf,0,0,0,0
475968027,inf,0,0,0,0
476988561,inf,0,0,0,0
477989027,inf,0,0,0,0
478990289,inf,0,0,0,0
480008030,inf,0,0,0,0
481022109,inf,0,0,0,0
482037054,inf,0,0,0,0
483040265,inf,0,0,0,0
484046079,inf,0,0,0,0
485046084,inf,0,0,0,0
486063030,inf,0,0,0,0
487080622,inf,0,0,0,0
488100671,inf,0,0,0,0
489118202,inf,0,0,0,0
490124029,inf,0,0,0,0
491128048,inf,0,0,0,0
492131030,inf,0,0,0,0
493134622,inf,0,0,0,0
494155055,inf,0,0,0,0
495173027,inf,0,0,0,0
496192032,inf,0,0,0,0
497193048,inf,0,0,0,0
498209029,inf,0,0,0,0
499226284,inf,0,0,0,0
500238423,inf,0,0,0,0
501255910,inf,0,0,0,0
502261039,inf,0,0,0,0
503271909,inf,0,0,0,0
504273094,inf,0,0,0,0
505278112,inf,0,0,0,0
506299027,inf,0,0,0,0
507303045,inf,0,0,0,0
508237057,inf,0,0,1,0
508526134,inf,0,0,0,1
508859030,inf,1,0,0,0
509861316,inf,1,0,0,0
