timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
1973472996,388.572,24.28,96744.0,1.14948
1973974285,388.228,24.28,96748.0,1.14953
1974487995,387.969,24.29,96751.0,1.14956
1974990073,388.141,24.29,96749.0,1.14954
1975493730,388.313,24.29,96747.0,1.14951
1976009600,388.228,24.28,96748.0,1.14953
1976512224,387.623,24.28,96755.0,1.14961
1977013351,387.795,24.28,96753.0,1.14959
1977528647,388.054,24.28,96750.0,1.14955
1978029143,387.969,24.28,96751.0,1.14956
1978532131,388.313,24.28,96747.0,1.14951
1979045051,388.228,24.29,96748.0,1.14953
1979548048,389.005,24.29,96739.0,1.14942
1980049006,390.648,24.29,96720.0,1.14919
1980562449,393.153,24.26,96691.0,1.14885
1981063996,388.141,24.26,96749.0,1.14954
1981565040,387.708,24.26,96754.0,1.1496
1982077067,390.3,24.22,96724.0,1.14924
1982579693,389.956,24.22,96728.0,1.14929
1983083782,390.474,24.22,96722.0,1.14922
1983598055,389.956,24.24,96728.0,1.14929
1984099816,389.782,24.24,96730.0,1.14931
1984604279,390.215,24.24,96725.0,1.14925
1985118007,389.61,24.25,96732.0,1.14934
1985619730,389.782,24.25,96730.0,1.14931
1986123713,390.043,24.25,96727.0,1.14928
1986639911,389.782,24.25,96730.0,1.14931
1987143933,389.782,24.25,96730.0,1.14931
1987649352,389.523,24.25,96733.0,1.14935
1988163735,389.177,24.25,96737.0,1.1494
1988668485,389.61,24.25,96732.0,1.14934
1989171915,389.351,24.25,96735.0,1.14937
1989684998,389.956,24.24,96728.0,1.14929
1990187714,390.215,24.24,96725.0,1.14925
1990689579,389.697,24.24,96731.0,1.14932
1991203562,389.956,24.24,96728.0,1.14929
1991706105,390.128,24.24,96726.0,1.14926
1992210646,389.869,24.24,96729.0,1.1493
1992723008,389.782,24.24,96730.0,1.14931
1993225008,389.523,24.24,96733.0,1.14935
1993731098,389.782,24.24,96730.0,1.14931
1994244999,389.436,24.23,96734.0,1.14936
1994746153,390.474,24.23,96722.0,1.14922
1995248737,390.3,24.23,96724.0,1.14924
1995762549,390.215,24.23,96725.0,1.14925
1996266878,390.043,24.23,96727.0,1.14928
1996768998,389.436,24.23,96734.0,1.14936
1997281044,389.956,24.22,96728.0,1.14929
1997785598,390.128,24.22,96726.0,1.14926
1998289821,390.474,24.22,96722.0,1.14922
1998801050,390.3,24.21,96724.0,1.14924
1999302996,390.387,24.21,96723.0,1.14923
1999811263,390.387,24.21,96723.0,1.14923
2000331062,390.043,24.22,96727.0,1.14928
2000834379,389.177,24.22,96737.0,1.1494
2001336757,389.177,24.22,96737.0,1.1494
2001851265,389.697,24.2,96731.0,1.14932
2002354207,389.351,24.2,96735.0,1.14937
2002856731,389.869,24.2,96729.0,1.1493
2003371483,390.043,24.19,96727.0,1.14928
2003876618,390.561,24.19,96721.0,1.14921
2004381010,389.869,24.19,96729.0,1.1493
2004898877,390.733,24.17,96719.0,1.14918
2005403051,390.128,24.17,96726.0,1.14926
2005908143,390.3,24.17,96724.0,1.14924
2006423045,390.215,24.14,96725.0,1.14925
2006925366,390.128,24.14,96726.0,1.14926
2007426972,389.782,24.14,96730.0,1.14931
2007941285,389.869,24.12,96729.0,1.1493
2008442997,390.043,24.12,96727.0,1.14928
2008943995,391.254,24.12,96713.0,1.14911
2009459452,391.166,24.13,96714.0,1.14912
2009962769,391.254,24.13,96713.0,1.14911
2010465652,390.992,24.13,96716.0,1.14915
2010978998,391.254,24.12,96713.0,1.14911
2011482897,390.474,24.12,96722.0,1.14922
2011984007,390.215,24.12,96725.0,1.14925
2012498674,391.166,24.11,96714.0,1.14912
2013003068,390.82,24.11,96718.0,1.14917
2013503995,390.215,24.11,96725.0,1.14925
2014021349,390.3,24.11,96724.0,1.14924
2014523527,390.043,24.11,96727.0,1.14928
2015025597,389.869,24.11,96729.0,1.1493
2015539046,389.436,24.1,96734.0,1.14936
2016043000,388.572,24.1,96744.0,1.14948
2016544994,389.264,24.1,96736.0,1.14938
2017061049,390.128,24.07,96726.0,1.14926
2017566237,389.956,24.07,96728.0,1.14929
2018069005,390.474,24.07,96722.0,1.14922
2018582993,390.907,24.06,96717.0,1.14916
2019085007,390.474,24.06,96722.0,1.14922
2019587875,390.733,24.06,96719.0,1.14918
2020100999,390.474,24.07,96722.0,1.14922
2020604993,390.992,24.07,96716.0,1.14915
2021108549,390.648,24.07,96720.0,1.14919
2021625019,389.697,24.05,96731.0,1.14932
2022129017,390.043,24.05,96727.0,1.14928
2022633008,390.474,24.05,96722.0,1.14922
2023149050,390.043,24.06,96727.0,1.14928
2023653004,390.387,24.06,96723.0,1.14923
2024156993,390.387,24.06,96723.0,1.14923
2024675181,390.215,24.04,96725.0,1.14925
2025177055,390.733,24.04,96719.0,1.14918
2025678994,390.648,24.04,96720.0,1.14919
2026195199,389.956,24.04,96728.0,1.14929
2026697008,390.387,24.04,96723.0,1.14923
2027200045,390.733,24.04,96719.0,1.14918
2027714999,390.043,24.05,96727.0,1.14928
2028219001,390.043,24.05,96727.0,1.14928
2028722255,390.128,24.05,96726.0,1.14926
2029235053,390.561,24.04,96721.0,1.14921
2029738290,389.956,24.04,96728.0,1.14929
2030241998,390.733,24.04,96719.0,1.14918
2030758249,390.82,24.03,96718.0,1.14917
2031259993,390.907,24.03,96717.0,1.14916
2031762237,391.079,24.03,96715.0,1.14913
2032276221,389.956,24.04,96728.0,1.14929
2032779096,390.561,24.04,96721.0,1.14921
2033279997,390.561,24.04,96721.0,1.14921
2033794289,390.215,24.05,96725.0,1.14925
2034297993,389.697,24.05,96731.0,1.14932
2034800998,389.436,24.05,96734.0,1.14936
2035315671,389.869,24.03,96729.0,1.1493
2035817045,389.869,24.03,96729.0,1.1493
2036322102,389.869,24.03,96729.0,1.1493
2036835671,390.387,24.03,96723.0,1.14923
2037335993,390.215,24.03,96725.0,1.14925
2037836997,390.733,24.03,96719.0,1.14918
2038350057,390.215,24.02,96725.0,1.14925
2038852004,390.387,24.02,96723.0,1.14923
2039352003,389.782,24.02,96730.0,1.14931
2039867808,389.697,24.02,96731.0,1.14932
2040370464,389.697,24.02,96731.0,1.14932
2040873050,389.697,24.02,96731.0,1.14932
2041387576,390.043,24.01,96727.0,1.14928
2041890623,390.733,24.01,96719.0,1.14918
2042395667,390.82,24.01,96718.0,1.14917
2042909310,390.907,24.02,96717.0,1.14916
2043410053,390.561,24.02,96721.0,1.14921
2043912783,390.387,24.02,96723.0,1.14923
2044429012,390.043,24.02,96727.0,1.14928
2044930993,390.043,24.02,96727.0,1.14928
2045434604,389.697,24.02,96731.0,1.14932
2045948578,390.561,24.02,96721.0,1.14921
2046452798,390.128,24.02,96726.0,1.14926
2046956534,390.3,24.02,96724.0,1.14924
2047472674,390.215,24.01,96725.0,1.14925
2047975045,390.387,24.01,96723.0,1.14923
2048478167,389.697,24.01,96731.0,1.14932
2048994758,388.746,24.0,96742.0,1.14945
2049498274,389.092,24.0,96738.0,1.14941
2049998993,389.264,24.0,96736.0,1.14938
2050515008,389.697,23.99,96731.0,1.14932
2051017000,390.128,23.99,96726.0,1.14926
2051522870,389.436,23.99,96734.0,1.14936
2052042177,389.869,23.98,96729.0,1.1493
2052543996,390.128,23.98,96726.0,1.14926
2053050762,389.782,23.98,96730.0,1.14931
2053566126,390.128,23.98,96726.0,1.14926
2054067677,390.561,23.98,96721.0,1.14921
2054569568,389.869,23.98,96729.0,1.1493
2055085381,390.043,23.97,96727.0,1.14928
2055590169,390.387,23.97,96723.0,1.14923
2056091338,390.561,23.97,96721.0,1.14921
2056603996,390.733,23.96,96719.0,1.14918
2057107045,390.474,23.96,96722.0,1.14922
2057608003,390.561,23.96,96721.0,1.14921
2058123047,390.3,23.95,96724.0,1.14924
2058624004,390.215,23.95,96725.0,1.14925
2059129062,390.474,23.95,96722.0,1.14922
2059644222,390.82,23.93,96718.0,1.14917
2060147504,391.597,23.93,96709.0,1.14906
2060652259,391.079,23.93,96715.0,1.14913
2061166081,390.992,23.93,96716.0,1.14915
2061666995,391.079,23.93,96715.0,1.14913
2062171181,391.079,23.93,96715.0,1.14913
2062702132,390.733,23.95,96719.0,1.14918
2063205003,390.992,23.95,96716.0,1.14915
2063707195,390.3,23.95,96724.0,1.14924
2064219996,390.3,23.94,96724.0,1.14924
2064723555,390.3,23.94,96724.0,1.14924
2065228020,390.561,23.94,96721.0,1.14921
2065743102,390.3,23.92,96724.0,1.14924
2066249162,390.043,23.92,96727.0,1.14928
2066750364,390.128,23.92,96726.0,1.14926
2067266258,389.956,23.9,96728.0,1.14929
2067767995,390.128,23.9,96726.0,1.14926
2068270280,389.782,23.9,96730.0,1.14931
2068786994,390.3,23.9,96724.0,1.14924
2069290962,390.128,23.9,96726.0,1.14926
2069793993,389.436,23.9,96734.0,1.14936
2070312556,390.215,23.89,96725.0,1.14925
2070816531,389.956,23.89,96728.0,1.14929
2071319065,390.3,23.89,96724.0,1.14924
2071834302,390.128,23.9,96726.0,1.14926
2072337357,390.043,23.9,96727.0,1.14928
2072839918,390.3,23.9,96724.0,1.14924
2073355820,390.387,23.89,96723.0,1.14923
2073859794,391.079,23.89,96715.0,1.14913
2074363745,391.166,23.89,96714.0,1.14912
2074876056,391.771,23.87,96707.0,1.14904
2075380249,391.597,23.87,96709.0,1.14906
2075881189,391.254,23.87,96713.0,1.14911
2076397098,391.512,23.88,96710.0,1.14907
2076899831,390.907,23.88,96717.0,1.14916
2077404008,390.561,23.88,96721.0,1.14921
2077915766,390.215,23.87,96725.0,1.14925
2078417112,389.956,23.87,96728.0,1.14929
2078923108,389.956,23.87,96728.0,1.14929
2079437012,390.474,23.86,96722.0,1.14922
2079938087,390.387,23.86,96723.0,1.14923
2080442288,390.648,23.86,96720.0,1.14919
2080956665,391.254,23.85,96713.0,1.14911
2081459380,391.166,23.85,96714.0,1.14912
2081963535,391.425,23.85,96711.0,1.14909
2082478993,391.512,23.84,96710.0,1.14907
2082987542,391.512,23.84,96710.0,1.14907
2083490289,390.907,23.84,96717.0,1.14916
2084006128,390.907,23.83,96717.0,1.14916
2084509190,390.128,23.83,96726.0,1.14926
2085009996,390.128,23.83,96726.0,1.14926
2085522993,390.387,23.84,96723.0,1.14923
2086025523,391.079,23.84,96715.0,1.14913
2086531749,391.771,23.84,96707.0,1.14904
2087046131,391.771,23.85,96707.0,1.14904
2087550081,392.205,23.85,96702.0,1.14898
2088050966,391.338,23.85,96712.0,1.1491
2088563556,391.512,23.83,96710.0,1.14907
2089065480,391.684,23.83,96708.0,1.14905
2089570400,391.166,23.83,96714.0,1.14912
2090085288,391.425,23.83,96711.0,1.14909
2090587701,391.512,23.83,96710.0,1.14907
2091092193,390.992,23.83,96716.0,1.14915
2091606387,391.771,23.84,96707.0,1.14904
2092109007,391.425,23.84,96711.0,1.14909
2092611472,390.992,23.84,96716.0,1.14915
2093125049,390.733,23.82,96719.0,1.14918
2093626518,391.079,23.82,96715.0,1.14913
2094128996,391.338,23.82,96712.0,1.1491
2094647009,390.733,23.8,96719.0,1.14918
2095150146,391.166,23.8,96714.0,1.14912
2095654182,391.338,23.8,96712.0,1.1491
2096172500,391.597,23.81,96709.0,1.14906
2096676340,391.859,23.81,96706.0,1.14903
2097178308,391.079,23.81,96715.0,1.14913
2097691996,391.684,23.8,96708.0,1.14905
2098196037,390.907,23.8,96717.0,1.14916
2098700000,391.338,23.8,96712.0,1.1491
2099211993,390.82,23.81,96718.0,1.14917
2099713993,390.648,23.81,96720.0,1.14919
2100216036,390.733,23.81,96719.0,1.14918
2100732154,390.907,23.79,96717.0,1.14916
2101233001,389.869,23.79,96729.0,1.1493
2101737544,390.474,23.79,96722.0,1.14922
2102266193,389.782,23.79,96730.0,1.14931
2102770592,390.733,23.79,96719.0,1.14918
2103275729,390.3,23.79,96724.0,1.14924
2103789051,390.215,23.79,96725.0,1.14925
2104292010,389.869,23.79,96729.0,1.1493
2104796013,389.523,23.79,96733.0,1.14935
2105308001,391.079,23.78,96715.0,1.14913
2105809552,389.956,23.78,96728.0,1.14929
2106312696,390.3,23.78,96724.0,1.14924
2106826465,390.215,23.78,96725.0,1.14925
2107329294,390.474,23.78,96722.0,1.14922
2107833834,389.61,23.78,96732.0,1.14934
2108345993,390.648,23.77,96720.0,1.14919
2108850749,390.387,23.77,96723.0,1.14923
2109353952,389.523,23.77,96733.0,1.14935
2109869017,390.907,23.75,96717.0,1.14916
2110371000,389.523,23.75,96733.0,1.14935
2110873595,390.733,23.75,96719.0,1.14918
2111389295,389.436,23.74,96734.0,1.14936
2111889997,389.436,23.74,96734.0,1.14936
2112392012,389.956,23.74,96728.0,1.14929
2112909462,388.659,23.73,96743.0,1.14947
2113412009,389.956,23.73,96728.0,1.14929
2113915049,388.054,23.73,96750.0,1.14955
2114428008,388.659,23.72,96743.0,1.14947
2114931072,389.351,23.72,96735.0,1.14937
2115433938,389.264,23.72,96736.0,1.14938
2115948006,388.918,23.71,96740.0,1.14943
2116452511,389.092,23.71,96738.0,1.14941
2116955348,388.487,23.71,96745.0,1.14949
2117470305,388.572,23.69,96744.0,1.14948
2117973003,387.882,23.69,96752.0,1.14957
2118477085,388.4,23.69,96746.0,1.1495
2118990171,388.313,23.69,96747.0,1.14951
