timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
1973937108,1973937108,393791220,23,3,1,143,129,24,20,95,51,68
1974903059,1974903059,393791220,23,3,1,143,129,24,20,95,51,68
1976015088,1976015088,393791220,23,3,1,143,129,24,20,95,51,68
1976944545,1976944545,393791220,23,3,1,143,129,24,20,95,51,68
1977929177,1977929177,393791220,23,3,1,143,129,24,20,95,51,68
1979029069,1979029069,393791220,23,3,1,143,129,24,20,95,51,68
1979966160,1979966160,393791220,23,3,1,143,129,24,20,95,51,68
1980921135,1980921135,393791220,23,3,1,143,129,24,20,95,51,68
1981993018,1981993018,393791220,23,3,1,143,129,24,20,95,51,68
1982899731,1982899731,393791220,23,3,1,143,129,24,20,95,51,68
1983909190,1983909190,393791220,23,3,1,143,129,24,20,95,51,68
1984981072,1984981072,393791220,23,3,1,143,129,24,20,95,51,68
1985905083,1985905083,393791220,23,3,1,143,129,24,20,95,51,68
1986902067,1986902067,393791220,23,3,1,143,129,24,20,95,51,68
1988051942,1988051942,393791220,23,3,1,143,129,24,20,95,51,68
1988947711,1988947711,393791220,23,3,1,143,129,24,20,95,51,68
1989891700,1989891700,393791220,23,3,1,143,129,24,20,95,51,68
1991039020,1991039020,393791220,23,3,1,143,129,24,20,95,51,68
1991959129,1991959129,393791220,23,3,1,143,129,24,20,95,51,68
1993108704,1993108704,393791220,23,3,1,143,129,24,20,95,51,68
1993956492,1993956492,393791220,23,3,1,143,129,24,20,95,51,68
1994947018,1994947018,393791220,23,3,1,143,129,24,20,95,51,68
1995993890,1995993890,393791220,23,3,1,143,129,24,20,95,51,68
1996942092,1996942092,393791220,23,3,1,143,129,24,20,95,51,68
1997931085,1997931085,393791220,23,3,1,143,129,24,20,95,51,68
1998989310,1998989310,393791220,23,3,1,143,129,24,20,95,51,68
2000006095,2000006095,393791220,23,3,1,143,129,24,20,95,51,68
2000929016,2000929016,393791220,23,3,1,143,129,24,20,95,51,68
2001999019,2001999019,393791220,23,3,1,143,129,24,20,95,51,68
2002916526,2002916526,393791220,23,3,1,143,129,24,20,95,51,68
2003912776,2003912776,393791220,23,3,1,143,129,24,20,95,51,68
2004983015,2004983015,393791220,23,3,1,143,129,24,20,95,51,68
2005924251,2005924251,393791220,23,3,1,143,129,24,20,95,51,68
2006899095,2006899095,393791220,23,3,1,143,129,24,20,95,51,68
2008053422,2008053422,393791220,23,3,1,143,129,24,20,95,51,68
2008923033,2008923033,393791220,23,3,1,143,129,24,20,95,51,68
2009892035,2009892035,393791220,23,3,1,143,129,24,20,95,51,68
2011012036,2011012036,393791220,23,3,1,143,129,24,20,95,51,68
2011955105,2011955105,393791220,23,3,1,143,129,24,20,95,51,68
2012880032,2012880032,393791220,23,3,1,143,129,24,20,95,51,68
2014028041,2014028041,393791220,23,3,1,143,129,24,20,95,51,68
2014876058,2014876058,393791220,23,3,1,143,129,24,20,95,51,68
2016091205,2016091205,393791220,23,3,1,143,129,24,20,95,51,68
2016939771,2016939771,393791220,23,3,1,143,129,24,20,95,51,68
2017887162,2017887162,393791220,23,3,1,143,129,24,20,95,51,68
2019006096,2019006096,393791220,23,3,1,143,129,24,20,95,51,68
2020004227,2020004227,393791220,23,3,1,143,129,24,20,95,51,68
2020922563,2020922563,393791220,23,3,1,143,129,24,20,95,51,68
2021994650,2021994650,393791220,23,3,1,143,129,24,20,95,51,68
2022949018,2022949018,393791220,23,3,1,143,129,24,20,95,51,68
2023909018,2023909018,393791220,23,3,1,143,129,24,20,95,51,68
2024976153,2024976153,393791220,23,3,1,143,129,24,20,95,51,68
2025905113,2025905113,393791220,23,3,1,143,129,24,20,95,51,68
2026900035,2026900035,393791220,23,3,1,143,129,24,20,95,51,68
2028045023,2028045023,393791220,23,3,1,143,129,24,20,95,51,68
2028889115,2028889115,393791220,23,3,1,143,129,24,20,95,51,68
2029885146,2029885146,393791220,23,3,1,143,129,24,20,95,51,68
2031034929,2031034929,393791220,23,3,1,143,129,24,20,95,51,68
2031954920,2031954920,393791220,23,3,1,143,129,24,20,95,51,68
2032881185,2032881185,393791220,23,3,1,143,129,24,20,95,51,68
2033956171,2033956171,393791220,23,3,1,143,129,24,20,95,51,68
2034904243,2034904243,393791220,23,3,1,143,129,24,20,95,51,68
2036093132,2036093132,393791220,23,3,1,143,129,24,20,95,51,68
2036907745,2036907745,393791220,23,3,1,143,129,24,20,95,51,68
2037930088,2037930088,393791220,23,3,1,143,129,24,20,95,51,68
2038980050,2038980050,393791220,23,3,1,143,129,24,20,95,51,68
2039922115,2039922115,393791220,23,3,1,143,129,24,20,95,51,68
2040888008,2040888008,393791220,23,3,1,143,129,24,20,95,51,68
2041996026,2041996026,393791220,23,3,1,143,129,24,20,95,51,68
2042985098,2042985098,393791220,23,3,1,143,129,24,20,95,51,68
2043905067,2043905067,393791220,23,3,1,143,129,24,20,95,51,68
2045015021,2045015021,393791220,23,3,1,143,129,24,20,95,51,68
2045884660,2045884660,393791220,23,3,1,143,129,24,20,95,51,68
2046891070,2046891070,393791220,23,3,1,143,129,24,20,95,51,68
2048041922,2048041922,393791220,23,3,1,143,129,24,20,95,51,68
2048884564,2048884564,393791220,23,3,1,143,129,24,20,95,51,68
2049884648,2049884648,393791220,23,3,1,143,129,24,20,95,51,68
2051031036,2051031036,393791220,23,3,1,143,129,24,20,95,51,68
2051919021,2051919021,393791220,23,3,1,143,129,24,20,95,51,68
2053023091,2053023091,393791220,23,3,1,143,129,24,20,95,51,68
2053980023,2053980023,393791220,23,3,1,143,129,24,20,95,51,68
2054952160,2054952160,393791220,23,3,1,143,129,24,20,95,51,68
2056050112,2056050112,393791220,23,3,1,143,129,24,20,95,51,68
2056935035,2056935035,393791220,23,3,1,143,129,24,20,95,51,68
2057891159,2057891159,393791220,23,3,1,143,129,24,20,95,51,68
2058993609,2058993609,393791220,23,3,1,143,129,24,20,95,51,68
