timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
298431131,0.215345,0.00431005,0.0416683
509393485,0.205944,0.00429949,0.0419537
509597468,0.233873,0.00419012,0.0441938
509797424,0.210244,0.00420142,0.0459238
510001871,0.218558,0.00423334,0.0465514
510205554,0.233402,0.00375693,0.0441865
