timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
2675625394,0.242435,0.00407675,0.0366989
2747559499,0.249001,0.00410263,0.0374511
2747762911,0.253321,0.00405265,0.0359365
2747967235,0.247719,0.00405139,0.0467942
2748167430,0.248469,0.00375704,0.0417812
2748370712,0.246297,0.00479848,0.0450453
