timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
2676168069,1559241342599548,408102891,-778706169,340663,306223,1.275,0.75403,4.035,10.806,0.84,1.97,100,8,0.645,0.644,-0.043,-0.935,1.53865,0,3,1,12
2676368039,1559241342799548,408102901,-778706171,341208,306767,1.304,0.754078,4.053,10.85,0.93,1.97,100,8,0.603,0.493,-0.347,-1.075,1.53865,0,3,1,11
2676575038,1559241342999549,408102908,-778706179,341537,307097,1.325,0.754126,4.08,10.903,0.96,2.13,100,8,0.564,0.297,-0.48,-0.992,1.53865,0,3,1,10
2676760033,1559241343199548,408102914,-778706184,342096,307656,1.35,0.754175,4.109,10.954,0.93,1.97,100,8,0.472,0.349,-0.318,-1.103,1.53865,0,3,1,11
2676973450,1559241343399548,408102922,-778706186,342648,308208,1.387,0.754225,4.142,11.011,0.93,1.97,93,4,0.464,0.375,-0.272,-1.222,1.53865,0,3,1,11
2677165588,1559241343599548,408102929,-778706189,343163,308723,1.421,0.754277,4.178,11.076,0.93,1.97,93,4,0.473,0.378,-0.284,-1.325,1.53865,0,3,1,11
2677367071,1559241343799548,408102944,-778706194,343674,309234,1.443,0.754333,4.213,11.144,0.84,1.97,93,4,0.787,0.699,-0.36,-1.334,1.53865,0,3,1,12
2677568038,1559241343999549,408102964,-778706188,343898,309457,1.475,0.754387,4.248,11.22,0.84,1.97,93,4,0.907,0.894,0.152,-0.742,1.53865,0,3,1,12
2677772035,1559241344199548,408102981,-778706188,344062,309621,2.163,0.754466,4.329,11.355,0.96,2.13,93,4,0.87,0.87,0.0,-0.8,1.53865,0,3,1,10
2677971099,1559241344399548,408102993,-778706195,344264,309824,2.337,0.75455,4.488,11.506,0.96,2.13,86,4,0.784,0.725,-0.297,-0.974,1.53865,0,3,1,10
2678165745,1559241344599548,408103014,-778706212,344448,310007,2.623,0.754646,4.75,11.671,0.87,2.13,86,4,1.212,0.985,-0.707,-0.842,1.53865,0,3,1,11
2678369790,1559241344799548,408103023,-778706213,344689,310249,3.049,0.754757,5.139,11.851,0.87,2.13,86,4,0.688,0.678,-0.115,-0.981,1.53865,0,3,1,11
2678569792,1559241344999549,408103053,-778706217,344822,310382,3.891,0.754898,5.635,12.041,0.84,1.97,86,4,1.187,1.144,-0.317,-0.662,1.53865,0,3,1,12
2678771374,1559241345199548,408103117,-778706202,345222,310782,2.81,0.682211,5.497,12.227,0.84,1.97,86,4,1.808,1.797,0.199,-1.061,0.752277,0,3,1,12
2678969813,1559241345399548,408103191,-778706187,345693,311253,1.84,0.352815,5.386,12.376,0.84,1.97,87,9,2.569,2.559,0.224,-1.131,0.227531,0,3,1,12
2679170433,1559241345599548,408103195,-778706188,345825,311384,1.849,0.653795,5.421,12.556,0.84,1.97,87,9,1.409,1.408,-0.049,-0.996,0.16831,0,3,1,12
2679365059,1559241345799548,408103171,-778706190,345832,311392,1.773,0.653869,5.454,12.73,0.84,1.97,87,9,0.24,-0.24,-0.013,-0.878,0.16831,0,3,1,12
2679570353,1559241345999549,408103146,-778706183,345886,311446,1.834,0.653946,5.479,12.909,0.84,1.97,87,9,1.152,-1.09,0.372,-0.919,0.16831,0,3,1,12
2679768181,1559241346199548,408103121,-778706171,345949,311509,1.815,0.69746,5.503,13.091,0.93,1.97,87,9,1.495,-1.404,0.515,-0.868,1.395,0,3,1,11
2679968378,1559241346399548,408103093,-778706163,345877,311437,1.779,0.561637,5.522,13.274,0.93,1.97,86,9,1.692,-1.658,0.335,-0.729,2.33376,0,3,1,11
2680166167,1559241346599548,408103090,-778706186,343535,309094,1.652,0.701716,5.533,13.365,0.87,1.65,86,9,1.158,-1.158,0.011,0.181,2.64556,0,3,1,12
2680370299,1559241346799548,408103081,-778706210,341420,306980,1.549,0.702084,5.539,13.454,0.87,1.65,86,9,1.297,-1.253,-0.337,0.651,3.02497,0,3,1,12
2680555095,1559241346999549,408103086,-778706243,339130,304689,1.528,0.702145,5.549,13.527,0.99,2.02,86,9,0.915,-0.75,-0.524,1.265,3.02497,0,3,1,9
