timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
76835996,0.189106,-0.10404,0.471847
76852000,0.191167,-0.100433,0.473901
76868005,0.190873,-0.101443,0.477716
76883097,0.194259,-0.105627,0.475515
76898135,0.193964,-0.102453,0.47038
76913012,0.193523,-0.101732,0.468325
76928148,0.194995,-0.102309,0.475955
76944060,0.1947,-0.102309,0.480357
76959258,0.195878,-0.105482,0.476982
76974241,0.193817,-0.101443,0.475515
76989006,0.197056,-0.103607,0.477716
77005036,0.19838,-0.103607,0.473901
77021045,0.195142,-0.100289,0.474928
77037005,0.195289,-0.105194,0.474928
77053015,0.191903,-0.102886,0.473901
77068042,0.195142,-0.100433,0.473314
77083006,0.190284,-0.105482,0.470233
77098245,0.193375,-0.0998563,0.47845
77113009,0.191315,-0.103174,0.471553
77128149,0.193375,-0.10101,0.473608
77143217,0.19735,-0.102453,0.476102
77158289,0.194847,-0.102597,0.477863
77172999,0.194995,-0.100578,0.473314
77188999,0.191756,-0.105338,0.47214
77205013,0.190873,-0.104328,0.468619
77221056,0.19367,-0.102597,0.475955
77236995,0.194406,-0.0997121,0.474048
77253036,0.189401,-0.0992793,0.471113
77268993,0.193817,-0.104184,0.477569
77285002,0.190578,-0.100289,0.480944
77300993,0.195878,-0.108223,0.475662
77316036,0.195289,-0.103896,0.47258
77331029,0.192934,-0.104184,0.473021
77345993,0.192345,-0.105627,0.472287
77360997,0.191315,-0.103319,0.47038
77376045,0.193081,-0.10404,0.476836
77391044,0.193964,-0.10303,0.47126
77406299,0.192934,-0.108079,0.475075
77421044,0.191462,-0.105915,0.475368
77436993,0.195584,-0.104617,0.474781
77453004,0.191609,-0.101876,0.471407
77469001,0.192787,-0.103607,0.47801
77485008,0.190431,-0.10404,0.474341
77501046,0.194553,-0.10202,0.475368
77516000,0.192934,-0.102886,0.479183
77531774,0.192639,-0.102309,0.475515
77547752,0.192934,-0.102164,0.480651
77563542,0.193375,-0.104184,0.481678
77579505,0.1947,-0.101587,0.47889
77594076,0.195878,-0.101732,0.471994
77609993,0.197939,-0.10779,0.473021
77626111,0.192051,-0.101876,0.477276
77642074,0.191462,-0.102597,0.477863
77657993,0.192198,-0.104905,0.480357
77674091,0.192051,-0.102453,0.474488
77690116,0.197203,-0.100866,0.477569
77705993,0.194406,-0.10303,0.477863
77721993,0.197497,-0.103463,0.47977
77737993,0.191609,-0.104617,0.475955
77753048,0.192198,-0.105194,0.477129
77768066,0.192492,-0.103751,0.473901
77783797,0.195584,-0.104328,0.479037
77799846,0.192934,-0.103174,0.480504
77815988,0.18999,-0.100433,0.466418
77831909,0.189548,-0.0998563,0.469499
77846302,0.193964,-0.0995678,0.473314
77862068,0.189842,-0.0961056,0.469499
77878110,0.191167,-0.101155,0.476249
77894067,0.193964,-0.102453,0.472287
77910004,0.194553,-0.0995678,0.478156
77926066,0.195584,-0.107213,0.472434
77941041,0.194995,-0.101299,0.465537
77955997,0.192787,-0.101443,0.47214
77971498,0.19102,-0.103319,0.480504
77987531,0.189548,-0.100866,0.475222
78003863,0.195878,-0.10505,0.473901
78019528,0.193375,-0.101732,0.47082
78035508,0.191315,-0.103751,0.477716
78051535,0.188959,-0.105194,0.480357
78066125,0.187782,-0.103463,0.481091
78081997,0.190137,-0.103896,0.4717
78098067,0.193081,-0.107213,0.478156
78114067,0.189401,-0.10101,0.478303
78130145,0.191903,-0.105482,0.482852
78145993,0.19367,-0.0989908,0.481384
78162004,0.189401,-0.102597,0.480797
78178079,0.189401,-0.100578,0.469793
78193041,0.192639,-0.101155,0.476689
78207996,0.192198,-0.10404,0.481531
78223777,0.189401,-0.103319,0.473754
78239971,0.187782,-0.103319,0.481091
78255875,0.192198,-0.104473,0.475222
78271876,0.195289,-0.106059,0.474195
78287987,0.193964,-0.103751,0.474928
78303795,0.192639,-0.102164,0.473901
78318109,0.191167,-0.105194,0.474341
78333999,0.188518,-0.0978367,0.472874
78350082,0.189401,-0.0988465,0.473901
78365014,0.190873,-0.104328,0.471407
78380042,0.192051,-0.0992793,0.470086
78395502,0.187045,-0.102597,0.472434
78411564,0.189106,-0.101587,0.470233
78427570,0.189254,-0.103607,0.475955
78443719,0.18999,-0.100866,0.480944
78459512,0.190284,-0.105771,0.477423
78475495,0.189548,-0.10101,0.476836
78491686,0.188665,-0.102453,0.476982
78506108,0.184396,-0.0989908,0.480357
78522067,0.183954,-0.10202,0.47889
78538067,0.186309,-0.10101,0.471113
78554133,0.185279,-0.0992793,0.473167
78570147,0.184396,-0.101732,0.477863
78585996,0.187782,-0.100578,0.4717
78601993,0.186309,-0.102453,0.473608
78617993,0.186162,-0.100866,0.473461
78634108,0.183807,-0.105627,0.475955
78649993,0.187045,-0.106492,0.477569
78666067,0.185426,-0.104761,0.467005
78681993,0.188959,-0.104905,0.474635
78697041,0.187929,-0.10303,0.47933
78711996,0.18366,-0.106204,0.471113
78727755,0.187634,-0.10404,0.46495
78743846,0.185426,-0.099135,0.471994
