timestamp,safety_switch_available,safety_off,override_available,override_enabled
2362795690,1,1,0,0
2362820049,1,1,0,0
2362843710,1,1,0,0
2362867695,1,1,0,0
2362887688,1,1,0,0
2362907710,1,1,0,0
2362931687,1,1,0,0
2362951734,1,1,0,0
2362971699,1,1,0,0
2362995687,1,1,0,0
2363015688,1,1,0,0
2363036011,1,1,0,0
2363059688,1,1,0,0
2363079687,1,1,0,0
2363099698,1,1,0,0
2363123688,1,1,0,0
2363147715,1,1,0,0
2363171716,1,1,0,0
2363191711,1,1,0,0
2363211720,1,1,0,0
2363235689,1,1,0,0
2363255690,1,1,0,0
2363279688,1,1,0,0
2363303687,1,1,0,0
2363327687,1,1,0,0
2363351687,1,1,0,0
2363375688,1,1,0,0
2363399687,1,1,0,0
2363423688,1,1,0,0
2363443687,1,1,0,0
2363463700,1,1,0,0
2363487688,1,1,0,0
2363507702,1,1,0,0
2363531698,1,1,0,0
2363555687,1,1,0,0
2363575910,1,1,0,0
2363599687,1,1,0,0
2363623688,1,1,0,0
2363643687,1,1,0,0
2363663687,1,1,0,0
2363687688,1,1,0,0
2363711687,1,1,0,0
2363735687,1,1,0,0
2363759688,1,1,0,0
2363779686,1,1,0,0
2363799691,1,1,0,0
2363819704,1,1,0,0
2363843682,1,1,0,0
2363867703,1,1,0,0
2363891686,1,1,0,0
2363911689,1,1,0,0
2363931774,1,1,0,0
2363955695,1,1,0,0
2363975688,1,1,0,0
2363995688,1,1,0,0
2364019688,1,1,0,0
2364039687,1,1,0,0
2364059686,1,1,0,0
2364080010,1,1,0,0
2364103687,1,1,0,0
2364123686,1,1,0,0
2364147697,1,1,0,0
2364167688,1,1,0,0
2364188017,1,1,0,0
2364211702,1,1,0,0
2364235691,1,1,0,0
2364260013,1,1,0,0
2364283694,1,1,0,0
2364303687,1,1,0,0
2364327720,1,1,0,0
2364351687,1,1,0,0
2364371726,1,1,0,0
2364395690,1,1,0,0
2364415687,1,1,0,0
2364435706,1,1,0,0
2364459686,1,1,0,0
2364479688,1,1,0,0
2364499695,1,1,0,0
2364523689,1,1,0,0
2364548026,1,1,0,0
2364571724,1,1,0,0
2364591706,1,1,0,0
2364615687,1,1,0,0
2364636487,1,1,0,0
2364660486,1,1,0,0
2364684585,1,1,0,0
2364708488,1,1,0,0
2364728841,1,1,0,0
2364752488,1,1,0,0
2364772513,1,1,0,0
2364796514,1,1,0,0
2364816488,1,1,0,0
2364840588,1,1,0,0
2364864488,1,1,0,0
2364888613,1,1,0,0
2364912487,1,1,0,0
2364932492,1,1,0,0
2364956498,1,1,0,0
2364976524,1,1,0,0
2364996628,1,1,0,0
2365020516,1,1,0,0
2365044506,1,1,0,0
2365068486,1,1,0,0
2365088807,1,1,0,0
2365112504,1,1,0,0
2365136488,1,1,0,0
2365160810,1,1,0,0
2365180487,1,1,0,0
2365200487,1,1,0,0
2365224490,1,1,0,0
2365248488,1,1,0,0
2365272494,1,1,0,0
2365292521,1,1,0,0
2365312583,1,1,0,0
2365336497,1,1,0,0
2365360488,1,1,0,0
2365380489,1,1,0,0
2365404588,1,1,0,0
2365428487,1,1,0,0
2365452817,1,1,0,0
2365476487,1,1,0,0
2365500501,1,1,0,0
2365524503,1,1,0,0
