timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
2676317348,-0.0325488,-0.0283726,-0.210131,0.0,0.99423,-0.0176698,-0.0123992,-0.105078,0.0,-1.0,1,0,0,0,0,0,0
2676417563,-0.0325488,-0.0283726,-0.210023,0.0,0.994235,-0.0176691,-0.0124002,-0.105024,0.0,-1.0,1,0,0,0,0,0,0
2676521632,-0.0325488,-0.0283726,-0.209888,0.0,0.994242,-0.0176683,-0.0124014,-0.104957,0.0,-1.0,1,0,0,0,0,0,0
2676621151,-0.0325488,-0.0283726,-0.20975,0.0,0.99425,-0.0176674,-0.0124026,-0.104888,0.0,-1.0,1,0,0,0,0,0,0
2676721426,-0.0325488,-0.0283726,-0.209618,0.0,0.994257,-0.0176666,-0.0124038,-0.104822,0.0,-1.0,1,0,0,0,0,0,0
2676825758,-0.0325488,-0.0283726,-0.209487,0.0,0.994263,-0.0176658,-0.0124049,-0.104757,0.0,-1.0,1,0,0,0,0,0,0
2676925593,-0.0325488,-0.0283726,-0.209375,0.0,0.994269,-0.0176651,-0.0124059,-0.104702,0.0,-1.0,1,0,0,0,0,0,0
2677025549,-0.0325488,-0.0283726,-0.209303,0.0,0.994273,-0.0176647,-0.0124066,-0.104666,0.0,-1.0,1,0,0,0,0,0,0
2677129488,-0.0325488,-0.0283726,-0.209209,0.0,0.994278,-0.0176641,-0.0124074,-0.104619,0.0,-1.0,1,0,0,0,0,0,0
2677229409,-0.0325488,-0.0283726,-0.209134,0.0,0.994282,-0.0176636,-0.0124081,-0.104582,0.0,-1.0,1,0,0,0,0,0,0
2677333144,-0.0325488,-0.0283726,-0.209091,0.0,0.994284,-0.0176634,-0.0124084,-0.10456,0.0,-1.0,1,0,0,0,0,0,0
2677433456,-0.0325488,-0.0283726,-0.209082,0.0,0.994285,-0.0176633,-0.0124085,-0.104556,0.0,-1.0,1,0,0,0,0,0,0
2677533279,-0.0325488,-0.0283726,-0.209091,0.0,0.994284,-0.0176634,-0.0124084,-0.10456,0.0,-1.0,1,0,0,0,0,0,0
2677637314,-0.0325488,-0.0283726,-0.209103,0.0,0.994284,-0.0176634,-0.0124083,-0.104566,0.0,-1.0,1,0,0,0,0,0,0
2677737785,-0.0325488,-0.0283726,-0.209126,0.0,0.994282,-0.0176636,-0.0124081,-0.104578,0.0,-1.0,1,0,0,0,0,0,0
2677837277,-0.0325488,-0.0283726,-0.209125,0.0,0.994282,-0.0176636,-0.0124081,-0.104577,0.0,-1.0,1,0,0,0,0,0,0
2677941163,-0.0325488,-0.0283726,-0.209178,0.0,0.99428,-0.0176639,-0.0124077,-0.104604,0.0,-1.0,1,0,0,0,0,0,0
2678041523,-0.0325488,-0.0283726,-0.209206,0.0,0.994278,-0.0176641,-0.0124074,-0.104618,0.0,-1.0,1,0,0,0,0,0,0
2678145413,-0.0325488,-0.0283726,-0.209253,0.0,0.994276,-0.0176644,-0.012407,-0.104641,0.0,-1.0,1,0,0,0,0,0,0
2678245499,-0.0325488,-0.0283726,-0.209318,0.0,0.994272,-0.0176648,-0.0124064,-0.104673,0.0,-1.0,1,0,0,0,0,0,0
2678345473,-0.0312633,-0.028373,-0.209374,0.0,0.994281,-0.0170261,-0.0124734,-0.104693,0.0,-1.0,1,0,0,0,0,0,0
2678449385,-0.032579,-0.0283726,-0.209394,0.0,0.994268,-0.0176802,-0.0124042,-0.104711,0.0,-1.0,1,0,0,0,0,0,0
2678549179,-0.0325496,-0.0283726,-0.209394,0.0,0.994268,-0.0176657,-0.0124057,-0.104711,0.0,-1.0,1,0,0,0,0,0,0
2678649437,-0.0325488,-0.0283726,-0.209357,0.0,0.99427,-0.017665,-0.0124061,-0.104693,0.0,-1.0,1,0,0,0,0,0,0
2678753489,-0.0325488,-0.0283726,-0.209349,0.0,0.994271,-0.017665,-0.0124062,-0.104689,0.0,-1.0,1,0,0,0,0,0,0
2678853150,-0.0325488,-0.0283726,-0.209329,0.0,0.994272,-0.0176648,-0.0124063,-0.104679,0.0,-1.0,1,0,0,0,0,0,0
2678957351,-0.0328544,-0.0283725,-0.209306,0.0,0.99427,-0.0178166,-0.0123905,-0.104669,0.0,-1.0,1,0,0,0,0,0,0
2679058225,-0.034057,-0.0283721,-0.209223,0.0,0.994264,-0.018414,-0.0123281,-0.104636,0.0,-1.0,1,0,0,0,0,0,0
2679158173,-0.0330821,-0.0283724,-0.209121,0.0,0.994278,-0.0179287,-0.0123802,-0.104579,0.0,-1.0,1,0,0,0,0,0,0
2679258310,-0.0322516,-0.0283727,-0.208994,0.0,0.994292,-0.017515,-0.0124249,-0.10451,0.0,-1.0,1,0,0,0,0,0,0
2679362628,-0.0326236,-0.0283726,-0.208833,0.0,0.994297,-0.017699,-0.0124068,-0.104433,0.0,-1.0,1,0,0,0,0,0,0
2679462135,-0.0325473,-0.0283726,-0.208667,0.0,0.994306,-0.01766,-0.0124122,-0.10435,0.0,-1.0,1,0,0,0,0,0,0
2679565957,-0.0325486,-0.0283726,-0.208544,0.0,0.994313,-0.0176599,-0.0124133,-0.104288,0.0,-1.0,1,0,0,0,0,0,0
2679666199,-0.0325488,-0.0283726,-0.20846,0.0,0.994317,-0.0176594,-0.012414,-0.104247,0.0,-1.0,1,0,0,0,0,0,0
2679765943,-0.0325488,-0.0283726,-0.208354,0.0,0.994323,-0.0176588,-0.0124149,-0.104194,0.0,-1.0,1,0,0,0,0,0,0
2679870126,-0.0325488,-0.0283726,-0.208213,0.0,0.99433,-0.0176579,-0.0124162,-0.104124,0.0,-1.0,1,0,0,0,0,0,0
2679970320,-0.034057,-0.0283721,-0.208073,0.0,0.994324,-0.0184069,-0.0123387,-0.104063,0.0,-1.0,1,0,0,0,0,0,0
2680069947,-0.0340299,-0.0286806,-0.207983,0.0,0.994326,-0.0184088,-0.0124943,-0.104021,0.0,-1.0,1,0,0,0,0,0,0
2680174106,-0.0340292,-0.0298541,-0.20786,0.0,0.994323,-0.0184684,-0.0130789,-0.103969,0.0,-1.0,1,0,0,0,0,0,0
