timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2362814963,2362814841,0.0112257,0.00511369,0.000460453,0.0,0.0,0.0,0.0,-1.0
2362914964,2362914841,0.0108676,0.00546265,0.000450072,0.0,0.0,0.0,0.0,-1.0
2363014975,2363014841,0.0110596,0.00588995,0.000449804,0.0,0.0,0.0,0.0,-1.0
2363118961,2363118840,0.0112157,0.00594603,0.000444568,0.0,0.0,0.0,0.0,-1.0
2363218969,2363218841,0.011093,0.00652441,0.00045628,0.0,0.0,0.0,0.0,-1.0
2363322974,2363322843,0.011296,0.00672806,0.000488763,0.0,0.0,0.0,0.0,-1.0
2363422965,2363422841,0.0112949,0.00696625,0.000174403,0.0,0.0,0.0,0.0,-1.0
2363522962,2363522841,0.0115247,0.00678935,0.000331158,0.0,0.0,0.0,0.0,-1.0
2363626967,2363626841,0.0115109,0.0069307,0.000415671,0.0,0.0,0.0,0.0,-1.0
2363727006,2363726842,0.0112365,0.00709913,0.000535564,0.0,0.0,0.0,0.0,-1.0
2363826978,2363826841,0.0114639,0.00728991,0.000348936,0.0,0.0,0.0,0.0,-1.0
2363931097,2363930841,0.0114622,0.00710215,0.00057257,0.0,0.0,0.0,0.0,-1.0
2364030962,2364030840,0.0112633,0.00735647,0.000439459,0.0,0.0,0.0,0.0,-1.0
2364134990,2364134841,0.0113566,0.00749099,0.000550684,0.0,0.0,0.0,0.0,-1.0
2364234965,2364234841,0.0113586,0.00750702,0.000325922,0.0,0.0,0.0,0.0,-1.0
2364335007,2364334841,0.011274,0.00780754,0.000558637,0.0,0.0,0.0,0.0,-1.0
2364438968,2364438841,0.0115053,0.00778225,0.000474342,0.0,0.0,0.0,0.0,-1.0
2364539006,2364538842,0.011811,0.00792012,0.000367884,0.0196718,0.0,0.0,0.0,-1.0
2364639775,2364639641,0.0116321,0.00813218,0.000552049,0.0611225,0.0,0.0,0.0,-1.0
2364743765,2364743641,0.0116393,0.00822592,0.000527432,0.0823616,0.0,0.0,0.0,-1.0
2364843767,2364843641,0.0117574,0.00826558,0.00145768,0.131645,0.0,0.0,0.0,-1.0
