timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
299146386,40.8101661988,-77.8706216059,338.323,-0.0,0.0441161,-0.104309,0.0413232,-0.189956,3.97474,5.0514,0.0,2,0,0,0
299350570,40.8101669641,-77.8706221252,338.298,-0.0,0.076026,-0.11427,0.0484533,-0.189808,3.95952,5.04504,0.0,2,0,0,0
299554396,40.8101675773,-77.8706225821,338.325,-0.0,0.100258,-0.121954,0.0452703,-0.189619,3.96048,5.04907,0.0,2,0,0,0
299758657,40.8101680493,-77.8706229401,338.322,-0.0,0.117767,-0.127482,0.047699,-0.189511,3.96224,5.05353,0.0,2,0,0,0
299958455,40.8101684349,-77.8706233108,338.324,-0.0,0.13214,-0.132312,0.0485851,-0.18929,3.96356,5.04715,0.0,2,0,0,0
300162453,40.8101688077,-77.8706237353,338.323,-0.0,0.144531,-0.137802,0.0502419,-0.189117,3.96504,5.05134,0.0,2,0,0,0
300366347,40.8101690393,-77.87062423,338.305,-0.0,0.151707,-0.145642,0.0539991,-0.188945,3.96915,5.05613,0.0,2,0,0,0
300570396,40.8101690721,-77.8706245957,338.304,-0.0,0.152428,-0.14926,0.0553494,-0.188772,3.97449,5.0497,0.0,2,0,0,0
300770362,40.8101690632,-77.87062492,338.293,-0.0,0.151869,-0.153145,0.0575056,-0.188618,3.98164,5.05435,0.0,2,0,0,0
300974351,40.8101690455,-77.8706252453,338.298,-0.0,0.151013,-0.155014,0.056378,-0.188593,3.99168,5.04825,0.0,2,0,0,0
301175477,40.8101690514,-77.8706255734,338.303,-0.0,0.152292,-0.158554,0.0573136,-0.188494,4.00323,5.05288,0.0,2,0,0,0
301375167,40.8101690668,-77.870625907,338.298,-0.0,0.154411,-0.161083,0.0577341,-0.188456,4.01715,5.05787,0.0,2,0,0,0
301579419,40.8101690975,-77.8706262302,338.333,-0.0,0.155514,-0.16191,0.0505422,-0.188497,4.03305,5.05117,0.0,2,0,0,0
301783159,40.810169121,-77.8706265136,338.344,-0.0,0.154892,-0.161251,0.0478396,-0.188912,4.05269,5.05626,0.0,2,0,0,0
301987165,40.8101691828,-77.870626871,338.343,-0.0,0.158435,-0.167731,0.0473514,-0.188535,4.07337,5.04963,0.0,2,0,0,0
302187181,40.8101692485,-77.870627298,338.337,-0.0,0.166295,-0.175169,0.0496089,-0.188075,4.09503,5.05444,0.0,2,0,0,0
302391169,40.8101693068,-77.8706276878,338.329,-0.0,0.17034,-0.176287,0.048964,-0.18787,4.11826,5.04805,0.0,2,0,0,0
302595260,40.8101694188,-77.870628048,338.36,-0.0,0.178918,-0.180529,0.0440257,-0.187791,4.14099,5.05274,0.0,2,0,0,0
302799166,40.8101697744,-77.8706285571,338.368,-0.0,0.187227,-0.181142,0.0410033,-0.187661,4.16463,5.05796,0.0,2,0,0,0
302999204,40.8101705198,-77.8706289375,338.406,-0.0,0.206765,-0.179289,0.0300699,-0.187608,4.18303,5.05083,0.0,2,0,0,0
303203200,40.81017162,-77.870629224,338.444,-0.0,0.235867,-0.182693,0.0292574,-0.187566,4.20247,5.05564,0.0,2,0,0,0
303407197,40.8101729824,-77.8706297181,338.451,-0.0,0.268284,-0.185046,0.0295984,-0.187499,4.21815,5.04881,0.0,2,0,0,0
303611194,40.8101746117,-77.870630184,338.433,-0.0,0.316876,-0.186763,0.0314644,-0.187412,4.23026,5.05335,0.0,2,0,0,0
303811239,40.8101764069,-77.8706308325,338.405,-0.0,0.360299,-0.196232,0.0338073,-0.187315,4.24002,5.05814,0.0,2,0,0,0
304011181,40.810178012,-77.870631773,338.363,-0.0,0.399717,-0.210899,0.0492228,-0.187216,4.25039,5.05088,0.0,2,0,0,0
304215160,40.8101796316,-77.8706324769,338.318,-0.0,0.436685,-0.214977,0.0593082,-0.187009,4.26435,5.05578,0.0,2,0,0,0
