timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
1973950746,-0.0325462,-0.0238927,-0.44878,0.0,0.974688,-0.0185211,-0.0080245,-0.222656,0.0,-1.0,1,0,0,0,0,0,0
1974051211,-0.0325462,-0.0238927,-0.448803,0.0,0.974686,-0.0185212,-0.00802429,-0.222667,0.0,-1.0,1,0,0,0,0,0,0
1974150978,-0.0325462,-0.0238927,-0.448805,0.0,0.974685,-0.0185212,-0.00802427,-0.222668,0.0,-1.0,1,0,0,0,0,0,0
1974255676,-0.0325462,-0.0238927,-0.448807,0.0,0.974685,-0.0185212,-0.00802425,-0.222669,0.0,-1.0,1,0,0,0,0,0,0
1974355824,-0.0325462,-0.0238927,-0.448783,0.0,0.974688,-0.0185211,-0.00802447,-0.222657,0.0,-1.0,1,0,0,0,0,0,0
1974460999,-0.0325462,-0.0238927,-0.44878,0.0,0.974688,-0.0185211,-0.0080245,-0.222656,0.0,-1.0,1,0,0,0,0,0,0
1974563843,-0.0325462,-0.0238927,-0.448795,0.0,0.974686,-0.0185212,-0.00802436,-0.222663,0.0,-1.0,1,0,0,0,0,0,0
1974663565,-0.0325462,-0.0238927,-0.448789,0.0,0.974687,-0.0185211,-0.00802442,-0.22266,0.0,-1.0,1,0,0,0,0,0,0
1974764364,-0.0325462,-0.0238927,-0.448836,0.0,0.974682,-0.0185213,-0.00802398,-0.222683,0.0,-1.0,1,0,0,0,0,0,0
1974868366,-0.0325462,-0.0238927,-0.448904,0.0,0.974674,-0.0185216,-0.00802335,-0.222716,0.0,-1.0,1,0,0,0,0,0,0
1974968819,-0.0325462,-0.0238927,-0.448941,0.0,0.97467,-0.0185218,-0.00802301,-0.222734,0.0,-1.0,1,0,0,0,0,0,0
1975072723,-0.0325462,-0.0238927,-0.448936,0.0,0.974671,-0.0185217,-0.00802306,-0.222732,0.0,-1.0,1,0,0,0,0,0,0
1975172350,-0.0325462,-0.0238927,-0.448901,0.0,0.974675,-0.0185216,-0.00802338,-0.222715,0.0,-1.0,1,0,0,0,0,0,0
1975273007,-0.0325462,-0.0238927,-0.448864,0.0,0.974679,-0.0185214,-0.00802373,-0.222697,0.0,-1.0,1,0,0,0,0,0,0
1975376736,-0.0325462,-0.0238927,-0.448856,0.0,0.97468,-0.0185214,-0.0080238,-0.222693,0.0,-1.0,1,0,0,0,0,0,0
1975476656,-0.0325462,-0.0238927,-0.448844,0.0,0.974681,-0.0185214,-0.00802391,-0.222687,0.0,-1.0,1,0,0,0,0,0,0
1975578073,-0.0325462,-0.0238927,-0.44889,0.0,0.974676,-0.0185215,-0.00802348,-0.222709,0.0,-1.0,1,0,0,0,0,0,0
1975681761,-0.0325462,-0.0238927,-0.448922,0.0,0.974672,-0.0185217,-0.00802318,-0.222725,0.0,-1.0,1,0,0,0,0,0,0
1975781157,-0.0325462,-0.0238927,-0.448996,0.0,0.974664,-0.018522,-0.0080225,-0.222761,0.0,-1.0,1,0,0,0,0,0,0
1975881446,-0.0325462,-0.0238927,-0.449007,0.0,0.974663,-0.018522,-0.0080224,-0.222766,0.0,-1.0,1,0,0,0,0,0,0
1975985461,-0.0325462,-0.0238927,-0.449019,0.0,0.974661,-0.0185221,-0.00802228,-0.222773,0.0,-1.0,1,0,0,0,0,0,0
1976085136,-0.0325462,-0.0238927,-0.449038,0.0,0.974659,-0.0185221,-0.00802211,-0.222782,0.0,-1.0,1,0,0,0,0,0,0
1976186948,-0.0340544,-0.0238923,-0.44905,0.0,0.974644,-0.0192571,-0.00785381,-0.222794,0.0,-1.0,1,0,0,0,0,0,0
1976287401,-0.0324839,-0.0238927,-0.449103,0.0,0.974653,-0.018492,-0.00802846,-0.222813,0.0,-1.0,1,0,0,0,0,0,0
1976391046,-0.0320343,-0.0239412,-0.449119,0.0,0.974655,-0.0182784,-0.00810202,-0.222819,0.0,-1.0,1,0,0,0,0,0,0
1976492006,-0.0325449,-0.0239012,-0.44916,0.0,0.974646,-0.0185229,-0.00802524,-0.222841,0.0,-1.0,1,0,0,0,0,0,0
1976592155,-0.0325464,-0.0238928,-0.449203,0.0,0.974641,-0.0185229,-0.00802061,-0.222862,0.0,-1.0,1,0,0,0,0,0,0
1976695818,-0.0325462,-0.0238927,-0.449239,0.0,0.974637,-0.018523,-0.00802025,-0.222879,0.0,-1.0,1,0,0,0,0,0,0
1976795520,-0.0325462,-0.0238927,-0.449304,0.0,0.97463,-0.0185232,-0.00801964,-0.222911,0.0,-1.0,1,0,0,0,0,0,0
1976896066,-0.0325462,-0.0238927,-0.44939,0.0,0.97462,-0.0185236,-0.00801885,-0.222953,0.0,-1.0,1,0,0,0,0,0,0
1976999869,-0.0325462,-0.0238927,-0.449465,0.0,0.974612,-0.0185239,-0.00801816,-0.22299,0.0648042,-1.0,1,0,0,0,0,0,0
1977099573,-0.0325462,-0.0238927,-0.449539,0.0,0.974604,-0.0185242,-0.00801747,-0.223026,0.0707895,-1.0,1,0,0,0,0,0,0
1977203560,-0.0325462,-0.0238927,-0.449641,0.0,0.974592,-0.0185246,-0.00801653,-0.223075,0.0646753,-1.0,1,0,0,0,0,0,0
1977303936,-0.0325462,-0.0238927,-0.449742,0.0,0.974581,-0.018525,-0.00801559,-0.223125,0.067479,-1.0,1,0,0,0,0,0,0
1977403835,-0.0325462,-0.0238927,-0.449749,0.0,0.97458,-0.018525,-0.00801553,-0.223128,0.0963482,-1.0,1,0,0,0,0,0,0
1977507561,-0.0324634,-0.0238927,-0.449773,0.0,0.974578,-0.0184847,-0.00802455,-0.22314,0.0874965,-1.0,1,0,0,0,0,0,0
1977607916,-0.0325496,-0.0249321,-0.449755,0.0,0.974571,-0.0186424,-0.00852163,-0.223138,0.0926884,-1.0,1,0,0,0,0,0,0
1977711827,-0.0325471,-0.0253761,-0.449748,0.0,0.974569,-0.0186906,-0.00873836,-0.223137,0.0947491,-1.0,1,0,0,0,0,0,0
1977811670,-0.032547,-0.025386,-0.449748,0.0,0.974569,-0.0186917,-0.00874319,-0.223137,0.0890589,-1.0,1,0,0,0,0,0,0
1977912197,-0.032547,-0.025386,-0.449748,0.0,0.974569,-0.0186917,-0.00874318,-0.223137,0.169791,-1.0,1,0,0,0,0,0,0
1978015852,-0.0322442,-0.0300236,-0.449677,0.0,0.97454,-0.0190602,-0.0110377,-0.223131,0.171639,-1.0,1,0,0,0,0,0,0
1978115565,-0.031041,-0.0292311,-0.449707,0.0,0.974555,-0.0183858,-0.0107854,-0.223134,0.169945,-1.0,1,0,0,0,0,0,0
1978216005,-0.0310668,-0.0253445,-0.449767,0.0,0.97458,-0.0179659,-0.00888791,-0.22314,0.16988,-1.0,1,0,0,0,0,0,0
1978319893,-0.0313724,-0.023837,-0.449787,0.0,0.974587,-0.017947,-0.00811899,-0.223142,0.169879,-1.0,1,0,0,0,0,0,0
1978419570,-0.0326178,-0.0238942,-0.449771,0.0,0.974577,-0.0185601,-0.00800808,-0.223139,0.16988,-1.0,1,0,0,0,0,0,0
1978520150,-0.0325445,-0.024411,-0.449764,0.0,0.974574,-0.0185819,-0.00826818,-0.223139,0.16988,-1.0,1,0,0,0,0,0,0
1978623815,-0.0325462,-0.0239012,-0.449772,0.0,0.974578,-0.018526,-0.00801943,-0.223139,0.16988,-1.0,1,0,0,0,0,0,0
1978723582,-0.0344428,-0.0238923,-0.44975,0.0,0.974562,-0.0194491,-0.00780373,-0.223136,0.16988,-1.0,1,0,0,0,0,0,0
1978827688,-0.0355323,-0.0238919,-0.449737,0.0,0.974553,-0.0199799,-0.00768211,-0.223134,0.177002,-1.0,1,0,0,0,0,0,0
1978928645,-0.0355057,-0.0238919,-0.449737,0.0,0.974553,-0.019967,-0.00768508,-0.223134,0.214362,-1.0,1,0,0,0,0,0,0
1979027535,-0.0355056,-0.0249313,-0.449718,0.0,0.974547,-0.0200826,-0.00819179,-0.223132,0.261063,-1.0,1,0,0,0,0,0,0
1979131673,-0.0352002,-0.0253754,-0.449714,0.0,0.974547,-0.0199832,-0.00844231,-0.223132,0.287686,-1.0,1,0,0,0,0,0,0
1979231992,-0.0325295,-0.0253859,-0.449748,0.0,0.974569,-0.0186831,-0.00874506,-0.223137,0.298742,-1.0,1,0,0,0,0,0,0
1979331569,-0.0325448,-0.025386,-0.449748,0.0,0.974569,-0.0186906,-0.00874342,-0.223137,0.331202,-1.0,1,0,0,0,0,0,0
1979435789,-0.032547,-0.025386,-0.449748,0.0,0.974569,-0.0186917,-0.00874318,-0.223137,0.336037,-1.0,1,0,0,0,0,0,0
1979536686,-0.032547,-0.025386,-0.449748,0.0,0.974569,-0.0186917,-0.00874318,-0.223137,0.33456,-1.0,1,0,0,0,0,0,0
1979639879,-0.0313436,-0.0237804,-0.449788,0.0,0.974588,-0.0179266,-0.0080946,-0.223142,0.328588,-1.0,1,0,0,0,0,0,0
1979739551,-0.0325342,-0.0238913,-0.449772,0.0,0.974578,-0.0185191,-0.00801597,-0.223139,0.336923,-1.0,1,0,0,0,0,0,0
1979840166,-0.032547,-0.0238928,-0.449772,0.0,0.974578,-0.0185255,-0.00801525,-0.223139,0.373237,-1.0,1,0,0,0,0,0,0
1979943887,-0.0325462,-0.0238927,-0.449772,0.0,0.974578,-0.0185251,-0.00801531,-0.223139,0.376633,-1.0,1,0,0,0,0,0,0
1980043567,-0.0325462,-0.0238927,-0.449772,0.0,0.974578,-0.0185251,-0.00801531,-0.223139,0.411407,-1.0,1,0,0,0,0,0,0
