timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
40453053,1559237774799555,408102526,-778707772,356953,322513,1.371,0.453138,5.42,6.245,0.77,1.05,78,6,0.314,-0.145,-0.279,-0.851,3.91394,0,3,1,12
40654919,1559237774999556,408102541,-778707757,357244,322803,1.439,0.453225,5.438,6.278,0.77,1.05,78,6,0.552,0.49,0.253,-0.846,3.91394,0,3,1,12
40853136,1559237775199555,408102558,-778707751,356957,322517,1.526,0.453317,5.455,6.317,0.77,1.05,78,6,0.947,0.898,-0.301,-0.437,3.91394,0,3,1,12
41053055,1559237775399555,408102574,-778707751,356568,322127,1.568,0.453412,5.471,6.354,0.77,1.05,78,3,0.957,0.877,-0.385,-0.022,3.91394,0,3,1,12
41254740,1559237775599555,408102605,-778707735,356604,322164,1.677,0.716883,5.483,6.393,0.77,1.05,78,3,1.481,1.435,0.368,-0.381,4.66279,0,3,1,12
41449296,1559237775799555,408102616,-778707721,356750,322310,1.489,0.71694,5.495,6.433,0.77,1.05,78,3,0.763,0.705,0.292,-0.741,4.66279,0,3,1,12
41650114,1559237775999556,408102623,-778707695,356902,322461,1.367,0.716992,5.509,6.474,0.77,1.05,78,3,0.932,0.309,0.879,-0.912,4.66279,0,3,1,12
41849348,1559237776199555,408102617,-778707676,356835,322395,1.325,0.717042,5.523,6.519,0.77,1.05,78,3,0.592,-0.276,0.524,-0.492,4.66279,0,3,1,12
42049338,1559237776399555,408102611,-778707670,356929,322489,1.816,0.717112,5.542,6.567,0.77,1.05,77,4,0.453,-0.433,-0.135,-0.189,4.66279,0,3,1,12
42249122,1559237776599555,408102619,-778707674,357007,322566,1.247,0.71716,5.56,6.601,0.77,1.05,77,4,0.637,0.034,-0.636,0.226,4.66279,0,3,1,12
42449056,1559237776799555,408102623,-778707668,357394,322954,1.477,0.717216,5.565,6.624,0.78,1.18,77,4,0.179,-0.178,0.015,0.091,4.66279,0,3,1,11
42650112,1559237776999556,408102623,-778707650,357823,323383,1.166,0.717261,5.585,6.66,0.77,1.05,77,4,0.589,-0.337,0.484,0.115,4.66279,0,3,1,12
42847661,1559237777199555,408102596,-778707644,358204,323764,1.842,0.717331,5.611,6.695,0.77,1.05,77,4,1.302,-1.301,0.048,-0.135,4.66279,0,3,1,12
43050119,1559237777399555,408102572,-778707653,358421,323980,2.011,0.717408,5.64,6.734,0.77,1.05,77,4,1.352,-1.163,-0.689,-0.482,4.66279,0,3,1,12
43249348,1559237777599555,408102573,-778707644,358336,323895,1.908,0.717481,5.672,6.775,0.77,1.05,77,4,0.552,-0.551,-0.038,-0.006,4.66279,0,3,1,12
43452680,1559237777799555,408102574,-778707643,358242,323802,1.503,0.717538,5.704,6.812,0.77,1.05,77,4,0.297,-0.036,-0.295,0.052,4.66279,0,3,1,12
43648333,1559237777999556,408102570,-778707649,358209,323769,1.437,0.717593,5.724,6.845,0.78,1.18,77,4,0.393,-0.08,-0.385,-0.227,4.66279,0,3,1,11
43861033,1559237778199555,408102557,-778707644,358481,324040,1.59,0.717654,5.743,6.88,0.78,1.18,77,4,0.712,-0.692,0.168,-0.446,4.66279,0,3,1,11
44048495,1559237778399555,408102547,-778707650,358486,324046,1.656,0.717717,5.761,6.918,0.78,1.18,72,5,0.672,-0.446,-0.503,-0.504,4.66279,0,3,1,11
44242245,1559237778599555,408102549,-778707644,358461,324020,1.756,0.717784,5.779,6.952,0.78,1.18,72,5,0.223,-0.218,-0.047,-0.099,4.66279,0,3,1,11
44453130,1559237778799555,408102547,-778707646,358648,324208,1.406,0.717838,5.795,6.988,0.78,1.18,72,5,0.358,-0.054,-0.354,-0.402,4.66279,0,3,1,11
44654115,1559237778999556,408102553,-778707638,358737,324297,1.416,0.717892,5.814,7.022,0.78,1.18,72,5,0.154,0.135,0.075,-0.354,4.66279,0,3,1,11
44854114,1559237779199555,408102545,-778707637,358867,324427,1.591,0.717953,5.832,7.054,0.78,1.18,72,5,0.285,-0.279,-0.062,-0.553,4.66279,0,3,1,11
45048504,1559237779399555,408102557,-778707619,358776,324335,1.546,0.718012,5.85,7.085,0.78,1.18,72,4,0.606,0.375,0.477,-0.569,4.66279,0,3,1,11
45252872,1559237779599555,408102563,-778707592,359010,324569,1.449,0.718067,5.866,7.119,0.78,1.18,72,4,0.974,0.177,0.958,-0.469,4.66279,0,3,1,11
45450120,1559237779799555,408102569,-778707568,359418,324978,1.639,0.71813,5.872,7.135,0.77,1.05,72,4,1.123,0.669,0.902,-0.443,4.66279,0,3,1,12
45640081,1559237779999556,408102592,-778707540,359806,325366,1.785,0.718198,5.893,7.165,0.77,1.05,72,4,1.431,1.179,0.812,-0.569,4.66279,0,3,1,12
