timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
36245101,0.0,-0.0,-2.668,0.0,0.23459,0.0,-0.0,-0.972094,0.0,-1.0,1,0,0,0,0,0,0
36345872,0.0,-0.0,-2.66777,0.0,0.234703,0.0,-0.0,-0.972067,0.0,-1.0,1,0,0,0,0,0,0
36445108,0.0,-0.0,-2.66757,0.0,0.2348,0.0,-0.0,-0.972044,0.0,-1.0,1,0,0,0,0,0,0
36549304,0.0,-0.0,-2.66722,0.0,0.234969,0.0,-0.0,-0.972003,0.0,-1.0,1,0,0,0,0,0,0
36649378,0.0,-0.0,-2.66678,0.0,0.235184,0.0,-0.0,-0.971951,0.0,-1.0,1,0,0,0,0,0,0
36749082,0.0,-0.0,-2.66625,0.0,0.235441,0.0,-0.0,-0.971889,0.0,-1.0,1,0,0,0,0,0,0
36853114,0.0,-0.0,-2.66576,0.0,0.235679,0.0,-0.0,-0.971831,0.0,-1.0,1,0,0,0,0,0,0
36953328,0.0,-0.0,-2.66523,0.0,0.235934,0.0,-0.0,-0.971769,0.0,-1.0,1,0,0,0,0,0,0
37057417,0.0,-0.0,-2.66467,0.0,0.23621,0.0,-0.0,-0.971702,0.0,-1.0,1,0,0,0,0,0,0
37157862,0.0,-0.0,-2.66418,0.0,0.236448,0.0,-0.0,-0.971644,0.0,-1.0,1,0,0,0,0,0,0
37258240,0.0,-0.0,-2.6637,0.0,0.236681,0.0,-0.0,-0.971587,0.0,-1.0,1,0,0,0,0,0,0
37357816,0.0,-0.0,-2.66319,0.0,0.236925,0.0,-0.0,-0.971528,0.0,-1.0,1,0,0,0,0,0,0
37461819,0.0,-0.0,-2.66261,0.0,0.23721,0.0,-0.0,-0.971458,0.0,-1.0,1,0,0,0,0,0,0
37562348,0.0,-0.0,-2.6621,0.0,0.237458,0.0,-0.0,-0.971398,0.0,-1.0,1,0,0,0,0,0,0
37666115,0.0,-0.0,-2.66177,0.0,0.237616,0.0,-0.0,-0.971359,0.0,-1.0,1,0,0,0,0,0,0
