timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
191708019,0,199585612,-1303587257,2511570,2473185,63.955,3.14159,4.29497e+06,3.75e+06,99.99,99.99,96,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0
191906093,0,202222184,-1307058875,2574169,2536270,63.969,3.14159,4.29497e+06,3.75e+06,99.99,99.99,96,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0
192107150,0,205096424,-1310869036,2643160,2605826,63.98,3.14159,4.29497e+06,3.75e+06,99.99,99.99,83,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0
192308126,0,199608095,-1303584132,2512107,2473720,64.049,3.14159,4.29497e+06,3.75e+06,99.99,99.99,83,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0
192507023,0,208248057,-1315068327,2719747,2683026,64.019,3.14159,4.29497e+06,3.75e+06,99.99,99.99,83,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0
192710953,0,211703156,-1319721471,2804822,2768768,64.023,3.14159,4.29497e+06,3.75e+06,99.99,99.99,83,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0
192908208,0,219738542,-1330711956,3007122,2972596,63.982,3.14159,4.29497e+06,3.75e+06,99.99,99.99,83,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0
193109051,0,238478446,-1357281907,3502299,3471198,63.798,3.14159,4.29497e+06,3.75e+06,99.99,99.99,72,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0
193306096,0,244558813,-1366208282,3669734,3639702,63.745,3.14159,4.29497e+06,3.75e+06,99.99,99.99,72,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0
193506096,0,244558813,-1366208282,3669734,3639702,63.777,3.14159,4.29497e+06,3.75e+06,99.99,99.99,72,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0
193704047,0,244558813,-1366208282,3669734,3639702,63.808,3.14159,4.29497e+06,3.75e+06,99.99,99.99,72,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0
193905356,0,244558813,-1366208282,3669734,3639702,63.839,3.14159,4.29497e+06,3.75e+06,99.99,99.99,72,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0
194105025,0,244558813,-1366208282,3669734,3639702,63.871,3.14159,4.29497e+06,3.75e+06,99.99,99.99,67,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
194305021,0,244558813,-1366208282,3669734,3639702,63.902,3.14159,4.29497e+06,3.75e+06,99.99,99.99,67,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
194505017,0,244558813,-1366208282,3669734,3639702,63.933,3.14159,4.29497e+06,3.75e+06,99.99,99.99,67,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
194703066,0,244558813,-1366208282,3669734,3639702,63.964,3.14159,4.29497e+06,3.75e+06,99.99,99.99,67,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
194903531,0,244558813,-1366208282,3669734,3639702,63.996,3.14159,4.29497e+06,3.75e+06,99.99,99.99,67,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
195104497,0,244558813,-1366208282,3669734,3639702,64.027,3.14159,4.29497e+06,3.75e+06,99.99,99.99,68,10,0.0,0.0,0.0,0.0,0.0,0,0,0,0
195307016,0,244558813,-1366208282,3669734,3639702,64.058,3.14159,4.29497e+06,3.75e+06,99.99,99.99,68,10,0.0,0.0,0.0,0.0,0.0,0,0,0,0
195505525,0,244558813,-1366208282,3669734,3639702,64.089,3.14159,4.29497e+06,3.75e+06,99.99,99.99,68,10,0.0,0.0,0.0,0.0,0.0,0,0,0,0
