timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
76338291,383.475,25.26,96803.0,1.15018
76841043,383.216,25.26,96806.0,1.15022
77343009,383.3,25.26,96805.0,1.1502
77857099,383.733,25.25,96800.0,1.15014
78359987,383.475,25.25,96803.0,1.15018
78860004,383.216,25.25,96806.0,1.15022
79377574,383.387,25.26,96804.0,1.15019
79881167,383.387,25.26,96804.0,1.15019
80383798,383.821,25.26,96799.0,1.15013
80899571,383.387,25.24,96804.0,1.15019
81401029,383.562,25.24,96802.0,1.15017
81903981,383.387,25.24,96804.0,1.15019
82417993,383.3,25.23,96805.0,1.1502
82920070,383.475,25.23,96803.0,1.15018
83421993,383.821,25.23,96799.0,1.15013
83937306,383.562,25.2,96802.0,1.15017
84440386,386.154,25.2,96772.0,1.14981
84944032,382.18,25.2,96818.0,1.15036
85459519,383.905,25.12,96798.0,1.15012
85963525,384.769,25.12,96788.0,1.15
86467517,385.287,25.12,96782.0,1.14993
86980008,385.115,25.14,96784.0,1.14995
87482295,385.203,25.14,96783.0,1.14994
87985346,384.598,25.14,96790.0,1.15003
88499574,385.462,25.12,96780.0,1.14991
89001996,385.203,25.12,96783.0,1.14994
89505343,385.462,25.12,96780.0,1.14991
90019575,384.856,25.13,96787.0,1.14999
90523562,385.546,25.13,96779.0,1.14989
91027823,384.423,25.13,96792.0,1.15005
91543997,384.685,25.11,96789.0,1.15001
92046076,384.598,25.11,96790.0,1.15003
92548009,384.598,25.11,96790.0,1.15003
93059997,384.944,25.1,96786.0,1.14998
93561365,384.944,25.1,96786.0,1.14998
94066552,385.546,25.1,96779.0,1.14989
94580010,386.326,25.09,96770.0,1.14979
95084003,386.413,25.09,96769.0,1.14978
95588015,386.497,25.09,96768.0,1.14976
96104498,385.721,25.07,96777.0,1.14987
96607005,384.251,25.07,96794.0,1.15007
97109154,382.782,25.07,96811.0,1.15027
97627099,384.51,25.02,96791.0,1.15004
98132246,384.423,25.02,96792.0,1.15005
98634556,384.08,25.02,96796.0,1.1501
99148060,384.51,25.0,96791.0,1.15004
99651003,385.546,25.0,96779.0,1.14989
100153358,384.251,25.0,96794.0,1.15007
100666109,384.769,25.0,96788.0,1.15
101168003,384.769,25.0,96788.0,1.15
101670066,385.374,25.0,96781.0,1.14992
102184004,385.546,24.98,96779.0,1.14989
102687047,385.895,24.98,96775.0,1.14985
103189397,386.413,24.98,96769.0,1.14978
103704004,386.067,24.98,96773.0,1.14982
104209911,386.326,24.98,96770.0,1.14979
104711993,386.672,24.98,96766.0,1.14974
105226073,385.633,24.96,96778.0,1.14988
105728005,384.944,24.96,96786.0,1.14998
106231070,384.685,24.96,96789.0,1.15001
106746540,385.979,24.93,96774.0,1.14984
107248007,386.238,24.93,96771.0,1.1498
107753590,386.238,24.93,96771.0,1.1498
108269396,386.067,24.93,96773.0,1.14982
108771993,386.497,24.93,96768.0,1.14976
109274993,386.154,24.93,96772.0,1.14981
109786000,385.546,24.93,96779.0,1.14989
110288003,385.028,24.93,96785.0,1.14997
110790076,384.769,24.93,96788.0,1.15
111303996,386.497,24.88,96768.0,1.14976
111809556,386.238,24.88,96771.0,1.1498
112311996,386.238,24.88,96771.0,1.1498
112826276,386.326,24.89,96770.0,1.14979
113329634,385.808,24.89,96776.0,1.14986
113831000,385.895,24.89,96775.0,1.14985
114345436,385.979,24.89,96774.0,1.14984
114847999,385.979,24.89,96774.0,1.14984
115353506,385.546,24.89,96779.0,1.14989
115866944,386.067,24.86,96773.0,1.14982
116367993,385.546,24.86,96779.0,1.14989
116870047,387.018,24.86,96762.0,1.14969
117385587,386.844,24.83,96764.0,1.14972
117888001,386.238,24.83,96771.0,1.1498
118390058,386.497,24.83,96768.0,1.14976
118905579,386.756,24.81,96765.0,1.14973
119406993,386.326,24.81,96770.0,1.14979
119909447,385.979,24.81,96774.0,1.14984
120422055,386.672,24.78,96766.0,1.14974
120923995,385.462,24.78,96780.0,1.14991
121427008,385.546,24.78,96779.0,1.14989
121938089,386.844,24.73,96764.0,1.14972
122442304,386.585,24.73,96767.0,1.14975
122945489,385.808,24.73,96776.0,1.14986
123459044,386.154,24.73,96772.0,1.14981
123962897,386.413,24.73,96769.0,1.14978
124465425,386.067,24.73,96773.0,1.14982
124979046,385.633,24.72,96778.0,1.14988
125483456,384.944,24.72,96786.0,1.14998
125986667,385.287,24.72,96782.0,1.14993
126498996,385.808,24.72,96776.0,1.14986
127002345,386.154,24.72,96772.0,1.14981
127502993,386.497,24.72,96768.0,1.14976
128016006,387.277,24.71,96759.0,1.14966
128519046,386.756,24.71,96765.0,1.14973
129022059,387.19,24.71,96760.0,1.14967
129538619,387.708,24.69,96754.0,1.1496
130040047,387.19,24.69,96760.0,1.14967
130543005,387.449,24.69,96757.0,1.14963
131054583,387.277,24.68,96759.0,1.14966
131557145,387.19,24.68,96760.0,1.14967
132058064,387.018,24.68,96762.0,1.14969
132573126,386.931,24.67,96763.0,1.1497
133073996,386.844,24.67,96764.0,1.14972
133575995,386.585,24.67,96767.0,1.14975
134091993,386.413,24.67,96769.0,1.14978
134595054,386.238,24.67,96771.0,1.1498
135096005,385.979,24.67,96774.0,1.14984
135610054,385.895,24.66,96775.0,1.14985
136111996,386.238,24.66,96771.0,1.1498
136617503,386.238,24.66,96771.0,1.1498
137131210,386.238,24.65,96771.0,1.1498
137633776,385.808,24.65,96776.0,1.14986
138134996,386.154,24.65,96772.0,1.14981
138647010,385.895,24.66,96775.0,1.14985
139149131,385.374,24.66,96781.0,1.14992
139651045,385.203,24.66,96783.0,1.14994
140163993,385.808,24.63,96776.0,1.14986
140669492,385.895,24.63,96775.0,1.14985
141172049,385.115,24.63,96784.0,1.14995
141686998,386.413,24.6,96769.0,1.14978
142189448,385.895,24.6,96775.0,1.14985
142690159,386.154,24.6,96772.0,1.14981
143203050,386.756,24.58,96765.0,1.14973
143705406,385.721,24.58,96777.0,1.14987
144208004,385.721,24.58,96777.0,1.14987
144723055,386.497,24.59,96768.0,1.14976
145226310,386.154,24.59,96772.0,1.14981
145728013,385.979,24.59,96774.0,1.14984
146245140,386.497,24.56,96768.0,1.14976
146746152,386.585,24.56,96767.0,1.14975
147248010,386.067,24.56,96773.0,1.14982
147765162,386.585,24.54,96767.0,1.14975
148266155,386.413,24.54,96769.0,1.14978
148770547,386.154,24.54,96772.0,1.14981
149285318,385.979,24.52,96774.0,1.14984
149786382,386.154,24.52,96772.0,1.14981
150287999,386.497,24.52,96768.0,1.14976
150802157,387.277,24.5,96759.0,1.14966
151304004,386.844,24.5,96764.0,1.14972
151805996,386.497,24.5,96768.0,1.14976
152319046,385.895,24.51,96775.0,1.14985
152821128,385.115,24.51,96784.0,1.14995
153322069,385.633,24.51,96778.0,1.14988
153834993,385.374,24.51,96781.0,1.14992
154337903,385.979,24.51,96774.0,1.14984
154839994,385.808,24.51,96776.0,1.14986
155353447,385.462,24.51,96780.0,1.14991
155855056,385.546,24.51,96779.0,1.14989
156357312,385.462,24.51,96780.0,1.14991
156874403,385.895,24.49,96775.0,1.14985
157376006,386.326,24.49,96770.0,1.14979
157877993,385.895,24.49,96775.0,1.14985
158390996,386.154,24.48,96772.0,1.14981
158893306,385.633,24.48,96778.0,1.14988
159394008,385.287,24.48,96782.0,1.14993
159906077,385.374,24.44,96781.0,1.14992
160408008,386.067,24.44,96773.0,1.14982
160913418,386.154,24.44,96772.0,1.14981
161429304,385.374,24.44,96781.0,1.14992
161931095,385.203,24.44,96783.0,1.14994
162433474,385.028,24.44,96785.0,1.14997
162946067,384.598,24.45,96790.0,1.15003
163446996,384.251,24.45,96794.0,1.15007
163949467,384.423,24.45,96792.0,1.15005
164465405,384.51,24.42,96791.0,1.15004
164967996,383.821,24.42,96799.0,1.15013
165469997,384.339,24.42,96793.0,1.15006
165983994,383.649,24.41,96801.0,1.15016
166489505,383.475,24.41,96803.0,1.15018
166992002,382.957,24.41,96809.0,1.15025
167505566,382.869,24.38,96810.0,1.15026
168008012,382.093,24.38,96819.0,1.15037
168510072,381.141,24.38,96830.0,1.1505
169025460,383.044,24.23,96808.0,1.15024
169526998,383.992,24.23,96797.0,1.15011
170029475,383.733,24.23,96800.0,1.15014
170544004,383.821,24.23,96799.0,1.15013
