timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
46894041,32767,32767,32767,32767,32767,32767,32767,32767
46898043,32767,32767,32767,32767,32767,32767,32767,32767
46902041,32767,32767,32767,32767,32767,-90,32767,32767
46906044,32767,32767,32767,32767,32767,32767,32767,32767
46910041,32767,32767,32767,32767,32767,32767,32767,32767
46914044,32767,32767,32767,32767,32767,-60,32767,32767
46918075,32767,32767,32767,32767,32767,32767,32767,32767
46922043,32767,32767,-50,32767,32767,32767,32767,32767
46926042,32767,32767,32767,32767,32767,32767,32767,32767
46930053,32767,32767,32767,32767,32767,-69,32767,32767
46934042,32767,32767,32767,32767,32767,32767,32767,32767
46938052,32767,32767,32767,32767,32767,32767,32767,32767
46942041,32767,32767,32767,32767,-78,32767,32767,32767
46946073,32767,32767,32767,32767,32767,-91,32767,32767
46950041,32767,32767,32767,32767,32767,32767,32767,32767
46954041,32767,32767,32767,32767,32767,32767,32767,32767
46958041,32767,32767,32767,32767,32767,32767,32767,32767
46962044,32767,32767,32767,32767,32767,-90,32767,32767
46966041,32767,32767,32767,32767,32767,32767,32767,32767
46970041,32767,32767,32767,32767,32767,32767,32767,32767
46974075,32767,32767,32767,32767,32767,32767,32767,32767
46978054,32767,32767,32767,32767,32767,-90,32767,32767
46982042,32767,32767,32767,32767,32767,32767,32767,32767
46986041,32767,32767,32767,32767,32767,32767,32767,32767
46990053,32767,32767,32767,32767,32767,32767,32767,32767
46994072,32767,32767,32767,32767,32767,-90,32767,32767
46998055,32767,32767,32767,32767,32767,32767,32767,32767
47002075,32767,32767,32767,32767,32767,32767,32767,32767
47006041,32767,32767,32767,32767,32767,32767,32767,32767
47010041,32767,32767,32767,32767,32767,-90,32767,32767
47014041,32767,32767,32767,32767,32767,32767,32767,32767
47018055,32767,32767,32767,32767,32767,32767,32767,32767
47022041,32767,32767,32767,32767,32767,32767,32767,32767
47026041,32767,32767,32767,32767,32767,-91,32767,32767
47030074,32767,32767,32767,32767,32767,32767,32767,32767
47034041,32767,32767,32767,32767,32767,32767,32767,32767
47038041,32767,32767,32767,32767,32767,32767,32767,32767
47042055,32767,32767,32767,32767,32767,-90,32767,32767
47046042,32767,32767,32767,32767,32767,32767,32767,32767
47050041,32767,32767,32767,32767,32767,32767,32767,32767
47054054,32767,32767,32767,32767,32767,32767,32767,32767
47058073,32767,32767,32767,32767,32767,-91,32767,32767
47062041,32767,32767,32767,32767,32767,32767,32767,32767
47066045,32767,32767,32767,32767,32767,32767,32767,32767
47070041,32767,32767,32767,32767,32767,32767,32767,32767
47074041,32767,32767,32767,32767,32767,-90,32767,32767
47078051,32767,32767,32767,32767,32767,32767,32767,32767
47082044,32767,32767,32767,32767,32767,32767,32767,32767
47086075,32767,32767,32767,32767,32767,32767,32767,32767
47090041,32767,32767,32767,32767,32767,-90,32767,32767
47094041,32767,32767,32767,32767,32767,32767,32767,32767
47098041,32767,32767,32767,32767,32767,32767,32767,32767
47102048,32767,32767,32767,32767,32767,-60,32767,32767
47106041,32767,32767,32767,32767,32767,32767,32767,32767
47110041,32767,32767,32767,32767,32767,32767,32767,32767
47114073,32767,32767,32767,32767,32767,32767,32767,32767
47118041,32767,32767,32767,32767,32767,-70,32767,32767
47122056,32767,32767,-58,32767,32767,32767,32767,32767
47126042,32767,32767,32767,32767,32767,32767,32767,32767
47130041,32767,32767,32767,32767,32767,32767,32767,32767
47134044,32767,32767,32767,32767,32767,-78,32767,32767
47138044,32767,32767,32767,32767,32767,32767,32767,32767
47142075,32767,32767,32767,32767,32767,32767,32767,32767
47146052,32767,32767,32767,32767,32767,32767,32767,32767
47150041,32767,32767,32767,32767,32767,-90,32767,32767
47154041,32767,32767,32767,32767,32767,32767,32767,32767
47158050,32767,32767,32767,32767,32767,32767,32767,32767
47162041,32767,32767,32767,32767,32767,-60,32767,32767
