timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
2676316816,40.810287027,-77.8706245517,307.74,-34.5872,-0.0800499,0.0685841,0.0115272,-0.210593,3.9301,5.05218,0.0,2,0,0,0
2676520792,40.8102878089,-77.870624101,307.782,-34.5872,-0.0488638,0.0696347,0.000172687,-0.21035,3.93194,5.04611,0.0,2,0,0,0
2676720765,40.8102884591,-77.8706239685,307.828,-34.5872,-0.023442,0.0622088,-0.0138409,-0.21008,3.93321,5.05026,0.0,2,0,0,0
2676924855,40.8102890584,-77.8706239978,307.873,-34.5872,-0.00165374,0.0509705,-0.0255699,-0.209837,3.9348,5.05467,0.0,2,0,0,0
2677128769,40.8102896375,-77.870624048,307.918,-34.5872,0.0191822,0.0401415,-0.0368,-0.209671,3.93732,5.04843,0.0,2,0,0,0
2677328863,40.8102902133,-77.8706240988,307.964,-34.5872,0.039155,0.0306661,-0.0479887,-0.20955,3.93949,5.05277,0.0,2,0,0,0
2677529066,40.8102909067,-77.8706241936,308.007,-34.5872,0.0620144,0.020786,-0.0587468,-0.209548,3.94186,5.04649,0.0,2,0,0,0
2677729187,40.8102918094,-77.8706241255,308.037,-34.5872,0.0908545,0.0162297,-0.0681941,-0.209593,3.94447,5.05074,0.0,2,0,0,0
2677932743,40.8102927599,-77.8706239122,308.065,-34.5872,0.119697,0.0148505,-0.0748471,-0.209632,3.9494,5.05544,0.0,2,0,0,0
2678137125,40.8102936911,-77.8706237101,308.069,-34.5872,0.145028,0.0134796,-0.0766893,-0.209713,3.95614,5.04917,0.0,2,0,0,0
2678337086,40.8102945996,-77.8706236528,308.075,-34.5872,0.169987,0.00981715,-0.0777438,-0.209814,3.96376,5.05381,0.0,2,0,0,0
2678536822,40.8102954719,-77.8706236339,308.086,-34.5872,0.191636,0.00664076,-0.0794721,-0.209862,3.97342,5.04749,0.0,2,0,0,0
2678740784,40.8102963405,-77.8706236177,308.098,-34.5872,0.211922,0.00266064,-0.0805249,-0.209819,3.98541,5.05209,0.0,2,0,0,0
2678944793,40.8102974505,-77.8706235425,308.113,-34.5872,0.238657,0.000488767,-0.0824471,-0.209765,3.99724,5.0572,0.0,2,0,0,0
2679145559,40.810299378,-77.8706233204,308.136,-34.5872,0.290423,0.00199648,-0.0850845,-0.209605,4.00544,5.05037,0.0,2,0,0,0
2679345559,40.8103016631,-77.8706230946,308.164,-34.5872,0.351387,0.00325833,-0.0897862,-0.209325,4.0137,5.05506,0.0,2,0,0,0
2679549557,40.810303491,-77.8706229033,308.186,-34.5872,0.391786,0.00328953,-0.0941359,-0.209017,4.02136,5.04832,0.0,2,0,0,0
2679753596,40.8103045504,-77.870622553,308.183,-34.5872,0.405444,0.00795047,-0.0934925,-0.208827,4.0302,5.05305,0.0,2,0,0,0
2679953807,40.8103048687,-77.870621985,308.198,-34.5872,0.395861,0.0177598,-0.0971734,-0.208574,4.03774,5.0579,0.0,2,0,0,0
2680153565,40.8103045842,-77.8706213283,308.208,-34.5872,0.368035,0.0285798,-0.09772,-0.208395,4.04484,5.05087,0.0,2,0,0,0
2680357734,40.8103040163,-77.8706208434,308.218,-34.5872,0.332984,0.0349086,-0.0976676,-0.208143,4.05078,5.05553,0.0,2,0,0,0
2680561565,40.8103031296,-77.8706207878,308.21,-34.5872,0.287988,0.0314995,-0.0934058,-0.20791,4.05657,5.04881,0.0,2,0,0,0
2680765652,40.8103023263,-77.8706212781,308.168,-34.5872,0.249336,0.0156679,-0.0815703,-0.207674,4.06093,5.05329,0.0,2,0,0,0
2680965570,40.8103020676,-77.8706216854,308.14,-34.5872,0.230087,0.00309687,-0.071356,-0.20748,4.06655,5.05812,0.0,2,0,0,0
2681165867,40.8103022821,-77.8706219461,308.079,-34.5872,0.226316,-0.00445465,-0.0556718,-0.207324,4.07234,5.05099,0.0,2,0,0,0
2681369592,40.8103029364,-77.870622139,308.029,-34.5872,0.236742,-0.010845,-0.0449112,-0.207179,4.07936,5.0559,0.0,2,0,0,0
2681573583,40.8103037131,-77.8706223091,307.999,-34.5872,0.252688,-0.0182088,-0.0388341,-0.207103,4.08521,5.04897,0.0,2,0,0,0
2681777592,40.8103043633,-77.8706225862,307.968,-34.5872,0.251435,-0.0247126,-0.0336567,-0.207095,4.09156,5.05373,0.0,2,0,0,0
2681978373,40.8103050118,-77.8706228339,307.948,-34.5872,0.260937,-0.0321428,-0.028677,-0.207324,4.09698,5.05863,0.0,2,0,0,0
2682182409,40.8103051679,-77.8706229682,307.932,-34.5872,0.249226,-0.031125,-0.0235624,-0.207264,4.10089,5.06382,0.0,2,0,0,0
2682386366,40.8103050624,-77.8706231557,307.916,-34.5872,0.231504,-0.040287,-0.0167639,-0.207541,4.10588,5.06956,0.0,2,0,0,0
2682586641,40.8103050621,-77.8706233887,307.924,-34.5872,0.217762,-0.0453073,-0.00899664,-0.207542,4.11018,5.05893,0.0,2,0,0,0
2682786392,40.8103050654,-77.870623545,308.012,-34.5872,0.200796,-0.0478847,-0.0297192,-0.20758,4.11377,5.06409,0.0,2,0,0,0
2682990389,40.8103053586,-77.870623461,308.056,-34.5872,0.213119,-0.0418932,-0.0310009,-0.208001,4.11596,5.06952,0.0,2,0,0,0
2683194382,40.8103062897,-77.8706232541,308.041,-34.5872,0.219711,-0.0372314,-0.0327911,-0.209103,4.11941,5.05948,0.0,2,0,0,0
2683394399,40.8103076754,-77.870622947,308.015,-34.5872,0.243653,-0.0259265,-0.0311585,-0.2113,4.12175,5.06462,0.0,2,0,0,0
2683594396,40.8103089321,-77.8706228966,308.0,-34.5872,0.268361,-0.0167863,-0.0355722,-0.211713,4.12594,5.05539,0.0,2,0,0,0
2683798363,40.8103099937,-77.8706227915,308.02,-34.5872,0.277992,0.0103831,-0.17693,-0.213158,4.12961,5.0603,0.0,2,0,0,0
2684002362,40.8103109934,-77.8706226861,308.066,-34.5872,0.272295,0.0313583,-0.398728,-0.215403,4.13405,5.06576,0.0,2,0,0,0
2684206378,40.8103118505,-77.8706224153,308.19,-34.5872,0.275044,0.0675359,-0.62368,-0.21729,4.13684,5.05656,0.0,2,0,0,0
2684406708,40.8103123865,-77.8706221173,308.329,-34.5872,0.257256,0.101389,-0.596177,-0.21576,4.13938,5.06153,0.0,2,0,0,0
2684606675,40.8103128575,-77.8706218949,308.418,-34.5872,0.239245,0.114314,-0.45389,-0.211562,4.14211,5.05303,0.0,2,0,0,0
2684810394,40.8103132341,-77.8706221892,308.428,-34.5872,0.214846,0.0435333,-0.361534,-0.195262,4.14388,5.05792,0.0,2,0,0,0
2685010412,40.8103131157,-77.8706222959,308.448,-34.5872,0.177559,-0.0826571,-0.350844,-0.16063,4.11366,5.06255,0.0,2,0,0,0
2685214362,40.8103125898,-77.8706220904,308.465,-34.5872,0.121253,-0.19288,-0.472287,-0.110501,4.14282,5.05437,0.0,2,0,0,0
2685414414,40.8103120754,-77.8706221425,308.518,-34.5872,0.0854537,-0.265351,-0.592762,-0.0588389,4.14239,5.05911,0.0,2,0,0,0
