timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
54937551,54937428,0.00631316,0.00399378,0.000384154,0.0,0.0,0.0,0.0,-1.0
55037558,55037428,0.00655084,0.00360002,8.04017e-05,0.0,0.0,0.0,0.0,-1.0
55137551,55137428,0.00625686,0.00357804,0.000271982,0.0,0.0,0.0,0.0,-1.0
55237561,55237437,0.00641757,0.0040886,0.000132462,0.0,0.0,0.0,0.0,-1.0
55341587,55341428,0.00630955,0.00364016,0.000155306,0.0,0.0,0.0,0.0,-1.0
55441549,55441428,0.00634321,0.00388283,0.000253935,0.0,0.0,0.0,0.0,-1.0
55542390,55542228,0.00625712,0.00349764,0.000263314,0.0,0.0,0.0,0.0,-1.0
55646354,55646228,0.00625076,0.00361857,2.51786e-05,0.0,0.0,0.0,0.0,-1.0
55746350,55746228,0.0064805,0.0038112,0.000227667,0.0,0.0,0.0,0.0,-1.0
55846353,55846228,0.0062811,0.00367461,0.000422798,0.0,0.0,0.0,0.0,-1.0
55950389,55950228,0.00644552,0.00361886,0.000199897,0.0,0.0,0.0,0.0,-1.0
56050351,56050228,0.00788934,0.00395692,0.00018211,0.0,0.0,0.0,0.0,-1.0
56150350,56150228,0.00707102,0.0038159,0.00037355,0.0,0.0,0.0,0.0,-1.0
56254402,56254240,0.00770645,0.00385045,0.000294404,0.0,0.0,0.0,0.0,-1.0
56354436,56354274,0.00639769,0.00380528,0.000218478,0.0,0.0,0.0,0.0,-1.0
56458389,56458228,0.00753013,0.00360823,9.52918e-05,0.0632166,0.0,0.0,0.0,-1.0
56558350,56558228,0.00697212,0.00368094,-0.000725059,0.122491,0.0,0.0,0.0,-1.0
56658352,56658228,0.0063159,0.00424103,-0.00244165,0.138287,0.0,0.0,0.0,-1.0
56762350,56762228,0.00653065,0.00396215,-0.00112578,0.14213,0.0,0.0,0.0,-1.0
56862353,56862228,0.00651302,0.00382075,0.000129618,0.172857,0.0,0.0,0.0,-1.0
56962353,56962228,0.0063495,0.00377907,0.000923466,0.176943,0.0,0.0,0.0,-1.0
57066387,57066265,0.00666033,0.00359837,0.00476604,0.171199,0.0,0.0,0.0,-1.0
57166439,57166275,0.00637636,0.00375655,0.000750049,0.171118,0.0,0.0,0.0,-1.0
57270353,57270228,0.00668209,0.00409584,0.00251797,0.171085,0.0,0.0,0.0,-1.0
57370365,57370228,0.00548721,0.00321873,8.92106e-05,0.171333,0.0,0.0,0.0,-1.0
57470350,57470228,0.00748854,0.00462696,0.00262973,0.172313,0.0,0.0,0.0,-1.0
57574351,57574228,0.00537222,0.00312428,-0.00041559,0.171033,0.0,0.0,0.0,-1.0
57674354,57674228,0.00701205,0.00400862,0.00335919,0.171125,0.0,0.0,0.0,-1.0
57774353,57774228,0.00626115,0.00361236,-0.000471727,0.171091,0.0,0.0,0.0,-1.0
57878390,57878266,0.00599122,0.00311122,0.00258352,0.171084,0.0,0.0,0.0,-1.0
57978394,57978273,0.0072567,0.00444633,0.0010141,0.171084,0.0,0.0,0.0,-1.0
58082353,58082228,0.00576981,0.00312152,0.00237276,0.171084,0.0,0.0,0.0,-1.0
58182352,58182228,0.00630705,0.00386433,0.00122311,0.171084,0.0,0.0,0.0,-1.0
58282358,58282228,0.00713075,0.00405202,0.00219822,0.171084,0.0,0.0,0.0,-1.0
58386367,58386228,0.00562476,0.00298333,0.00201093,0.171084,0.0,0.0,0.0,-1.0
58486356,58486228,0.00997727,0.00471743,0.00238808,0.171582,0.0,0.0,0.0,-1.0
58586402,58586236,0.00652397,0.00305196,0.00166468,0.200455,0.0,0.0,0.0,-1.0
