timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
191845565,0.0,-0.0,0.367797,0.0,0.983138,0.0,0.0,0.182864,0.0,-1.0,1,0,0,0,0,0,0
191949348,0.0,-0.0,0.367788,0.0,0.983139,0.0,0.0,0.182859,0.0,-1.0,1,0,0,0,0,0,0
192049089,0.0,-0.0,0.367744,0.0,0.983143,0.0,0.0,0.182838,0.0,-1.0,1,0,0,0,0,0,0
192149943,0.0,-0.0,0.367644,0.0,0.983152,0.0,0.0,0.182789,0.0,-1.0,1,0,0,0,0,0,0
192250355,0.0,-0.0,0.367578,0.0,0.983158,0.0,0.0,0.182756,0.0,-1.0,1,0,0,0,0,0,0
192354289,0.0,-0.0,0.367555,0.0,0.98316,0.0,0.0,0.182745,0.0,-1.0,1,0,0,0,0,0,0
192454695,0.0,-0.0,0.367572,0.0,0.983159,0.0,0.0,0.182753,0.0,-1.0,1,0,0,0,0,0,0
192555364,0.0,-0.0,0.367574,0.0,0.983159,0.0,0.0,0.182754,0.0,-1.0,1,0,0,0,0,0,0
192658938,0.0,-0.0,0.367594,0.0,0.983157,0.0,0.0,0.182764,0.0,-1.0,1,0,0,0,0,0,0
192758792,0.0,-0.0,0.367654,0.0,0.983151,0.0,0.0,0.182793,0.0,-1.0,1,0,0,0,0,0,0
192859769,0.0,-0.0,0.367659,0.0,0.983151,0.0,0.0,0.182796,0.0,-1.0,1,0,0,0,0,0,0
192963761,0.0,-0.0,0.367677,0.0,0.983149,0.0,0.0,0.182805,0.0,-1.0,1,0,0,0,0,0,0
193063454,0.0,-0.0,0.367696,0.0,0.983148,0.0,0.0,0.182814,0.0,-1.0,1,0,0,0,0,0,0
193163890,0.0,-0.0,0.367767,0.0,0.983141,0.0,0.0,0.182849,0.0,-1.0,1,0,0,0,0,0,0
193268568,0.0,-0.0,0.367834,0.0,0.983135,0.0,0.0,0.182882,0.0,-1.0,1,0,0,0,0,0,0
193368392,0.0,-0.0,0.367895,0.0,0.983129,0.0,0.0,0.182912,0.0,-1.0,1,0,0,0,0,0,0
193468522,0.0,-0.0,0.367947,0.0,0.983125,0.0,0.0,0.182937,0.0,-1.0,1,0,0,0,0,0,0
193572720,0.0,-0.0,0.367996,0.0,0.98312,0.0,0.0,0.182962,0.0,-1.0,1,0,0,0,0,0,0
193673119,0.0,-0.0,0.368052,0.0,0.983115,0.0,0.0,0.182989,0.0,-1.0,1,0,0,0,0,0,0
193773731,0.0,-0.0,0.368111,0.0,0.98311,0.0,0.0,0.183018,0.0,-1.0,1,0,0,0,0,0,0
193877412,0.0,-0.0,0.368174,0.0,0.983104,0.0,0.0,0.183049,0.0,-1.0,1,0,0,0,0,0,0
193978128,0.0,-0.0,0.368239,0.0,0.983098,0.0,0.0,0.183081,0.0,-1.0,1,0,0,0,0,0,0
194077860,0.0,-0.0,0.368321,0.0,0.98309,0.0,0.0,0.183121,0.0,-1.0,1,0,0,0,0,0,0
194181849,0.0,-0.0,0.368422,0.0,0.983081,0.0,0.0,0.183171,0.0,-1.0,1,0,0,0,0,0,0
194282964,0.0,-0.0,0.368494,0.0,0.983074,0.0,0.0,0.183206,0.0,-1.0,1,0,0,0,0,0,0
194382675,0.0,-0.0,0.368598,0.0,0.983065,0.0,0.0,0.183257,0.0,-1.0,1,0,0,0,0,0,0
194483069,0.0,-0.0,0.368666,0.0,0.983059,0.0,0.0,0.183291,0.0,-1.0,1,0,0,0,0,0,0
194587142,0.0,-0.0,0.368711,0.0,0.983055,0.0,0.0,0.183313,0.0,-1.0,1,0,0,0,0,0,0
