timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
191844444,32767,32767,32767,32767,32767,32767,32767,32767
191848444,32767,32767,32767,32767,32767,32767,32767,32767
191852445,32767,32767,32767,32767,32767,-94,32767,32767
191856444,32767,32767,32767,32767,32767,32767,32767,32767
191860444,32767,32767,32767,32767,32767,32767,32767,32767
191864483,32767,32767,32767,32767,32767,-55,32767,32767
191868445,32767,32767,32767,32767,32767,32767,32767,32767
191872444,32767,32767,32767,32767,32767,32767,32767,32767
191876444,32767,32767,32767,32767,32767,32767,32767,32767
191880444,32767,32767,32767,32767,32767,-65,32767,32767
191884444,32767,32767,32767,32767,32767,32767,32767,32767
191888443,32767,32767,32767,32767,32767,32767,32767,32767
191892483,32767,32767,32767,32767,32767,32767,32767,32767
191896444,32767,32767,32767,32767,32767,-73,32767,32767
191900444,32767,32767,32767,32767,32767,32767,32767,32767
191904444,32767,32767,32767,32767,32767,32767,32767,32767
191908444,32767,32767,32767,32767,32767,32767,32767,32767
191912444,32767,32767,-64,32767,32767,-84,32767,32767
191916444,32767,32767,32767,32767,32767,32767,32767,32767
191920483,32767,32767,32767,32767,32767,32767,32767,32767
191924452,32767,32767,32767,32767,32767,32767,32767,32767
191928444,32767,32767,32767,32767,32767,-94,32767,32767
191932444,32767,32767,32767,32767,32767,32767,32767,32767
191936444,32767,32767,32767,32767,32767,32767,32767,32767
191940468,32767,32767,32767,32767,32767,-54,32767,32767
191944444,32767,32767,32767,32767,32767,32767,32767,32767
191948483,32767,32767,32767,32767,32767,32767,32767,32767
191952444,32767,32767,32767,32767,32767,32767,32767,32767
191956444,32767,32767,32767,32767,32767,-64,32767,32767
191960444,32767,32767,32767,32767,32767,32767,32767,32767
191964444,32767,32767,32767,32767,32767,32767,32767,32767
191968444,32767,32767,32767,32767,32767,32767,32767,32767
191972444,32767,32767,32767,32767,-54,-70,32767,32767
191976481,32767,32767,32767,32767,32767,32767,32767,32767
191980444,32767,32767,32767,32767,32767,32767,32767,32767
191984444,32767,32767,32767,32767,32767,32767,32767,32767
191988446,32767,32767,32767,32767,32767,-85,32767,32767
191992444,32767,32767,32767,32767,32767,32767,32767,32767
191996444,32767,32767,32767,32767,32767,32767,32767,32767
192000444,32767,32767,32767,32767,32767,32767,32767,32767
