timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
2362103998,0.253733,0.00468488,0.0382095
2500765342,0.251787,0.00463403,0.0386653
2500965166,0.257326,0.00469411,0.0517197
2501169521,0.25682,0.00436908,0.0470158
2501373375,0.269471,0.00459986,0.0462602
2501578144,0.260714,0.00386609,0.0521193
