timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
76842072,0.0,-0.0,0.463229,0.0,0.973297,0.0,0.0,0.229549,0.0,-1.0,1,0,0,0,0,0,0
76942900,0.0,-0.0,0.463101,0.0,0.973312,0.0,0.0,0.229487,0.0,-1.0,1,0,0,0,0,0,0
77046989,0.0,-0.0,0.463004,0.0,0.973323,0.0,0.0,0.22944,0.0,-1.0,1,0,0,0,0,0,0
77146755,0.0,-0.0,0.462866,0.0,0.973339,0.0,0.0,0.229372,0.0,-1.0,1,0,0,0,0,0,0
77247118,0.0,-0.0,0.462726,0.0,0.973355,0.0,0.0,0.229304,0.0,-1.0,1,0,0,0,0,0,0
77351200,0.0,-0.0,0.462567,0.0,0.973373,0.0,0.0,0.229227,0.0,-1.0,1,0,0,0,0,0,0
77450664,0.0,-0.0,0.462424,0.0,0.973389,0.0,0.0,0.229157,0.0,-1.0,1,0,0,0,0,0,0
77551702,0.0,-0.0,0.462314,0.0,0.973402,0.0,0.0,0.229104,0.0,-1.0,1,0,0,0,0,0,0
77655972,0.0,-0.0,0.462224,0.0,0.973412,0.0,0.0,0.22906,0.0,-1.0,1,0,0,0,0,0,0
77755466,0.0,-0.0,0.462114,0.0,0.973425,0.0,0.0,0.229007,0.0,-1.0,1,0,0,0,0,0,0
77855703,0.0,-0.0,0.46201,0.0,0.973437,0.0,0.0,0.228956,0.0,-1.0,1,0,0,0,0,0,0
77959905,0.0,-0.0,0.461854,0.0,0.973455,0.0,0.0,0.22888,0.0,-1.0,1,0,0,0,0,0,0
78059521,0.0,-0.0,0.461707,0.0,0.973471,0.0,0.0,0.228808,0.0,-1.0,1,0,0,0,0,0,0
78159769,0.0,-0.0,0.461542,0.0,0.97349,0.0,0.0,0.228728,0.00348435,-1.0,1,0,0,0,0,0,0
78263856,0.0,-0.0,0.461393,0.0,0.973507,0.0,0.0,0.228655,0.019196,-1.0,1,0,0,0,0,0,0
78363501,0.0,-0.0,0.461272,0.0,0.973521,0.0,0.0,0.228597,0.0192786,-1.0,1,0,0,0,0,0,0
78467510,0.0,-0.0,0.461177,0.0,0.973532,0.0,0.0,0.22855,0.0431404,-1.0,1,0,0,0,0,0,0
78567901,0.0,-0.0,0.461167,0.0,0.973533,0.0,0.0,0.228545,0.0592335,-1.0,1,0,0,0,0,0,0
