timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
54937428,32767,32767,32767,32767,32767,32767,32767,32767
54941434,32767,32767,32767,32767,32767,-84,32767,32767
54945428,32767,32767,32767,32767,32767,32767,32767,32767
54949428,32767,32767,32767,32767,32767,32767,32767,32767
54953428,32767,32767,32767,32767,32767,32767,32767,32767
54957428,32767,32767,32767,32767,32767,-85,32767,32767
54961428,32767,32767,32767,32767,32767,32767,32767,32767
54965428,32767,32767,32767,32767,32767,32767,32767,32767
54969428,32767,32767,32767,32767,32767,32767,32767,32767
54973428,32767,32767,32767,32767,32767,-85,32767,32767
54977428,32767,32767,32767,32767,32767,32767,32767,32767
54981428,32767,32767,32767,32767,32767,32767,32767,32767
54985432,32767,32767,32767,32767,32767,32767,32767,32767
54989428,32767,32767,32767,32767,32767,-84,32767,32767
54993428,32767,32767,32767,32767,32767,32767,32767,32767
54997428,32767,32767,32767,32767,32767,32767,32767,32767
55001428,32767,32767,32767,32767,32767,32767,32767,32767
55005428,32767,32767,32767,32767,32767,-94,32767,32767
55009428,32767,32767,32767,32767,32767,32767,32767,32767
55013429,32767,32767,-54,32767,32767,32767,32767,32767
55017428,32767,32767,32767,32767,32767,-54,32767,32767
55021428,32767,32767,32767,32767,32767,32767,32767,32767
55025428,32767,32767,32767,32767,32767,32767,32767,32767
55029428,32767,32767,32767,32767,32767,32767,32767,32767
55033428,32767,32767,32767,32767,32767,-65,32767,32767
55037428,32767,32767,32767,32767,32767,32767,32767,32767
55041428,32767,32767,32767,32767,32767,32767,32767,32767
55045428,32767,32767,32767,32767,32767,32767,32767,32767
55049428,32767,32767,32767,32767,32767,-73,32767,32767
55053428,32767,32767,32767,32767,32767,32767,32767,32767
55057428,32767,32767,32767,32767,32767,32767,32767,32767
55061428,32767,32767,32767,32767,32767,32767,32767,32767
55065428,32767,32767,32767,32767,32767,-84,32767,32767
55069428,32767,32767,32767,32767,32767,32767,32767,32767
55073428,32767,32767,32767,32767,32767,32767,32767,32767
55077428,32767,32767,32767,32767,32767,-54,32767,32767
55081428,32767,32767,32767,32767,32767,32767,32767,32767
55085428,32767,32767,32767,32767,32767,32767,32767,32767
55089428,32767,32767,32767,32767,32767,32767,32767,32767
55093428,32767,32767,32767,32767,32767,-64,32767,32767
55097428,32767,32767,32767,32767,32767,32767,32767,32767
55101428,32767,32767,32767,32767,32767,32767,32767,32767
55105432,32767,32767,32767,32767,32767,32767,32767,32767
55109428,32767,32767,32767,32767,32767,-70,32767,32767
55113428,32767,32767,32767,32767,32767,32767,32767,32767
55117428,32767,32767,32767,32767,32767,32767,32767,32767
55121428,32767,32767,32767,32767,32767,32767,32767,32767
55125427,32767,32767,32767,32767,32767,-85,32767,32767
55129428,32767,32767,32767,32767,32767,32767,32767,32767
55133440,32767,32767,32767,32767,32767,32767,32767,32767
55137428,32767,32767,32767,32767,32767,-55,32767,32767
55141428,32767,32767,32767,32767,-81,32767,32767,32767
55145428,32767,32767,32767,32767,32767,32767,32767,32767
55149434,32767,32767,32767,32767,32767,32767,32767,32767
55153428,32767,32767,32767,32767,32767,-73,32767,32767
55157428,32767,32767,32767,32767,32767,32767,32767,32767
55161428,32767,32767,32767,32767,32767,32767,32767,32767
55165428,32767,32767,32767,32767,32767,32767,32767,32767
55169428,32767,32767,32767,32767,32767,-84,32767,32767
55173428,32767,32767,32767,32767,32767,32767,32767,32767
55177428,32767,32767,32767,32767,32767,32767,32767,32767
55181428,32767,32767,32767,32767,32767,-55,32767,32767
55185428,32767,32767,32767,32767,32767,32767,32767,32767
55189428,32767,32767,32767,32767,32767,32767,32767,32767
55193428,32767,32767,32767,32767,32767,32767,32767,32767
55197428,32767,32767,32767,32767,32767,-64,32767,32767
55201428,32767,32767,32767,32767,32767,32767,32767,32767
55205428,32767,32767,32767,32767,32767,32767,32767,32767
55209428,32767,32767,-53,32767,32767,32767,32767,32767
55213428,32767,32767,32767,32767,32767,-67,32767,32767
55217428,32767,32767,32767,32767,32767,32767,32767,32767
55221428,32767,32767,32767,32767,32767,32767,32767,32767
55225428,32767,32767,32767,32767,32767,32767,32767,32767
55229428,32767,32767,32767,32767,32767,-67,32767,32767
55233428,32767,32767,32767,32767,32767,32767,32767,32767
55237437,32767,32767,32767,32767,32767,32767,32767,32767
55241428,32767,32767,32767,32767,32767,32767,32767,32767
55245429,32767,32767,32767,32767,32767,-71,32767,32767
55249428,32767,32767,32767,32767,32767,32767,32767,32767
55253428,32767,32767,32767,32767,32767,32767,32767,32767
55257428,32767,32767,32767,32767,32767,32767,32767,32767
55261428,32767,32767,32767,32767,32767,-84,32767,32767
55265428,32767,32767,32767,32767,32767,32767,32767,32767
55269428,32767,32767,32767,32767,32767,32767,32767,32767
55273428,32767,32767,32767,32767,32767,32767,32767,32767
55277428,32767,32767,32767,32767,32767,-85,32767,32767
55281428,32767,32767,32767,32767,32767,32767,32767,32767
55285428,32767,32767,32767,32767,32767,32767,32767,32767
