timestamp,roll,pitch,yaw,thrust
76841360,0.183732,0.170066,0.00157534,0.0
76873350,0.18372,0.170026,0.00157487,0.0
76905374,0.183809,0.17003,0.00157554,0.0
76934191,0.183781,0.170006,0.00157509,0.0
76966200,0.183794,0.170027,0.00157553,0.0
76998163,0.183969,0.170109,0.0015779,0.0
77030178,0.183998,0.170246,0.00157918,0.0
77062155,0.183902,0.170252,0.00157826,0.0
77094170,0.18392,0.170251,0.00157856,0.0
77126155,0.183958,0.170283,0.00157914,0.0
77158193,0.183929,0.170253,0.00157861,0.0
77186185,0.183944,0.17025,0.00157899,0.0
77218165,0.183929,0.170239,0.00157866,0.0
77250157,0.183861,0.17024,0.00157794,0.0
77282191,0.183935,0.170178,0.00157797,0.0
77314155,0.183904,0.170268,0.00157856,0.0
77346147,0.183923,0.170305,0.00157918,0.0
77378152,0.183944,0.17032,0.00157948,0.0
77410185,0.183889,0.170169,0.00157752,0.0
77438193,0.183919,0.17012,0.00157749,0.0
77470208,0.183837,0.170123,0.00157686,0.0
77502954,0.183837,0.170168,0.00157735,0.0
77534948,0.183852,0.170182,0.00157754,0.0
77566974,0.183772,0.170229,0.00157707,0.0
77598951,0.183654,0.170347,0.00157728,0.0
77627046,0.183736,0.17031,0.00157762,0.0
77659049,0.183758,0.170249,0.00157722,0.0
77691043,0.183736,0.170257,0.00157721,0.0
77723047,0.183818,0.170247,0.00157748,0.0
77754950,0.18386,0.170218,0.00157783,0.0
77786965,0.183852,0.170219,0.00157789,0.0
77818948,0.183889,0.170182,0.00157769,0.0
77846955,0.183986,0.170127,0.001578,0.0
77879046,0.183998,0.170125,0.0015785,0.0
77906950,0.184008,0.170164,0.0015788,0.0
77938950,0.184047,0.170167,0.00157891,0.0
77970951,0.184008,0.170223,0.0015792,0.0
78002960,0.184047,0.170271,0.00157986,0.0
78034947,0.184039,0.170296,0.00158002,0.0
78067096,0.183964,0.170369,0.00158007,0.0
78099051,0.183883,0.170364,0.00157944,0.0
78131050,0.183967,0.170413,0.00158045,0.0
78158948,0.184034,0.170433,0.00158124,0.00348435
78190946,0.184111,0.170401,0.00158154,0.0192708
78222950,0.184165,0.170398,0.00158192,0.0206531
78254948,0.184194,0.170333,0.00158165,0.019196
78286947,0.18412,0.170368,0.00158135,0.0191473
78319046,0.18427,0.17041,0.00158325,0.019245
78351044,0.18432,0.170419,0.00158367,0.0192884
78382955,0.184303,0.170502,0.00158439,0.0192786
78410948,0.1843,0.170517,0.00158443,0.0224467
78442951,0.184376,0.170495,0.00158489,0.0303065
78474953,0.184259,0.170582,0.00158461,0.0543081
78507043,0.184136,0.170641,0.00158418,0.0591572
78539045,0.184151,0.170645,0.00158417,0.0597578
78571057,0.184158,0.170563,0.00158359,0.0592335
78603042,0.184085,0.17058,0.00158298,0.0598081
78635046,0.184143,0.170591,0.00158365,0.0602783
78662949,0.184207,0.170487,0.00158331,0.0761767
78694949,0.184125,0.170574,0.00158331,0.0894722
78726951,0.184196,0.170579,0.00158413,0.0966183
78758951,0.184224,0.170513,0.00151674,0.0955425
78790951,0.184111,0.170703,0.00111505,0.0950329
78822999,0.184173,0.170732,0.00175448,0.0951633
78854948,0.18422,0.170846,0.00200119,0.09495
78887047,0.184157,0.170867,0.00122044,0.0943522
78914951,0.184067,0.170887,0.000355415,0.0938831
78946954,0.184166,0.170711,0.0014354,0.0939517
78978950,0.184164,0.17071,0.00337922,0.0948227
79011046,0.184108,0.170669,0.00203558,0.0952338
79043047,0.184059,0.170735,0.000166107,0.0952704
79075045,0.18413,0.170705,0.00163682,0.0962591
79107047,0.184135,0.170439,0.00248002,0.0972682
79139046,0.184042,0.170547,0.000924776,0.101688
79166995,0.184036,0.170703,0.000432495,0.114259
79198946,0.184129,0.170464,0.00129868,0.136575
79230994,0.184195,0.170423,0.00153314,0.137687
79262948,0.184203,0.170781,0.00118014,0.137542
79294948,0.184274,0.170664,0.00115365,0.138162
79326991,0.184119,0.170553,0.000728175,0.140393
79358948,0.184268,0.17093,0.00121244,0.148681
79390950,0.184355,0.170758,0.00158595,0.163091
79418956,0.184397,0.170517,0.000833133,0.178395
79450973,0.184466,0.170792,0.00114307,0.178093
79482955,0.184403,0.170838,0.00114533,0.17722
79514950,0.184588,0.170572,0.00173864,0.177031
79546950,0.184459,0.170766,0.00114122,0.177109
79578949,0.184624,0.171014,0.000847879,0.177114
79610950,0.184625,0.170841,0.000803167,0.177107
79643043,0.184681,0.17084,0.00164728,0.177947
79670948,0.184454,0.171062,0.00130686,0.178614
79702946,0.184543,0.170927,0.00139845,0.179345
79734949,0.184505,0.170775,0.00140173,0.178761
79766976,0.184464,0.171093,0.00187593,0.178212
79798948,0.184291,0.170852,0.00118993,0.178283
79830993,0.184508,0.170498,0.00191644,0.178073
79862947,0.18443,0.170712,0.00154705,0.175722
79894951,0.184346,0.170737,0.00171572,0.174082
79922950,0.184514,0.170277,0.00146561,0.173275
79954946,0.184429,0.170445,0.00168197,0.173464
79986953,0.184471,0.170565,0.00170162,0.173521
80019001,0.18449,0.170159,0.00127687,0.173494
80050951,0.184633,0.170288,0.00151259,0.173491
80082953,0.184414,0.170427,0.00158837,0.173493
80114949,0.18463,0.170314,0.0011978,0.173494
80146952,0.184492,0.170238,0.000966644,0.173494
80174949,0.18457,0.1704,0.00167198,0.173494
80206947,0.184498,0.170321,0.000590445,0.173494
80238948,0.184638,0.170086,0.00143043,0.173494
80270948,0.184566,0.170255,0.000736579,0.173494
80302953,0.184522,0.17035,0.000743548,0.173494
80334951,0.184866,0.170104,0.000936271,0.173494
80366950,0.18485,0.170344,0.000400236,0.173494
80398947,0.184772,0.170352,0.000820729,0.173494
