timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
1745231394,0.241234,0.00584543,0.0286174
1915824826,0.235484,0.00574712,0.029739
1916024673,0.233719,0.00513678,0.0515655
1916228520,0.247995,0.00495313,0.0529982
1916432769,0.257009,0.00500435,0.0458042
1916632655,0.245622,0.00505872,0.0516588
