timestamp,load,ram_usage
298923886,0.622433,0.568548
299933119,0.681493,0.568812
300936722,0.679187,0.568812
301944290,0.658829,0.568812
302954440,0.633899,0.568812
303956504,0.654589,0.568812
304956993,0.627941,0.568812
305964305,0.659725,0.568812
306965313,0.631084,0.568812
307965993,0.644422,0.568812
308969110,0.657924,0.568812
309970046,0.684225,0.568812
310970435,0.67386,0.568812
311971774,0.679838,0.568812
312978319,0.667928,0.568812
313986906,0.695556,0.568812
314987118,0.657962,0.568812
315988693,0.663209,0.568812
316989622,0.638325,0.568812
317991159,0.649023,0.568812
318992682,0.651635,0.568812
319994883,0.668935,0.568812
320997193,0.683774,0.568812
322008974,0.655604,0.568812
323017452,0.664001,0.568812
324018158,0.617393,0.568812
325018993,0.643561,0.568812
326019993,0.635479,0.568812
327023497,0.675466,0.568812
328025781,0.727344,0.568812
329026996,0.64745,0.568812
330045498,0.669997,0.568812
331046546,0.654898,0.568812
332047044,0.64358,0.568812
333048021,0.696298,0.568812
334052222,0.648499,0.568812
335053993,0.633183,0.568812
336055022,0.684348,0.568812
337056220,0.6573,0.568812
338060201,0.62239,0.568812
339068321,0.702201,0.568812
340070374,0.639846,0.568812
341070993,0.661631,0.568812
342071993,0.69487,0.568812
343072134,0.658339,0.568812
344078961,0.709774,0.568812
345080253,0.655459,0.568812
346082957,0.628648,0.568812
347084033,0.690766,0.568812
348085008,0.684378,0.568812
349087465,0.624089,0.568812
350099884,0.633783,0.568812
351100993,0.66287,0.568812
352121852,0.621406,0.568812
353123999,0.662547,0.568812
354125044,0.617892,0.568812
355127951,0.659955,0.568812
356129421,0.687401,0.568812
357130254,0.684676,0.568812
358136357,0.67101,0.568812
359136741,0.673857,0.568812
360137408,0.646195,0.568812
361144998,0.624307,0.568812
362145993,0.629833,0.568812
363148504,0.656122,0.568812
364148993,0.619061,0.568812
365149993,0.659413,0.568812
366151040,0.622056,0.568812
367152551,0.630489,0.568812
368157488,0.662601,0.568812
369158973,0.64851,0.568812
370161993,0.68575,0.568812
371163126,0.676106,0.568812
372163166,0.661469,0.568812
373166884,0.680728,0.568812
374166997,0.663302,0.568812
375174628,0.680393,0.568812
376175085,0.620119,0.568812
377178618,0.663351,0.568812
378179665,0.65598,0.568812
379182969,0.665553,0.568812
380184062,0.662532,0.568812
381185383,0.671345,0.568812
382191685,0.68436,0.568812
383192210,0.685532,0.568812
384195345,0.685987,0.568812
385195998,0.662572,0.568812
386197037,0.670782,0.568812
387207001,0.657516,0.568812
388207993,0.692208,0.568812
389208993,0.662468,0.568812
390210230,0.669622,0.568812
391216802,0.674637,0.568812
392219447,0.6766,0.568812
393220050,0.669459,0.568812
394220993,0.693674,0.568812
395221157,0.676386,0.568812
396223750,0.679171,0.568812
397224305,0.687426,0.568812
398227918,0.664141,0.568812
399229145,0.689972,0.568812
400230176,0.672588,0.568812
401232308,0.68822,0.568812
402233062,0.670816,0.568812
403233177,0.648026,0.568812
404234111,0.627332,0.568812
405237021,0.676831,0.568812
406244793,0.640522,0.568812
407245993,0.67497,0.568812
408247182,0.671436,0.568812
409247166,0.687576,0.568812
410251093,0.678069,0.568812
411252552,0.663735,0.568812
412257446,0.685892,0.568812
413262630,0.666077,0.568812
414263267,0.682574,0.568812
415264365,0.629209,0.568812
416267050,0.652007,0.568812
417272046,0.619849,0.568812
418273561,0.668994,0.568812
419276548,0.631975,0.568812
420278620,0.644093,0.568812
421280086,0.633577,0.568812
422283247,0.644326,0.568812
423284223,0.646542,0.568812
424285164,0.634376,0.568812
425293124,0.654511,0.568812
426299801,0.623152,0.568812
427311540,0.65227,0.568812
428311993,0.629473,0.568812
429312998,0.668972,0.568812
430316497,0.634155,0.568812
431316998,0.65377,0.568812
432317993,0.645233,0.568812
433325406,0.640266,0.568812
434332050,0.645756,0.568812
435333019,0.624532,0.568812
436333993,0.668947,0.568812
437334996,0.621173,0.568812
438337570,0.656867,0.568812
439337108,0.627961,0.568812
440338091,0.661124,0.568812
441339086,0.615944,0.568812
442341318,0.659432,0.568812
443342294,0.647266,0.568812
444350302,0.645823,0.568812
445351582,0.663113,0.568812
446352319,0.631244,0.568812
447359050,0.670204,0.568812
448360158,0.639821,0.568812
449360993,0.642929,0.568812
450362109,0.644882,0.568812
451366672,0.630838,0.568812
452375915,0.649709,0.568812
453377340,0.631511,0.568812
454385413,0.690008,0.568812
455391722,0.68923,0.568812
456395998,0.673943,0.568812
457397188,0.679471,0.568812
458397087,0.667857,0.568812
459398103,0.643692,0.568812
460403945,0.647292,0.568812
461405060,0.643524,0.568812
462405993,0.680051,0.568812
463409592,0.671766,0.568812
464410615,0.688695,0.568812
465412694,0.630711,0.568812
466413278,0.650084,0.568812
467413856,0.627555,0.568812
468415372,0.644774,0.568812
469421590,0.654869,0.568812
470422643,0.666484,0.568812
471427408,0.662996,0.568812
472427993,0.674041,0.568812
473428998,0.68201,0.568812
474431152,0.668894,0.568812
475431998,0.677253,0.568812
476437040,0.683033,0.568812
477452740,0.665784,0.568812
478453180,0.704136,0.568812
479456366,0.670068,0.568812
480463816,0.6802,0.568812
481465066,0.67113,0.568812
482466077,0.677811,0.568812
483468498,0.628352,0.568812
484469093,0.64288,0.568812
485474576,0.644766,0.568812
486477860,0.65991,0.568812
487478162,0.647861,0.568812
488482113,0.633095,0.568812
489482993,0.66173,0.568812
490484320,0.632798,0.568812
491491356,0.67598,0.568812
492492020,0.659202,0.568812
493493157,0.687819,0.568812
494506700,0.684401,0.568812
495507209,0.650581,0.568812
496508223,0.64538,0.568812
497509026,0.630302,0.568812
498511567,0.654917,0.568812
499512006,0.649607,0.568812
500512993,0.641031,0.568812
501514066,0.653872,0.568812
502517379,0.64024,0.568812
503518051,0.64421,0.568812
504520525,0.646473,0.568812
505521282,0.639865,0.568812
506521993,0.649211,0.568812
507526134,0.650588,0.568812
508530346,0.635484,0.568812
509531998,0.646435,0.568812
