timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
2676316816,0.994077,-0.023849,-0.01201,-0.105345,-0.043378,0.0707336,0.00247068,2.48068,1.68121,29.7977,-1.53805e-05,7.19845e-06,-8.96401e-07,0.0001558,-0.000526171,0.000787179,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,7.95352e-11,1.44222e-05,0.000219332,5.75844e-07,8.42657e-06,8.44087e-06,3.58798e-05,0.0592172,0.0592225,0.0348548,0.863042,0.863056,0.674277,1.18964e-11,1.19024e-11,1.81015e-11,5.16371e-08,5.1633e-08,5.00004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.31381,0.821144,0.0073696,0.110172,0.03236,0.0118144,0.0,0.0,0.0,6.4e-05,176,0,0,831,0,0,0,0
2676520792,0.994086,-0.0239221,-0.0122142,-0.105221,-0.0219631,0.0610876,-0.0102867,2.53759,1.68515,29.7465,-1.53446e-05,7.32777e-06,-9.26463e-07,0.000155796,-0.000526151,0.000797704,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,7.901e-11,1.42492e-05,0.000182722,5.75191e-07,8.4521e-06,8.4664e-06,3.58736e-05,0.0597013,0.0597066,0.0328945,0.870248,0.870262,0.612975,1.19099e-11,1.19158e-11,1.81018e-11,5.1638e-08,5.1634e-08,5.00002e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.31928,0.782927,0.0255899,0.109731,0.0296386,0.00962196,0.0,0.0,0.0,4e-05,176,0,0,831,0,0,0,0
2676720765,0.994097,-0.0240257,-0.0123735,-0.105071,-0.00755545,0.0469229,-0.0186539,2.57711,1.67146,29.7155,-1.52744e-05,7.41894e-06,-9.80995e-07,0.000155801,-0.00052614,0.000805088,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,7.89122e-11,1.39041e-05,0.000151845,5.75156e-07,8.47071e-06,8.4849e-06,3.59048e-05,0.0600514,0.0600567,0.0342615,0.875246,0.87526,0.654851,1.19185e-11,1.19244e-11,1.81082e-11,5.16389e-08,5.16348e-08,5.00004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.32307,0.809229,0.0119481,0.0983752,0.0260981,0.00962196,0.0,0.0,0.0,1.3e-05,176,0,0,831,0,0,0,0
2676924855,0.9941,-0.0240982,-0.0124893,-0.105019,0.00924241,0.0375707,-0.031194,2.62345,1.67195,29.6788,-1.52406e-05,7.50568e-06,-9.87504e-07,0.000155799,-0.000526127,0.000813106,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,8.43533e-11,1.44362e-05,0.00014065,5.74392e-07,8.49497e-06,8.50911e-06,3.58779e-05,0.060506,0.0605115,0.0356623,0.881523,0.881538,0.699513,1.19299e-11,1.19357e-11,1.81025e-11,5.16398e-08,5.16357e-08,5.00005e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.3278,0.836369,0.0149388,0.106509,0.0246889,0.00962196,0.0,0.0,0.0,0.000103,176,0,0,831,0,0,0,0
2677128769,0.994104,-0.0241433,-0.0126235,-0.104952,0.0262841,0.0301389,-0.0414349,2.67481,1.67639,29.6383,-1.52195e-05,7.59034e-06,-1.00323e-06,0.000155795,-0.000526115,0.000821425,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,8.46187e-11,1.45838e-05,0.0001349,5.74586e-07,8.53128e-06,8.54545e-06,3.59288e-05,0.0611868,0.0611925,0.0337128,0.891439,0.891454,0.636373,1.19469e-11,1.19527e-11,1.81129e-11,5.16407e-08,5.16366e-08,5.00004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.33525,0.79773,0.00395459,0.113926,0.0236939,0.00173737,0.0,0.0,0.0,1.6e-05,176,0,0,831,0,0,0,0
2677328863,0.994102,-0.0242,-0.0127449,-0.104941,0.0436952,0.0225346,-0.0524705,2.72819,1.67804,29.5959,-1.51974e-05,7.66924e-06,-9.92942e-07,0.000155791,-0.000526102,0.00082989,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,8.18153e-11,1.44706e-05,0.00012703,5.73872e-07,8.56419e-06,8.57829e-06,3.5902e-05,0.0617983,0.0618042,0.0351341,0.899961,0.899976,0.680273,1.19623e-11,1.19681e-11,1.81073e-11,5.16416e-08,5.16375e-08,5.00005e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.34162,0.824787,0.00691841,0.119987,0.0221727,0.00173737,0.0,0.0,0.0,0.000111,176,0,0,831,0,0,0,0
2677529066,0.994095,-0.0242475,-0.0129409,-0.104975,0.0714709,0.0126129,-0.0584224,2.81671,1.67037,29.5792,-1.51742e-05,7.8041e-06,-9.58947e-07,0.000155794,-0.000526081,0.000835057,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,7.70898e-11,1.43244e-05,0.000125286,5.73793e-07,8.59841e-06,8.61256e-06,3.59331e-05,0.0624494,0.0624554,0.0331215,0.909301,0.909316,0.616858,1.19782e-11,1.1984e-11,1.81136e-11,5.16425e-08,5.16384e-08,5.00002e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.34856,0.785403,0.00572172,0.117951,0.0202017,0.0174559,0.0,0.0,0.0,0.000314,176,0,0,831,0,0,0,0
2677729187,0.994092,-0.0241476,-0.0131911,-0.104997,0.105412,0.018805,-0.0644692,2.92983,1.70911,29.5512,-1.52471e-05,7.94777e-06,-9.30366e-07,0.000155784,-0.000526054,0.000839178,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,7.6132e-11,1.40578e-05,0.000121975,5.73084e-07,8.63564e-06,8.64965e-06,3.59062e-05,0.0631602,0.0631662,0.034551,0.919615,0.91963,0.659766,1.19955e-11,1.20012e-11,1.81079e-11,5.16434e-08,5.16393e-08,5.00005e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.35619,0.81226,0.00463527,0.109667,0.0260589,0.0174559,0.0,0.0,0.0,0.000435,176,0,0,831,0,0,0,0
2677932743,0.994094,-0.0241041,-0.0133311,-0.104968,0.12734,0.0201941,-0.0700823,3.014,1.73405,29.5292,-1.52787e-05,8.0255e-06,-9.21074e-07,0.00015578,-0.00052604,0.000841321,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,8.13283e-11,1.37606e-05,0.000117522,5.72991e-07,8.73615e-06,8.75005e-06,3.59375e-05,0.0648565,0.0648625,0.0361455,0.939053,0.939069,0.707198,1.20442e-11,1.20498e-11,1.81143e-11,5.16443e-08,5.16402e-08,5.00004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.37045,0.840951,0.00429572,0.0700275,0.0288211,0.0174559,0.0,0.0,0.0,-9e-06,176,0,0,831,0,0,0,0
2678137125,0.994084,-0.0241094,-0.0134168,-0.105049,0.146413,0.0163778,-0.0664912,3.09486,1.7438,29.554,-1.52813e-05,8.08958e-06,-8.79981e-07,0.000155787,-0.00052603,0.000838046,0.152261,-0.0374007,0.461628,-0.0451359,0.0237074,0.0022481,0.0,0.0,0.0,8.35824e-11,1.38963e-05,0.000119697,5.7275e-07,8.85268e-06,8.86663e-06,3.59299e-05,0.0669343,0.0669407,0.0342429,0.965723,0.965741,0.643843,1.20997e-11,1.21052e-11,1.81127e-11,5.16452e-08,5.16411e-08,5.00005e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,1.38977,0.802398,0.00951342,0.0519109,0.0298772,0.0281387,0.0,0.0,0.0,0.000372,176,0,0,831,0,0,0,0
