timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
191709468,191709468,6626055,0,0,1,117,149,31,31,100,51,68
192790787,192790787,6626055,0,0,1,117,149,31,31,100,51,68
193779147,193779147,6626055,0,0,1,117,149,31,31,100,51,68
194699068,194699068,6626055,0,0,1,117,149,31,31,100,51,68
195848017,195848017,6626055,0,0,1,117,149,31,31,100,51,68
196686180,196686180,6626055,0,0,1,117,149,31,31,100,51,68
197686610,197686610,6626055,0,0,1,117,149,31,31,100,51,68
198835963,198835963,6626055,0,0,1,117,149,31,31,100,51,68
199676015,199676015,6626055,0,0,1,117,149,31,31,100,51,68
200678119,200678119,6626055,0,0,1,117,149,31,31,100,51,68
201717061,201717061,6626055,0,0,1,117,149,31,31,100,51,68
202683161,202683161,6626055,0,0,1,117,149,31,31,100,51,68
203670970,203670970,6626055,0,0,1,117,149,31,31,100,51,68
