timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
36244796,0,0.0,0.0,0.0,0.0,-0.989138,3.2848e-07,-7.86898e-07,0.0,0.000397765,-0.00236023,-0.140919,-0.0532084,8.21199e-05,-0.000196724,0.0,-0.000309381,0.0110048,0.0396519,-2.668,0.0,0.149691,0.140919,0.30883,1.0693,0.205689,0.315412,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
36345051,0,0.0,0.0,0.0,0.0,-0.987438,3.2848e-07,-7.86898e-07,0.0,0.000590003,-0.00274449,-0.137927,-0.0445897,8.21199e-05,-0.000196724,0.0,-0.00512449,-0.00200808,-0.0115894,-2.66777,0.0,0.134088,0.137927,0.327237,1.0978,0.213234,0.319387,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
36444745,0,0.0,0.0,0.0,0.0,-0.991141,3.2848e-07,-7.86898e-07,0.0,0.000812003,-0.00236991,-0.136856,-0.0431869,8.21199e-05,-0.000196724,0.0,0.0248433,0.00468733,0.00864168,-2.66757,0.0,0.124873,0.136856,0.311684,1.12461,0.204887,0.323058,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
36548754,0,0.0,0.0,0.0,0.0,-0.98387,3.2848e-07,-7.86898e-07,0.0,0.000398498,-0.00220709,-0.133829,-0.029336,8.21199e-05,-0.000196724,0.0,-0.00785065,-0.0138707,-0.0369959,-2.66722,0.0,0.16405,0.133829,0.300703,1.00313,0.199031,0.294868,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
36648755,0,0.0,0.0,0.0,0.0,-0.975019,3.2848e-07,-7.86898e-07,0.0,0.000111782,-0.0021267,-0.129602,-0.0151499,8.21199e-05,-0.000196724,0.0,0.0032164,0.021254,-0.0284035,-2.66678,0.0,0.142556,0.129602,0.318381,1.02938,0.20629,0.298553,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
36748777,0,0.0,0.0,0.0,0.0,-0.973662,3.2848e-07,-7.86898e-07,0.0,0.000313091,-0.00172508,-0.127593,-0.0109102,8.21199e-05,-0.000196724,0.0,0.0145979,0.0188089,0.00390218,-2.66625,0.0,0.129364,0.127593,0.304574,1.05409,0.199078,0.301955,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
36852743,0,0.0,0.0,0.0,0.0,-0.976227,3.2848e-07,-7.86898e-07,0.0,0.000306185,-0.00160913,-0.126488,-0.012287,8.21199e-05,-0.000196724,0.0,0.0107238,0.00195295,-0.00253605,-2.66576,0.0,0.118957,0.126488,0.322319,1.08136,0.206257,0.305642,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
36952764,0,0.0,0.0,0.0,0.0,-0.981777,3.2848e-07,-7.86898e-07,0.0,0.000119016,-0.00150241,-0.125827,-0.0172671,8.21199e-05,-0.000196724,0.0,-0.0387349,-0.000634563,0.0389562,-2.66523,0.0,0.111428,0.125827,0.308863,1.10916,0.199124,0.309328,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
37056788,0,0.0,0.0,0.0,0.0,-0.942529,3.2848e-07,-7.86898e-07,0.0,0.000341423,-0.000815598,-0.113324,0.0345183,8.21199e-05,-0.000196724,0.0,0.00716505,0.00731532,0.0307671,-2.66467,0.0,0.244304,0.113324,0.298322,0.992463,0.193721,0.283055,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
37157582,0,0.0,0.0,0.0,0.0,-0.90306,3.2848e-07,-7.86898e-07,0.0,0.000308145,-8.73121e-05,-0.101811,0.0800505,8.21199e-05,-0.000196724,0.0,-0.0104019,0.00128687,-0.0246297,-2.66418,0.0,0.196822,0.101811,0.314136,1.01572,0.20012,0.286218,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
