timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
76708055,1559238742999533,408103057,-778705995,347851,313410,1.172,0.708821,4.943,7.084,0.86,1.11,97,13,0.18,-0.153,0.095,-0.204,4.15939,0,3,1,11
76908039,1559238743199532,408103058,-778705997,347986,313546,1.242,0.708869,4.953,7.092,0.86,1.11,97,13,0.168,-0.131,0.106,-0.154,4.15939,0,3,1,11
77108036,1559238743399532,408103059,-778705999,348110,313670,1.349,0.708922,4.97,7.104,0.86,1.11,97,5,0.171,-0.132,0.109,-0.116,4.15939,0,3,1,11
77309136,1559238743599532,408103056,-778705996,348038,313597,1.624,0.708984,4.989,7.109,0.88,1.12,97,5,0.276,-0.177,0.211,0.017,4.15939,0,3,1,11
77512623,1559238743799532,408103054,-778705995,347932,313492,1.614,0.709047,5.011,7.114,0.85,1.11,97,5,0.191,-0.148,0.12,0.011,4.15939,0,3,1,12
77710139,1559238743999533,408103054,-778705997,347975,313535,1.671,0.709112,5.037,7.133,0.84,1.16,97,5,0.135,-0.123,0.056,0.001,4.15939,0,3,1,11
77905063,1559238744199532,408103056,-778706000,348015,313575,1.589,0.709173,5.064,7.154,0.81,1.12,97,5,0.097,-0.095,-0.019,-0.013,4.15939,0,3,1,12
78107670,1559238744399532,408103057,-778705998,348204,313764,1.521,0.709232,5.09,7.175,0.81,1.12,84,5,0.347,-0.188,0.292,0.004,4.15939,0,3,1,12
78307541,1559238744599532,408103050,-778705986,348194,313754,2.018,0.70931,5.17,7.238,0.81,1.12,84,5,0.527,-0.309,0.426,-0.005,4.15939,0,3,1,12
78507814,1559238744799532,408103044,-778705968,348040,313600,1.961,0.709386,5.32,7.316,0.83,1.15,84,5,0.678,-0.273,0.621,0.211,4.15939,0,3,1,11
78712238,1559238744999533,408103031,-778705940,347849,313409,2.092,0.709466,5.559,7.413,0.79,1.06,84,5,1.142,-0.465,1.043,0.412,4.15939,0,3,1,13
78911914,1559238745199532,408103028,-778705932,347586,313145,2.318,0.709556,5.893,7.528,0.79,1.06,84,5,0.527,-0.303,0.431,0.575,4.15939,0,3,1,13
79103937,1559238745399532,408103025,-778705931,347317,312877,2.56,0.709655,6.294,7.658,0.85,1.21,78,4,0.228,-0.217,0.073,0.699,4.15939,0,3,1,11
79299781,1559238745599532,408103017,-778705935,347217,312776,3.209,0.709779,6.751,7.804,0.85,1.21,78,4,0.423,-0.302,-0.297,0.569,4.15939,0,3,1,11
79504226,1559238745799532,408103004,-778705937,347023,312583,3.561,0.709916,7.247,7.964,0.81,1.12,78,4,0.447,-0.413,-0.171,0.618,4.15939,0,3,1,12
79705036,1559238745999533,408102985,-778705936,346862,312422,3.996,0.710071,7.76,8.139,0.81,1.12,78,4,0.589,-0.574,-0.132,0.605,4.15939,0,3,1,12
79906107,1559238746199532,408102943,-778705924,346606,312166,4.02,0.710226,8.268,8.299,0.79,1.06,78,4,1.048,-0.983,0.362,0.699,4.15939,0,3,1,13
80107752,1559238746399532,408102954,-778705946,345611,311171,3.111,0.710346,8.775,8.455,0.79,1.06,73,9,0.424,-0.385,-0.179,1.379,4.15939,0,3,1,13
80305043,1559238746599532,408102925,-778705941,345517,311076,3.932,0.710498,9.293,8.629,0.79,1.06,73,9,0.943,-0.716,-0.613,0.962,4.15939,0,3,1,13
80507899,1559238746799532,408102966,-778705896,345854,311413,2.953,0.710612,8.721,8.485,0.79,1.06,73,9,0.34,-0.312,-0.136,0.292,4.15939,0,3,1,13
80704481,1559238746999533,408102934,-778705874,345678,311237,2.735,0.710717,8.656,8.482,0.81,1.12,73,9,0.764,-0.743,0.176,0.164,4.15939,0,3,1,12
80906127,1559238747199532,408102952,-778705863,345465,311025,1.524,0.710776,8.556,8.477,0.81,1.12,73,9,0.383,-0.218,0.314,0.384,4.15939,0,3,1,12
81105041,1559238747399532,408102954,-778705858,345449,311009,1.584,0.710837,8.441,8.445,0.81,1.12,77,13,0.372,-0.301,0.219,0.258,4.15939,0,3,1,12
81309662,1559238747599532,408102979,-778705848,345571,311131,1.508,0.710895,8.443,8.47,0.79,1.06,77,13,0.372,0.26,0.267,0.154,4.15939,0,3,1,13
