timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
16619498,0.280483,0.00450311,0.114276
59069631,0.279062,0.00423924,0.114619
59271401,0.219911,0.00354871,0.107736
59471757,0.187665,0.0030151,0.107511
59673086,0.260439,0.00320465,0.110209
59875075,0.272847,0.0037946,0.113115
