timestamp,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,mode_switch,return_switch,rattitude_switch,posctl_switch,loiter_switch,acro_switch,offboard_switch,kill_switch,arm_switch,transition_switch,gear_switch,mode_slot,data_source,stab_switch,man_switch
2676301869,0.0464548,-0.0532688,0.0,0.982885,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2676517892,0.0464548,-0.0532688,0.0,0.982885,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2676717862,0.0464548,-0.0532688,0.0,0.982885,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2676921871,0.0464548,-0.0532688,0.0,0.867513,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2677125876,0.0464548,-0.0532688,0.0,0.0512989,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2677313860,0.0464548,-0.0532688,0.0,0.000186885,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2677517868,0.0464548,-0.0532688,0.0,-2.12507e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2677721863,0.0464548,-0.0532688,0.0,1.06319e-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2677917884,0.0464548,-0.0532688,0.0,-2.8185e-15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2678133869,0.0464548,-0.0532688,0.0,-2.43173e-17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2678330201,0.0464548,-0.051165,0.0,6.00257e-21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2678513859,0.0464548,-0.0532713,0.0,-1.54234e-23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2678726181,0.0464548,-0.0532688,0.0,-2.75993e-27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2678942215,0.0464548,-0.0537689,0.0,3.92604e-30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2679138749,0.0464548,-0.0541416,0.0,-4.83054e-34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2679339022,0.0464548,-0.0533912,0.0,-1.24033e-36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2679538707,0.0464548,-0.0532685,0.0,1.28671e-39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
2679746894,0.0464548,-0.0532688,0.0,-5.96953e-43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
