timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
52592024,52518293,4,0,73.731,255,0
62706384,62521298,5,0,185.086,255,0
72631185,72515337,6,0,115.848,255,0
82716114,82516264,7,0,199.85,255,0
92762052,92521304,8,0,240.748,255,0
102744042,102522556,9,0,221.486,255,0
112588545,112520335,10,0,68.21,255,0
122734599,122515291,11,0,219.308,255,0
