timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
72591066,72502336,6,0,88.73,255,0
82698106,82504279,7,0,193.827,255,0
92635717,92506292,8,0,129.425,255,0
102680285,102508242,9,0,172.043,255,0
112613457,112506182,10,0,107.275,255,0
122725499,122500340,11,0,225.159,255,0
132842060,132506131,12,0,335.929,255,0
142727260,142504258,13,0,223.002,255,0
152760057,152503209,14,0,256.848,255,0
162666211,162500260,15,0,165.951,255,0
