timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
46890193,46890064,0.032503,0.0309415,0.000212795,0.0,0.0,0.0,0.0,-1.0
46994199,46994072,0.0326951,0.0308725,9.75802e-05,0.0,0.0,0.0,0.0,-1.0
47094172,47094041,0.0327238,0.0310862,0.000245702,0.0,0.0,0.0,0.0,-1.0
47198193,47198073,0.0325587,0.0309919,0.000226251,0.0,0.0,0.0,0.0,-1.0
47298271,47298043,0.0327334,0.0310162,0.000351857,0.0,0.0,0.0,0.0,-1.0
47398166,47398041,0.0327908,0.0307802,0.000332574,0.0,0.0,0.0,0.0,-1.0
47502187,47502041,0.0326374,0.0309621,0.000330109,0.0,0.0,0.0,0.0,-1.0
47602166,47602041,0.0327346,0.0309714,0.000241655,0.0,0.0,0.0,0.0,-1.0
47702207,47702076,0.0326102,0.0308484,0.000240156,0.0,0.0,0.0,0.0,-1.0
47806170,47806041,0.0325577,0.030737,0.000296323,0.0,0.0,0.0,0.0,-1.0
47906171,47906041,0.0325321,0.0309029,0.00017773,0.0,0.0,0.0,0.0,-1.0
48006169,48006041,0.0327851,0.0308574,0.000194568,0.0,0.0,0.0,0.0,-1.0
48110171,48110042,0.0326585,0.0307901,0.000310747,0.0,0.0,0.0,0.0,-1.0
48210172,48210041,0.0325132,0.0307881,0.000238484,0.0,0.0,0.0,0.0,-1.0
48314219,48314059,0.0326799,0.0307419,0.000119454,0.0,0.0,0.0,0.0,-1.0
48414168,48414044,0.0328996,0.0309482,0.000531801,0.0,0.0,0.0,0.0,-1.0
48514185,48514059,0.0326517,0.0307778,0.000404206,0.0,0.0,0.0,0.0,-1.0
48618166,48618041,0.0328324,0.0308253,0.000518523,0.0,0.0,0.0,0.0,-1.0
48718171,48718043,0.0325825,0.0306067,0.000420177,0.0,0.0,0.0,0.0,-1.0
48818169,48818041,0.0327211,0.0309398,0.000258266,0.0,0.0,0.0,0.0,-1.0
48922181,48922049,0.0325208,0.0307304,0.000179879,0.0,0.0,0.0,0.0,-1.0
49022167,49022041,0.0325249,0.0307658,0.000369515,0.0,0.0,0.0,0.0,-1.0
49126164,49126049,0.0325679,0.0305531,0.000264516,0.0,0.0,0.0,0.0,-1.0
49226210,49226042,0.0326197,0.0308876,0.000212237,0.0,0.0,0.0,0.0,-1.0
49326206,49326074,0.0328162,0.0308088,0.000309027,0.0,0.0,0.0,0.0,-1.0
49430168,49430041,0.0326408,0.0305552,0.00026727,0.0,0.0,0.0,0.0,-1.0
49530203,49530041,0.032584,0.0305399,0.000335807,0.0,0.0,0.0,0.0,-1.0
49630157,49630041,0.0327151,0.0307116,8.93922e-05,0.0,0.0,0.0,0.0,-1.0
49734171,49734042,0.0326309,0.0307027,0.000371182,0.0,0.0,0.0,0.0,-1.0
49834167,49834041,0.0327023,0.0308305,0.000403542,0.0,0.0,0.0,0.0,-1.0
49938169,49938041,0.0326938,0.0306561,0.000347406,0.0,0.0,0.0,0.0,-1.0
50038176,50038041,0.0326461,0.0307683,0.000127799,0.0,0.0,0.0,0.0,-1.0
50138200,50138074,0.0324455,0.0306112,0.000203424,0.0,0.0,0.0,0.0,-1.0
50242169,50242041,0.0326036,0.0306924,0.000247456,0.0,0.0,0.0,0.0,-1.0
50342167,50342041,0.0326269,0.0307533,7.84117e-05,0.0,0.0,0.0,0.0,-1.0
50446199,50446075,0.0325156,0.0305504,0.000317722,0.0,0.0,0.0,0.0,-1.0
50546205,50546044,0.0326725,0.0305833,0.000417534,0.0,0.0,0.0,0.0,-1.0
50646169,50646044,0.0326904,0.0305921,0.000249541,0.0,0.0,0.0,0.0,-1.0
50750169,50750041,0.032549,0.0306853,0.000193741,0.0,0.0,0.0,0.0,-1.0
50850171,50850041,0.0326914,0.0305876,0.000383101,0.0,0.0,0.0,0.0,-1.0
50950199,50950073,0.0327468,0.0306049,0.000240049,0.0,0.0,0.0,0.0,-1.0
51054168,51054050,0.0326155,0.0307653,0.000333608,0.0,0.0,0.0,0.0,-1.0
51154171,51154042,0.0324568,0.0306731,9.00428e-05,0.0,0.0,0.0,0.0,-1.0
51254215,51254041,0.0325808,0.0306477,0.000374261,0.0,0.0,0.0,0.0,-1.0
51358193,51358041,0.0327291,0.0306642,0.000313509,0.0,0.0,0.0,0.0,-1.0
51458171,51458041,0.0324998,0.0305368,0.000171974,0.0,0.0,0.0,0.0,-1.0
51562192,51562064,0.0325519,0.0305857,0.00043147,0.0,0.0,0.0,0.0,-1.0
51662158,51662041,0.032618,0.0305224,0.000275073,0.0,0.0,0.0,0.0,-1.0
51762203,51762074,0.0324642,0.0305543,0.000391686,0.0,0.0,0.0,0.0,-1.0
51866175,51866041,0.0326235,0.0305343,0.000325682,0.0,0.0,0.0,0.0,-1.0
51966167,51966043,0.0326871,0.030396,0.000345549,0.0,0.0,0.0,0.0,-1.0
52066170,52066041,0.0325932,0.0304884,0.000470814,0.0,0.0,0.0,0.0,-1.0
52170172,52170042,0.0325372,0.0306644,0.000285962,0.0,0.0,0.0,0.0,-1.0
52270172,52270044,0.0327124,0.0306392,0.000375011,0.0,0.0,0.0,0.0,-1.0
52374167,52374041,0.0327353,0.0304775,0.000469331,0.0,0.0,0.0,0.0,-1.0
52474167,52474041,0.0326211,0.0305462,0.000562644,0.0,0.0,0.0,0.0,-1.0
52574205,52574073,0.0327363,0.0303642,0.000265242,0.0,0.0,0.0,0.0,-1.0
52678197,52678041,0.0326331,0.0306296,0.000286125,0.0,0.0,0.0,0.0,-1.0
52778171,52778041,0.0326557,0.030643,0.00041921,0.0,0.0,0.0,0.0,-1.0
52878201,52878041,0.032727,0.0306804,0.000237932,0.0,0.0,0.0,0.0,-1.0
52982186,52982057,0.0327536,0.0306251,0.000285921,0.0,0.0,0.0,0.0,-1.0
53082179,53082042,0.0326378,0.0305859,0.000356316,0.0,0.0,0.0,0.0,-1.0
53186205,53186044,0.0326689,0.0308665,0.00028723,0.0,0.0,0.0,0.0,-1.0
53286174,53286042,0.0327336,0.0307006,0.000571743,0.0,0.0,0.0,0.0,-1.0
53386205,53386074,0.0326737,0.0307969,0.000393034,0.0,0.0,0.0,0.0,-1.0
53490173,53490043,0.0328268,0.0306853,0.000387187,0.0,0.0,0.0,0.0,-1.0
53590167,53590041,0.0329811,0.0305492,0.000292051,0.0,0.0,0.0,0.0,-1.0
53694206,53694073,0.0329217,0.0307583,0.000164811,0.0,0.0,0.0,0.0,-1.0
53794220,53794054,0.0326205,0.0306665,0.000338384,0.0,0.0,0.0,0.0,-1.0
53894185,53894041,0.0327397,0.0307824,0.000410429,0.0,0.0,0.0,0.0,-1.0
53998172,53998042,0.0328809,0.0307393,0.000289947,0.0,0.0,0.0,0.0,-1.0
54098186,54098055,0.0327935,0.03056,0.000260385,0.0,0.0,0.0,0.0,-1.0
54198242,54198074,0.0328587,0.0306373,0.000425086,0.0,0.0,0.0,0.0,-1.0
54302174,54302041,0.0327841,0.0308618,0.000453495,0.0,0.0,0.0,0.0,-1.0
54402961,54402841,0.0326919,0.0308433,0.000417226,0.0,0.0,0.0,0.0,-1.0
54503061,54502841,0.0327293,0.0306384,0.000380024,0.0,0.0,0.0,0.0,-1.0
54606964,54606841,0.0326723,0.030835,0.000302609,0.0,0.0,0.0,0.0,-1.0
54706963,54706841,0.032593,0.0307711,0.000204981,0.0,0.0,0.0,0.0,-1.0
54806975,54806841,0.032639,0.0308893,0.000159942,0.0,0.0,0.0,0.0,-1.0
54910961,54910841,0.0326089,0.0310425,0.000283717,0.0,0.0,0.0,0.0,-1.0
55010971,55010841,0.0326543,0.0306837,0.000219802,0.0,0.0,0.0,0.0,-1.0
55114975,55114841,0.0325831,0.0309805,0.000306556,0.0,0.0,0.0,0.0,-1.0
55214967,55214841,0.0325887,0.0310889,0.000303293,0.0,0.0,0.0,0.0,-1.0
55314996,55314841,0.0325543,0.0307559,0.000159278,0.0,0.0,0.0,0.0,-1.0
