timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
669267139,0.252701,0.00928585,0.0750269
673449821,0.336349,0.0109851,0.0748186
673651518,0.22686,0.00955983,0.0694519
673853157,0.208784,0.00933706,0.0708416
674054603,0.282524,0.00906322,0.0725123
674260471,0.201434,0.00956174,0.0716931
