timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
190634998,0.176448,0.00294595,0.0452669
203690232,0.175423,0.00297201,0.0449132
203890667,0.159821,0.00262705,0.0485949
204094953,0.167914,0.0029281,0.0502292
204299813,0.155907,0.00238269,0.0515115
204499976,0.159153,0.00239245,0.0511395
